,topic_01,topic_02,topic_03,scenario_r2,evidence_r2
1267,022,141,140,0.018428289915931262,0.10016256537003487
1268,068,001,083,0.01154931488114952,0.002471356160045568
1269,169,036,127,0.0011945668221896577,0.018577384866254376
1270,150,005,165,0.017477225057293433,0.024994535121780626
1271,063,148,188,0.002011940822248648,0.006659186955568996
1272,087,073,125,0.013887325170748754,0.011355649355870745
1273,123,025,019,0.042535145413495234,0.03671035172850101
1274,027,007,024,0.0005733894141649598,0.017195311854741213
1275,048,023,046,0.0020641049469328765,0.07249475381230519
1276,182,019,136,0.0019993200574147663,0.014901157408211407
1277,024,159,098,0.01312718396685808,0.05540925841418742
1278,050,045,136,0.005308847450104182,0.0009982305417325366
1279,032,029,090,0.012624068352796392,0.006183415164229267
1280,034,061,060,0.01660275217414231,0.042344824604974574
1281,168,199,192,0.0053244967502742435,0.006702645661458284
1282,110,056,043,0.006443454808639393,0.029756023900816997
1283,127,057,054,0.0026811395008220495,0.03602409540127427
1284,080,122,113,0.00014807959182194796,0.003774735112090255
1285,115,000,060,0.023094635278980924,0.011109726711713064
1286,181,184,165,0.009390550368428618,0.005629671146487936
1287,149,045,155,0.0018580766528464299,0.0017608733508172048
1288,127,136,055,0.012178082137323631,0.04939295796853316
1289,169,136,193,0.012985242699987354,0.03896463750688661
1290,045,001,182,0.012054502555957303,0.001290576277697686
1291,184,132,067,0.0023460847189329392,0.013406885690379733
1292,137,021,022,0.008130830276562917,0.0012097127294633525
1293,102,047,083,0.005388291988338012,0.03853535275122111
1294,158,035,067,0.005102520206648697,0.009076284365173382
1295,027,191,079,0.00406432751982011,0.014390713301818958
1296,164,161,171,0.015940163771598903,0.07215230073663215
1297,076,119,107,0.009089249877102912,0.03368137855221398
1298,061,157,065,0.042255263066585225,0.1701485718628304
1299,127,122,084,0.0007249277433954981,0.03840827212474163
1300,193,113,021,0.003983490475292117,0.009450068464716854
1301,172,033,087,0.019399882053744655,0.011172591891086214
1302,176,097,072,0.010196633554399925,0.0001491302307499165
1303,199,046,087,0.004471825335024993,0.011320550996331558
1304,157,004,131,0.03959563337541694,0.20773838286182145
1305,196,099,110,0.002382221869965284,0.00015746952582063045
1306,058,080,014,0.0005111204380037204,0.00546248334649635
1307,129,057,163,0.009808212084644885,0.0036663423556947405
1308,105,109,084,0.00978202574122089,0.02016631252615997
1309,123,027,194,0.023860909480976966,0.021608087548679156
1310,006,043,047,0.0004543187125665149,0.02903270746063802
1311,143,125,140,0.00781632098305085,0.0010779194466421504
1312,178,108,151,0.0011261485486327993,0.02882876458545658
1313,174,142,153,0.005547482348215449,0.005651929291266122
1314,069,063,003,0.0028302902742021185,0.009513186991084943
1315,151,031,106,0.01021793414106631,0.024749259294507775
1316,066,182,194,0.006866636530986292,0.008262998814440703
1317,096,140,004,0.006812144246095886,0.0066934952427450956
1318,096,151,022,0.013707597262582749,0.027956164770210012
1319,003,073,163,0.014182417456213958,0.07639390805636048
1320,160,105,017,0.00730677034440097,0.0004600087328727742
1321,085,182,012,0.0029798857880509733,0.015911409660443687
1322,064,174,153,0.00785795398902922,0.005242084627685495
1323,091,170,134,0.011370341048748012,0.09274346939595779
1324,176,137,081,0.003904826464089184,0.001281856111536861
1325,084,133,191,0.006162245758751572,0.007231849473783858
1326,066,098,165,0.017169601159503167,0.015865779822085146
1327,047,064,062,0.006582729399225218,0.026944323968305595
1328,156,050,014,0.004591123457502344,0.0026635663173385504
1329,055,060,082,0.010541774344069665,0.05389841150730579
1330,003,178,152,0.0013955474332266737,0.06920623667378045
1331,163,131,123,0.013095732507675262,0.022928293252020837
1332,103,190,164,0.0033931762518075725,0.004055606177244653
1333,177,084,011,0.000485801879899439,0.006934082861857371
1334,171,195,185,0.0187455680489772,0.08917459466080413
1335,067,172,104,0.0057363990326629866,0.00471398745292273
1336,025,080,115,0.019590206691406875,0.023519608112913537
1337,167,108,158,0.0006497511409456758,0.029129072483263352
1338,130,102,195,0.007974899034391969,0.027350413037996235
1339,036,001,068,0.011425841128663627,0.0032947083738239513
1340,012,051,096,0.01261424441245007,0.008524545669492012
1341,104,132,064,0.008361700923634974,0.01196452935920378
1342,185,054,116,0.01037576064337431,0.0055384385862058405
1343,040,018,134,0.0038825707553900024,0.010394339115860962
1344,124,198,005,0.009309354639150058,0.017317152540282765
1345,144,074,193,0.009236316672460498,0.016902718817675022
1346,018,094,125,0.0017042784905756392,0.01849531339488253
1347,147,183,094,0.0010651587866808976,0.0023193183121549277
1348,033,192,117,0.01902974720942152,0.017625368887913218
1349,159,055,146,0.006626514834795372,0.04563370722256188
1350,085,080,122,0.003085156187729532,0.012115729628158767
1351,120,188,050,0.013540777941962512,0.1478386520710815
1352,035,053,144,0.008455786884955963,0.06984082618468168
1353,037,039,026,0.0020899636869723404,0.006470922531201961
1354,051,004,146,0.00802210763686162,0.024851841427176335
1355,104,000,157,0.006513547408433684,0.0045940198896972095
1356,144,040,062,0.005275271021690009,0.015895486203941656
1357,070,054,190,0.013538367819324937,0.0064214451211774826
1358,088,000,195,0.005661019277733881,0.02610283342634656
1359,136,195,185,0.02248959681137419,0.025685064693894977
1360,096,169,171,0.007344105394215372,0.021197392952511218
1361,156,088,114,0.0048889350024108325,0.024137285245533047
1362,108,032,090,0.0016349358668850122,0.0290509415604141
1363,155,168,177,0.038583374623358035,0.012545533809419251
1364,163,123,079,0.03528902080995322,0.03912461979608539
1365,071,008,155,0.0049299249486916,0.01175568142632899
1366,014,107,189,0.0016274105899612978,0.01318339549813885
1367,143,057,173,0.009350088998122286,0.0034607465211391464
1368,136,063,124,0.012715368478147027,0.03185288156614641
1369,043,003,040,0.0016683152219074682,0.07385554364625757
1370,137,097,023,0.0113508169686648,0.0015931931870003524
1371,022,134,007,0.013163363886395052,0.10015436326318683
1372,185,191,106,0.004659877558593095,0.011448890452409155
1373,161,005,008,0.004176122699687368,0.004602353725650432
1374,094,127,176,0.0007130041599876513,0.051402242033512624
1375,129,122,073,0.008790607999208722,0.0012286185815312267
1376,190,018,097,0.0035933414362951943,0.015869895791602806
1377,170,171,109,0.004290109588223734,0.0864522249338675
1378,084,175,169,0.000579768961610494,0.015605035517337718
1379,188,057,192,0.0029631660761422207,0.009395222782562551
1380,087,164,172,0.015980193217704608,0.07057283755153443
1381,006,119,015,0.005563979073881287,0.03315925778125339
1382,082,017,189,0.016648965433449514,0.048787005389613225
1383,050,090,056,0.004688714881053269,0.001988983604435557
1384,043,190,035,0.0038365228682726293,0.030193444079833043
1385,134,085,066,0.009829333818998753,0.07514259270887846
1386,101,068,164,0.016955616469756962,0.09114755902236094
1387,142,017,155,0.013766768687281883,0.03702353893339683
1388,035,140,001,0.0008963793714142909,0.007034187014331006
1389,054,080,066,0.009064985166723716,0.00466590350180518
1390,003,073,052,0.014182417456213958,0.07639390805636048
1391,165,090,189,0.0016093398276192383,0.0015186809137863744
1392,076,070,063,0.009964811804561657,0.0076965061518154965
1393,038,070,190,0.005722652567154873,0.005945858316424912
1394,061,059,187,0.004249197028546758,0.010960098277940311
1395,084,191,127,0.002788750679509122,0.007428820927518398
1396,082,008,172,0.01050592545447715,0.028530663529636957
1397,024,123,199,0.032192333333027845,0.06532587603954898
1398,089,091,094,0.010022721377257793,0.10482436603049605
1399,115,087,053,0.023722102424919123,0.0113451970007723
1400,016,034,064,0.015408728455974408,0.04208656975213376
1401,178,158,018,0.005185142294121703,0.0035964431240447237
1402,019,003,181,0.0025019678755802133,0.07436859542602636
1403,043,103,169,0.00033653381585474484,0.03340066347449122
1404,015,183,018,0.0006828878479341327,0.0016113682031536625
1405,176,066,161,0.010836178679472619,0.00011547399401734548
1406,195,101,006,0.03105837375402698,0.09447950716272624
1407,130,072,000,0.003556367138040195,0.06943897341735217
1408,177,081,024,0.0005371357098084006,0.007183750818205881
1409,045,188,098,0.001996975136957846,0.00644766936132124
1410,159,029,198,0.013361409275895353,0.007605576339590581
1411,156,001,073,0.011928701920098983,0.003983019886465655
1412,000,044,026,0.017283679069113878,0.02267272653881014
1413,035,116,194,0.00413513054647896,0.03678975069987922
1414,173,056,065,0.03673242883318495,0.08089485374960692
1415,144,041,134,0.003780874277509505,0.015646159770254964
1416,160,083,172,0.004163250189001544,0.014870413783712011
1417,153,014,160,0.0005217418796163997,0.005800015415631021
1418,051,176,173,0.010152615945951626,0.008524428478397406
1419,190,131,116,0.0055709092931894855,0.0022930252573249987
1420,127,035,057,0.0011942175297168234,0.04046192118818259
1421,091,152,056,0.010738636344939101,0.08313295314261149
1422,091,021,125,0.022248160566978537,0.0915765058804523
1423,096,008,013,0.011104116447512746,0.01667143857343556
1424,159,036,149,0.0003846965872227326,0.00404110412732428
1425,082,097,191,0.011731472688557343,0.014819090462800832
1426,148,084,194,0.0005915152444024852,0.006428366379462203
1427,007,101,011,0.017335780144916102,0.09326492518057528
1428,075,151,167,0.013854902707618244,0.02426466719575282
1429,148,120,147,0.012433951084403372,0.14905133404483828
1430,174,141,107,0.01127340602170257,0.038206655501502595
1431,178,184,045,0.0008516893853015572,0.0010438418313196696
1432,063,158,104,0.005621940095389633,0.008993066264878502
1433,161,067,169,0.004831110877040912,0.005412278974631257
1434,101,098,175,0.02474773888634141,0.0997764024353619
1435,107,153,064,0.0018207453785802352,0.01539455150145641
1436,017,088,084,0.014302192278970005,0.05275984424208435
1437,034,065,109,0.0146041127433153,0.07879212155377402
1438,021,153,090,0.005571741393070928,0.003672748287520733
1439,166,106,045,0.009152152284374937,0.010096766586149775
1440,132,081,042,0.0021555016684529082,0.01691015266612428
1441,166,101,113,0.023701047545849785,0.09390874006900396
1442,011,092,065,0.005720968667629833,0.0287372033729143
1443,188,194,181,0.0034481590924119176,0.006710850584324968
1444,123,117,008,0.02826619999398361,0.018907707986235645
1445,148,164,123,0.0159833428966778,0.06838462231919396
1446,024,187,196,0.014477584809075461,0.12262087486444528
1447,025,125,072,0.019570852927324522,0.020439428389154024
1448,091,049,029,0.010285844993412785,0.09136651299228826
1449,123,067,098,0.028775490290728345,0.01722313646589313
1450,191,103,004,0.0029550118353566246,0.007427300052016195
1451,151,169,088,0.00874024698011111,0.03647691000262088
1452,134,078,053,0.012388410178315379,0.07006785193410348
1453,006,151,055,0.008447072158591196,0.024211628140383246
1454,035,078,057,0.005576779022316236,0.0061877882380424465
1455,152,011,051,0.0027315065698310104,0.01591542626646114
1456,103,172,099,0.0019877591704094977,0.007769720032950178
1457,021,083,192,0.009932261584818414,0.014761626612586398
1458,187,140,060,0.002976898743525025,0.07478972752476698
1459,068,129,005,0.008865361781733694,0.0019216001556707774
1460,187,036,066,0.0027268013645940226,0.07280073601761361
1461,025,034,044,0.030764008486034,0.05601962623665957
1462,071,189,142,0.006724973989452709,0.009755789077732224
1463,194,132,163,0.005508671539306564,0.014108326048928421
1464,132,004,078,0.0021889652392899084,0.02682528889883018
1465,025,081,007,0.019576088407879277,0.024572982788061304
1466,129,076,049,0.012887897937510773,0.002647928248775022
1467,116,176,082,0.005900936241337362,0.03256336969092877
1468,176,022,026,0.015041173589341983,0.0784980369812407
1469,088,062,150,0.015231617159427224,0.030878798531209894
1470,130,167,127,0.002493867944093342,0.007897027933351564
1471,115,022,076,0.029448657986177018,0.07926397777459948
1472,119,192,101,0.00776217980999272,0.04052954115048757
1473,160,012,161,0.004775560222441966,3.842754382876734e-05
1474,061,013,136,0.001985580149727717,0.002376499934664489
1475,052,077,061,0.000969148820022081,0.03846903616398856
1476,051,165,092,0.009217524761232054,0.008952922712731959
1477,185,081,146,0.0025125256655466055,0.009362044639142919
1478,168,104,066,0.0079705769242997,0.005314819524318781
1479,023,103,141,0.0019695796802572385,0.06750980384763294
1480,079,153,087,0.009868013140755472,0.017450582884349974
1481,075,182,000,0.00506444047070731,0.006228141778201524
1482,037,047,150,0.002584649046194487,0.03244467420563102
1483,148,115,167,0.02309254129374194,0.009849650834032997
1484,063,037,121,0.0034080437714928413,0.010897481640221529
1485,143,011,042,0.00854084238852637,0.015845065726806773
1486,192,053,042,0.009684515754283196,0.07566798635550576
1487,076,110,064,0.007244240794271883,0.03143419253011448
1488,026,140,119,0.0008408040946188411,0.0016487198694298266
1489,066,105,057,0.017323598900919834,0.000637304456860277
1490,146,016,192,0.021353294289110925,0.05011825811586956
1491,055,169,158,0.007370450080307345,0.06039068324964414
1492,025,012,074,0.02207891656773464,0.020701771715295192
1493,134,081,080,0.007661479397021109,0.07337208986902855
1494,123,045,119,0.024352839760614198,0.016754781398548024
1495,019,124,052,0.008379943917858124,0.020830968289143104
1496,005,113,049,0.004585273187726391,0.0017633318128635889
1497,014,134,029,0.008331236473236747,0.06986056140220342
1498,143,187,158,0.010456287274931197,0.0726790822124791
1499,036,004,167,0.0001912920405919838,0.017820493839172835
1500,121,151,184,0.00927666839011787,0.02640182654241996
1501,137,129,188,0.009867982259074703,0.0019834805061702543
1502,090,015,176,0.00035827606459004624,0.0022414245081684436
1503,155,001,189,0.04229182938701703,0.008378413178116273
1504,173,000,025,0.03267530329930568,0.085155263236392
1505,158,150,017,0.017799891422983216,0.024358881954372524
1506,033,110,072,0.023885457195046422,0.04564656209052831
1507,176,034,032,0.01745979331372638,0.04143516733022645
1508,138,133,097,0.0074861229461913315,0.006929135488415339
1509,027,183,103,0.0013110148386252796,0.005870141282319663
1510,069,168,047,0.004539466246734736,0.010292031854488792
1511,194,106,172,0.0030485178084943554,0.004896460055513918
1512,103,124,073,0.006412905626324905,0.015802423101355823
1513,039,007,187,0.00025346813923754485,0.009437660535421943
1514,033,166,090,0.030956336266245832,0.016874416217947052
1515,191,041,123,0.004532313211975891,0.005895005378115381
1516,120,177,152,0.013794013603192434,0.15423886694707212
1517,127,170,051,0.002781516585231625,0.04524069340886172
1518,063,146,161,0.02021521399459758,0.05920560935490782
1519,175,017,118,0.01277645953223705,0.05931482708308922
1520,004,059,108,0.0028011536295134976,0.023978384979119527
1521,187,003,099,0.002852453973555935,0.12050035933384196
1522,113,076,106,0.005837711400091927,0.002800088472158513
1523,110,041,178,0.00343132329514495,0.030571553993226752
1524,123,119,064,0.028620332583005115,0.04980372771120889
1525,023,121,066,0.003787899353074331,0.06938706611272216
1526,156,096,125,0.0065377370508761246,0.007545783936265926
1527,081,108,160,0.0005081715402475151,0.03001126099439433
1528,094,082,137,0.007573262956544369,0.01543185541853398
1529,019,173,070,0.03253190120533622,0.08540232812770143
1530,172,058,061,0.002102648531049245,0.0055261597926044015
1531,036,147,049,0.0006711367730032336,0.0033513851485998947
1532,019,175,054,0.002339886105507172,0.01962982468607366
1533,051,088,068,0.01186250474943984,0.0290585743872408
1534,040,038,080,0.0032125157433990914,0.0034888276734955648
1535,188,183,073,0.002000964676163064,0.0070230794858248125
1536,048,125,103,9.605649047550457e-05,0.015545988171134284
1537,188,103,068,0.0014497661777880255,0.010025391360043545
1538,194,127,091,0.002652987539642826,0.035295800885077555
1539,171,118,120,0.0015195123738780403,0.10745143528885792
1540,127,013,005,0.0011423599477036195,0.04153553111566277
1541,165,118,106,0.0014935393901158722,0.04340637965087546
1542,132,161,102,0.0028951303444371135,0.016925828411580635
1543,042,131,159,0.003583144110690495,0.002139260395781495
1544,176,193,082,0.005091548928810474,0.008256990200544823
1545,005,074,120,0.009903027131777153,0.003952996455147129
1546,090,004,001,0.00044176776473203727,0.017983088183101015
1547,052,069,027,0.0016262317433533013,0.04015440764327072
1548,046,087,039,0.0018886567816365218,0.01891548158918932
1549,007,094,050,0.00019720231544495537,0.01425833545124211
1550,050,034,080,0.01871928556416469,0.04277976893867186
1551,114,089,110,0.003660776120217646,0.06465060635198305
1552,155,174,133,0.038120960717986985,0.007548406230169835
1553,048,199,021,0.003295946557819951,0.018353864174221912
1554,014,067,003,0.004617715509572462,0.002688721969099195
1555,121,106,070,0.0024149768728962684,0.009866553921887844
1556,031,134,005,0.009779832903959451,0.07041979147186006
1557,115,089,157,0.023076268748820072,0.05347285114662714
1558,087,090,029,0.0010185051384040689,0.0064272391104573945
1559,166,014,194,0.008872382318515282,0.007204215710118422
1560,044,039,004,0.01734484006020709,0.020779323615871204
1561,041,133,022,0.006835540521611394,0.004795380612781508
1562,189,175,116,0.007910786227388722,0.026145162348894635
1563,193,056,151,0.005356132770183986,0.008011059258920872
1564,014,141,061,0.010135267076016197,0.03872699518202882
1565,055,140,087,0.006817700545902361,0.045905685700076915
1566,036,012,025,0.004795314522122007,0.0016435680013937581
1567,184,170,048,0.002499637140051525,0.017129797988699513
1568,026,106,034,0.0012393828342593949,0.0045979427237332615
1569,171,188,039,0.00257007218232852,0.08503032495185858
1570,116,122,194,0.003758646954707179,0.03336988781312433
1571,150,129,071,0.02200667541686463,0.023163027401922
1572,091,136,038,0.02276751281782663,0.10978321318997342
1573,136,033,158,0.028803252361649823,0.030797981739664415
1574,114,182,172,0.0037276662199032806,0.0345361518053956
1575,034,085,191,0.016817666234048567,0.04791235599256627
1576,066,069,149,0.007795121502637281,0.004465864740126224
1577,192,024,110,0.012578283582254213,0.057170672960829005
1578,109,188,142,0.004937814702197008,0.025525791303581236
1579,016,034,063,0.015408728455974408,0.04208656975213376
1580,088,108,113,0.005342352417102347,0.05198934071246486
1581,011,143,037,0.00854084238852637,0.015845065726806773
1582,160,196,054,0.002176529999335819,4.064262850800304e-05
1583,137,121,089,0.003165126128314988,0.006559069411447682
1584,049,192,072,0.0016997392568051106,0.011740900267151466
1585,169,035,033,0.0015680772147965705,0.021593469713575675
1586,125,014,195,0.0002093367217329556,0.0021606130719288297
1587,029,136,176,0.018216579199058613,0.02442273709744891
1588,146,007,057,0.019999310114021673,0.05735888949460499
1589,169,194,188,0.003249060852414609,0.01717924637092183
1590,035,181,134,0.00923698365008796,0.009410819165631135
1591,195,188,177,0.018190451599230717,0.013596148640873995
1592,148,163,153,0.011681761617662878,0.022416473732741693
1593,148,013,107,0.0008389385675424688,0.003148352472014504
1594,038,155,062,0.03908610915313304,0.005690173225030626
1595,029,149,171,0.01285604756372416,0.007210244241591779
1596,033,087,032,0.018169189677539777,0.010467124205128187
1597,034,051,175,0.02290585766407205,0.050397555290780494
1598,163,066,023,0.02133576573344853,0.022647941805859495
1599,022,059,166,0.013491337521363,0.08366961199088829
1600,134,006,113,0.0075696963643260284,0.0707229598658311
1601,108,073,101,0.013629949834993993,0.04801307717205472
1602,140,161,195,0.0008199734454515939,0.004786567703589761
1603,101,170,166,0.01722787142402582,0.09549372033927506
1604,099,057,183,0.002163014036926092,0.0027954792776393456
1605,071,188,052,0.0014673755259104748,0.006304869012091374
1606,081,034,084,0.014623234893815451,0.04651864764149238
1607,174,023,084,0.0035050912032152937,0.06681936578796088
1608,012,158,065,0.008524558743958743,0.003473460978315801
1609,099,085,003,0.0035128895170548624,0.009014646272344606
1610,118,054,017,0.009022124617922844,0.04352709317900594
1611,026,058,164,0.0009002701883891184,0.0031031550138005404
1612,159,158,150,0.005102515022383014,0.005518578306877631
1613,024,152,103,0.012549077892818006,0.056639379968515646
1614,079,024,067,0.021247322443776695,0.06722510291705652
1615,115,192,160,0.024306126710165854,0.017902565402795334
1616,023,142,169,0.005730940409318541,0.0682358609231446
1617,089,047,194,0.0008482320120590803,0.06591640738303173
1618,074,150,136,0.020269434220900107,0.024636093507283352
1619,176,050,081,0.0065532777497608885,0.0010649729162424126
1620,121,079,153,0.011994732591862678,0.01959081090843906
1621,031,151,059,0.01021793414106631,0.024749259294507775
1622,001,088,105,0.0143443281362573,0.02293794421770412
1623,196,103,168,0.002286583568799183,0.00348986193264067
1624,049,068,061,0.00018043867570893823,0.001648882225942061
1625,178,113,163,0.001893344035625355,0.001035701572525305
1626,199,107,113,0.004904691501470437,0.012209690492628877
1627,148,165,084,0.001940476293040394,0.0025651216522944997
1628,101,189,088,0.024178976173152567,0.10280748781393156
1629,187,057,190,0.004483494029268953,0.07343909582530683
1630,000,001,025,0.011572810971195224,0.005106642920613913
1631,195,173,191,0.04783372512901063,0.0880732989320675
1632,114,018,081,0.005092203985195276,0.036103683888353055
1633,000,142,160,0.004788007163954333,0.008268946636438845
1634,080,165,129,0.0015037929367029967,0.003686861829965249
1635,116,175,132,0.004565993951044622,0.04906589654669946
1636,166,061,091,0.010444859310578147,0.006974257078122825
1637,067,052,199,0.004670684440309936,0.036739349864776116
1638,059,061,000,0.004249197028546758,0.010960098277940311
1639,033,000,022,0.018575975560450986,0.012107385299165663
1640,164,174,007,0.01657320085099745,0.06815733421327685
1641,074,190,189,0.009302484257365018,0.003952547795098349
1642,177,026,184,0.0009527208909786422,0.0028041636634595912
1643,005,058,164,0.00392842885821465,0.003918545864949552
1644,124,029,088,0.01682871572403355,0.016624112342743858
1645,132,040,084,0.005798938427047928,0.015724983433310524
1646,118,001,039,0.011508404854681742,0.04355567625883128
1647,036,190,033,0.0034463706575657005,0.0020959341057450454
1648,166,059,130,0.010678225986310963,0.014377795812437033
1649,043,081,034,0.00035600429021398483,0.03217715102807006
1650,035,149,023,0.001706544014118072,0.0070341766864573385
1651,125,091,195,0.010131744247037888,0.08402728146651561
1652,101,113,029,0.01770235077995108,0.09120568055418898
1653,054,001,016,0.01614873468200395,0.002002192591169294
1654,069,077,083,0.0026642228964447456,0.006594828139876774
1655,142,150,152,0.019325884518184067,0.02738970477472824
1656,000,109,058,0.004617612016775463,0.02387078908725604
1657,094,144,123,0.0026908065521469293,0.024638071381185123
1658,039,008,071,0.005183249308777782,0.011846523431877976
1659,081,119,174,0.005404189185514663,0.0353526010179086
1660,078,039,069,0.005291475229774467,0.0004972405524987789
1661,027,025,158,0.022741905451636457,0.021997134691961184
1662,115,190,132,0.022710980869874997,0.011081441776029433
1663,045,084,131,0.0004536785243044461,0.0035719558933233753
1664,176,026,189,0.0030597539686223474,0.000288123776219118
1665,062,021,068,0.013683444239954268,0.015481653796645678
1666,046,192,165,0.002515406959356037,0.02429484353838718
1667,134,036,084,0.007741804131139007,0.07113200612514659
1668,161,084,178,0.0005483686291453127,0.007859276389796555
1669,196,063,187,0.0030235185930312936,0.004765445773794785
1670,140,070,073,0.005864783889090841,0.006504548457698656
1671,195,172,132,0.01880153033854204,0.011383525040976172
1672,081,090,193,0.00040593652855225315,0.005408742266014732
1673,185,188,059,0.0036688265843058954,0.01051783238574433
1674,178,172,058,0.0023897721882270018,0.003340378620624196
1675,035,151,044,0.008727582291978009,0.029354691436461633
1676,106,168,107,0.0033763756165108294,0.010308227123146718
1677,164,185,181,0.017644371455228125,0.0719196157589721
1678,153,083,176,0.004499050995869558,0.017957622856729416
1679,075,053,088,0.011880214670430655,0.06615848065625829
1680,068,011,116,0.002596095135226517,0.016674683850980587
1681,025,074,199,0.02796792441857332,0.02456453902100142
1682,185,021,159,0.006777031564192737,0.005133104081302187
1683,079,113,073,0.01093586253885337,0.01514626371363259
1684,029,189,041,0.017761446445446638,0.014866107531429695
1685,058,025,049,0.019495868972811525,0.021409687892899987
1686,103,160,027,4.2483240512369846e-05,0.00345941624591084
1687,176,066,138,0.010836178679472619,0.00011547399401734548
1688,074,055,087,0.011923729890309431,0.04478263010178607
1689,192,016,115,0.0018959026192642003,0.010628573444025458
1690,165,188,082,0.0028725259375409484,0.0065276355824759325
1691,167,088,121,0.005201222693498542,0.02278976569450253
1692,032,149,018,0.00257245677316964,0.0022106825326629886
1693,031,067,193,0.006330734042630293,0.001008588881676098
1694,177,137,122,0.0015699507210179542,0.004537597675995486
1695,056,159,116,0.003442974327205861,0.0026564697862060394
1696,021,038,063,0.005382887679624804,0.0005152953478438915
1697,064,133,198,0.012013566105337437,0.007536438196279027
1698,193,181,104,0.012219796559666984,0.011926924785834347
1699,176,174,158,0.004037693950192933,0.0012866439530079266
1700,114,181,182,0.01201155823514266,0.030868162978600067
1701,170,077,132,0.0036840417466768027,0.01870575166989341
1702,078,042,029,0.0057837745721386336,0.0006086874055819536
1703,164,043,007,0.01625560888609756,0.08657762350309073
1704,109,088,155,0.009093928308741894,0.04540160609212307
1705,165,151,029,0.009670848499729656,0.02451761885963888
1706,083,050,036,0.008962741355989179,0.015580962591910108
1707,084,157,085,0.04009432289752701,0.1701559281530861
1708,194,013,051,0.002527130214696305,0.0017356398610550716
1709,072,070,163,0.006608119712100624,0.06690224404371914
1710,109,124,068,0.009147260432450066,0.029366505226889772
1711,160,090,185,0.0004050921614389136,0.0013675040313392284
1712,014,102,050,0.005411025314914775,0.022629788786882266
1713,092,131,039,0.005729156788065404,0.01639287394508704
1714,120,071,018,0.012292362232853571,0.14236091012585617
1715,196,085,041,0.005066870305429405,0.008657358225232947
1716,027,118,083,0.0007201459625142403,0.04630721853627362
1717,061,089,068,0.0018268602817271828,0.04418645286452094
1718,138,085,170,0.004431141823214024,0.011492012161455678
1719,169,070,116,0.006632806484917153,0.0216490830594378
1720,057,133,077,0.00738896653962573,0.00706212952225993
1721,194,150,055,0.015527579207038622,0.023272895589667608
1722,160,178,185,0.0007788688496621621,0.00011816982697676615
1723,067,118,080,0.004839031948861927,0.043629337349409325
1724,089,066,169,0.006272978974568799,0.04358356815505926
1725,159,011,059,0.0027145816126957767,0.018220286357626736
1726,098,055,040,0.01759791712780423,0.062020271095603596
1727,144,042,070,0.0035351332053759066,0.01423156757534505
1728,037,062,119,0.014495694712163054,0.019486984819897635
1729,037,092,147,0.005601047603292719,0.02159924805457314
1730,189,008,131,0.011743140373484229,0.021806970451082264
1731,163,107,051,0.01232075895315865,0.033571537146842356
1732,071,166,118,0.008406711994528804,0.005869545775107121
1733,043,158,004,0.005347113353847632,0.03034718926140223
1734,151,051,000,0.015549118948682716,0.03144852179650459
1735,167,116,191,0.003957254328041837,0.03251415814588976
1736,103,177,131,0.0005664276071756236,0.0068847867437447086
1737,188,011,159,0.0036511700099080002,0.023511347594891152
1738,057,181,013,0.010060904482030786,0.007411789545111236
1739,022,196,091,0.014469739115436364,0.07834871261227716
1740,199,054,049,0.01021015372806422,0.0027127393650792087
1741,075,191,194,0.008053855742681248,0.005334738473833922
1742,047,127,079,0.0009966013085603853,0.04337092225910155
1743,016,150,152,0.015319839361830123,0.023050876939686993
1744,044,066,114,0.024269244218038333,0.020943054555116136
1745,001,124,050,0.015977645581504163,0.012780765014282713
1746,117,193,059,0.006462470783846874,0.01528068886316336
1747,029,070,077,0.015036532746252163,0.009562000240919133
1748,050,123,055,0.026901703362167573,0.017977906740253013
1749,064,023,003,0.007927598100385125,0.06703944080140645
1750,079,172,160,0.011816802230677603,0.01789323738946147
1751,073,047,008,0.014287139615755673,0.03518549996207332
1752,137,008,096,0.0066426462267201725,0.014692715861621575
1753,083,136,018,0.016822048962218616,0.039727764170036095
1754,055,041,155,0.007122095782488569,0.044235992228315535
1755,165,038,033,0.0013280612511786805,0.0008304832224020897
1756,124,022,187,0.01697005872517543,0.08693346694597359
1757,169,051,092,0.009002288058806207,0.02495172043318572
1758,150,181,119,0.0236305703539077,0.02669580993574472
1759,158,118,161,0.004743756464243742,0.04557499318439029
1760,044,080,005,0.01722612004907431,0.023616346329633164
1761,149,168,129,0.0037859931907610056,0.006565631111074111
1762,078,033,026,0.02061543906739083,0.008603972129613946
1763,124,069,117,0.007921956044098066,0.016809584687985657
1764,188,173,168,0.03327132500690022,0.08776899927318227
1765,090,096,198,0.007023780403454527,0.006480595633239883
1766,161,094,022,0.0006528282871157698,0.01265438404855046
1767,014,044,103,0.017174175108219836,0.024471582562497596
1768,058,083,122,0.0045114539275354915,0.01725301124863876
1769,029,116,071,0.013680237070264778,0.03407406316911743
1770,166,193,191,0.011205814918677448,0.014213892780876258
1771,013,090,160,0.0007661642725249607,0.001913136420385264
1772,173,022,036,0.037198753961969255,0.13296419670954274
1773,040,054,129,0.011009292895553524,0.003713710439101847
1774,053,120,161,0.014088054760257318,0.15039201730499407
1775,122,074,165,0.006836278673817531,0.0036465845370221572
1776,062,192,173,0.012549279298796567,0.017979851334430252
