,num_topics,evidence_r2,2,3,4,5
180,4,0.030236461156993855,159,189,025,000
181,4,0.16796024622850247,081,164,122,120
182,4,0.017300957931095096,121,198,068,195
183,4,0.01196761502707977,153,066,182,178
184,4,0.013287120952932274,080,000,077,133
185,4,0.06699015597756586,048,065,122,032
186,4,0.04456814163865652,158,172,017,191
187,4,0.005625985208142725,005,125,012,117
188,4,0.09634336478189953,049,016,022,088
189,4,0.05569677891098912,114,151,167,166
190,4,0.029353128701216313,143,104,150,184
191,4,0.0436909295437673,077,090,131,034
192,4,0.03794254063707214,151,070,149,170
193,4,0.08560799500428895,065,130,014,141
194,4,0.006866700943768844,049,129,174,161
195,4,0.04038881438978703,008,198,004,156
196,4,0.00872185719063856,117,042,121,005
197,4,0.06878184664535003,033,048,045,065
198,4,0.027913907678299932,098,085,188,066
199,4,0.07402546427221945,044,176,055,096
200,4,0.015189303265852772,000,084,122,070
201,4,0.069462732582663,080,163,110,094
202,4,0.01597989267514799,143,189,137,057
203,4,0.06556624475598627,069,127,129,110
204,4,0.044451766448436514,110,082,057,051
205,4,0.012155985341191777,039,040,189,147
206,4,0.004995217923636108,016,099,156,077
207,4,0.10574699562656442,108,172,143,173
208,4,0.12152573632456898,055,006,091,192
209,4,0.07085335109061408,024,013,040,109
210,4,0.04418146648770627,092,136,081,185
211,4,0.030380235726100824,165,029,047,036
212,4,0.0047797629854019474,172,190,122,066
213,4,0.03139319343121083,115,175,185,133
214,4,0.04410105269972642,008,027,108,005
215,4,0.056981887504276796,163,191,082,088
216,4,0.06865116502897628,004,055,167,137
217,4,0.016210595371547898,195,106,041,125
218,4,0.03941200354537844,017,074,076,016
219,4,0.010740455491415446,019,122,015,041
220,4,0.1099555801036779,052,152,099,173
221,4,0.08049830239128464,138,012,022,075
222,4,0.07449191379249698,187,050,122,105
223,4,0.066342197690197,072,176,161,183
224,4,0.0345225963100918,043,178,063,031
225,4,0.09010211355417663,039,024,144,089
226,4,0.04205810109219632,182,007,025,125
227,4,0.05711044882335781,038,039,024,188
228,4,0.024423927895518283,063,041,097,123
229,4,0.09986659986073299,096,182,000,171
230,4,0.017960101890886704,011,013,165,015
231,4,0.09935228051919953,079,115,116,053
232,4,0.07031312631001485,199,061,023,027
233,4,0.07012634718813415,185,053,039,014
234,4,0.011233363561432341,060,061,105,014
235,4,0.015360808577632112,148,185,014,060
236,4,0.10883798398225941,103,018,167,091
237,4,0.0073795289017648535,039,087,054,156
238,4,0.01944021385145578,104,056,115,079
239,4,0.03922959813939364,004,019,160,092
240,4,0.08615795579154495,171,155,050,092
241,4,0.025520769203820293,122,027,193,175
242,4,0.10304546305587725,000,062,018,134
243,4,0.0348658846511154,005,021,048,046
244,4,0.17554079348819085,115,091,157,189
245,4,0.0726833566855416,058,113,089,004
246,4,0.018800714151570697,058,073,006,193
247,4,0.06431239015616907,104,072,198,113
248,4,0.09899359299844668,084,015,136,171
249,4,0.01955655536593892,165,057,117,098
250,4,0.08336271683906293,006,078,066,173
251,4,0.021933045779614968,107,060,153,075
252,4,0.022516011111748724,004,063,184,148
253,4,0.05120136100210981,165,141,152,011
254,4,0.12435315746079423,027,164,188,022
255,4,0.04173632959779949,113,087,119,063
256,4,0.007452590023117267,106,036,152,138
257,4,0.04172183637332039,168,017,189,087
258,4,0.07137566897930325,055,142,042,116
259,4,0.03737207932022246,108,066,140,193
260,4,0.08045528476548258,150,125,062,055
261,4,0.026702672622831658,147,170,106,185
262,4,0.09297498864338594,158,118,089,175
263,4,0.04242571026986752,047,138,076,181
264,4,0.09784706684065025,148,082,091,015
265,4,0.01308858098360699,029,099,075,051
266,4,0.08607510804605145,131,092,059,053
267,4,0.08545309194474004,189,057,187,199
268,4,0.08117712058159432,067,034,055,172
269,4,0.026255021044703453,163,040,050,121
270,4,0.04764499938358768,073,137,117,119
271,4,0.009961541110105165,001,172,064,121
272,4,0.047891154698523564,152,166,052,081
273,4,0.09279814898796013,042,022,169,194
274,4,0.03879657281619642,004,099,174,163
275,4,0.0840842076365158,147,037,109,003
276,4,0.017271126926847735,032,092,183,015
277,4,0.04432083292033451,103,110,189,013
278,4,0.013363236621642405,198,137,000,143
279,4,0.10881570190843082,192,063,048,101
280,4,0.07237865953487144,003,070,153,057
281,4,0.16170853264120155,115,167,066,120
282,4,0.052465733716163365,163,188,082,079
283,4,0.004626926001163878,041,122,013,001
284,4,0.025277660764214338,060,094,029,183
285,4,0.021369850021401793,035,006,084,079
286,4,0.05457294257485401,065,054,113,174
287,4,0.10941487250334136,134,066,114,169
288,4,0.0639420815128996,176,156,098,055
289,4,0.021645850382157494,031,001,113,044
290,4,0.14350895540630726,101,061,117,023
291,4,0.05094343536269552,119,074,051,192
292,4,0.08404960258006244,116,156,023,068
293,4,0.012400906708353476,039,082,056,106
294,4,0.009259171579823477,140,099,133,159
295,4,0.15358505366857045,161,148,022,187
296,4,0.02861783496295056,175,004,178,061
297,4,0.13436800931690618,036,003,101,076
298,4,0.05316260768438508,183,050,146,077
299,4,0.010801468555065918,097,196,069,027
300,4,0.014322358944592217,137,064,183,051
301,4,0.133097272004716,146,062,091,037
302,4,0.09428188142354921,164,054,088,035
303,4,0.011568868657316655,001,168,190,106
304,4,0.11403474191695118,119,188,187,098
305,4,0.030410948103794633,019,196,088,067
306,4,0.038566770715877,001,107,074,088
307,4,0.011066322623198843,019,184,147,031
308,4,0.11224058234078349,146,003,156,170
309,4,0.12307904718455998,004,022,029,044
310,4,0.015164549903185942,147,046,184,041
311,4,0.024150672619873692,192,138,130,165
312,4,0.1896467606370078,157,062,029,008
313,4,0.08057426193206563,053,109,191,199
314,4,0.10313926256053985,108,031,173,035
315,4,0.02817673130367948,027,123,096,161
316,4,0.004182610528604136,177,012,031,067
317,4,0.09543044126109423,173,148,042,060
318,4,0.06517338617162349,043,150,136,035
319,4,0.10191321098485318,158,047,140,022
320,4,0.0670672374865452,024,001,050,102
321,4,0.02103169902367652,060,132,012,156
322,4,0.07772643300186877,094,026,175,053
323,4,0.06776520787670237,190,125,164,099
324,4,0.04507828989326379,195,176,110,007
325,4,0.19174096290462417,157,069,087,163
326,4,0.007833055890728358,148,161,041,196
327,4,0.046246934852487875,059,108,080,174
328,4,0.04504803631177168,102,045,110,026
329,4,0.05276228832219565,097,089,143,195
330,4,0.03352360635155749,169,079,026,036
331,4,0.052039423101401305,192,085,063,108
332,4,0.024139623002536692,048,155,075,029
333,4,0.04825142147329675,110,074,016,033
334,4,0.04037718546496738,150,012,169,189
335,4,0.12681275377886259,089,097,118,134
336,4,0.013185413997318096,191,045,035,001
337,4,0.021276910448378206,036,177,123,016
338,4,0.014000887956198138,168,056,195,194
339,4,0.023176612875407288,082,001,142,138
340,4,0.020418423337078773,077,183,156,123
341,4,0.04344318491553534,150,081,039,170
342,4,0.07215565155084525,082,118,084,098
343,4,0.033703282415825764,029,042,088,063
344,4,0.08290065641095457,072,063,077,011
345,4,0.2190725734130926,051,157,004,105
346,4,0.005970554063270406,148,105,161,104
347,4,0.041970005251585896,191,121,150,063
348,4,0.037770631875109095,068,119,076,193
349,4,0.017934050825747838,138,068,046,080
350,4,0.05258265154392494,044,110,155,070
351,4,0.08245054090214365,191,044,133,055
352,4,0.020446832835351425,033,063,042,087
353,4,0.12175809492913381,138,187,035,065
354,4,0.09028230097420664,164,131,094,144
355,4,0.024600850939150543,056,182,048,080
356,4,0.11495402895173867,141,171,133,175
357,4,0.05577006674477247,040,005,073,118
358,4,0.022055016282057638,069,148,143,079
359,4,0.01631256150815641,036,192,113,185
360,4,0.04107990442432319,054,189,193,102
361,4,0.009152783152450494,176,036,181,040
362,4,0.04883869952860431,031,121,043,127
363,4,0.08595407561211865,174,036,053,034
364,4,0.01458861000356082,138,143,117,168
365,4,0.035613300656083036,044,196,117,169
366,4,0.00530863537573556,036,032,160,077
367,4,0.09675631162023879,067,187,096,169
368,4,0.026451594488426156,174,032,041,136
369,4,0.024653184346961732,105,169,081,069
370,4,0.0025824450842043545,190,194,178,015
371,4,0.059917942644383326,024,066,067,113
372,4,0.1551538647453059,004,141,187,034
373,4,0.009499985177891412,001,181,099,084
374,4,0.00930038388172394,196,184,094,099
375,4,0.003682347205446579,056,138,075,067
376,4,0.002338840803930764,016,184,152,125
377,4,0.026260151677412802,021,115,183,092
378,4,0.039625905250373794,153,150,029,169
379,4,0.026286377290824614,000,195,057,046
380,4,0.06111928827817259,046,025,151,057
381,4,0.032414682229974456,199,026,004,048
382,4,0.08056263413712061,022,067,056,040
383,4,0.07421424078772831,136,054,055,189
384,4,0.12986159662082264,023,133,092,053
385,4,0.03501464143251021,047,104,165,051
386,4,0.029857114618175862,079,074,193,070
387,4,0.13112151723723997,054,065,008,171
388,4,0.003066970373097888,143,097,013,016
389,4,0.006099301361104037,176,076,080,067
390,4,0.07350537452887262,164,075,121,080
391,4,0.014144563321667025,190,078,192,159
392,4,0.02685889278665088,177,019,098,036
393,4,0.07368560241373856,110,160,034,123
394,4,0.046292477721108005,000,118,104,078
395,4,0.09556065584089457,004,073,072,137
396,4,0.013388341617947441,012,194,090,018
397,4,0.07412498945069512,024,083,140,156
398,4,0.04680519939865524,114,193,060,189
399,4,0.02014520400236608,094,165,039,011
400,4,0.04690067210061344,114,159,158,048
401,4,0.11920281990796888,034,151,091,195
402,4,0.1813743572667662,120,106,098,018
403,4,0.020105640686420068,090,113,098,149
404,4,0.06646409138535914,103,072,168,117
405,4,0.061466638453061884,104,024,019,005
406,4,0.08295811489608229,187,046,054,115
407,4,0.06723917109503985,164,041,167,012
408,4,0.027851444160020944,160,115,076,092
409,4,0.01098535196363326,066,064,166,160
410,4,0.05634089399516817,105,007,138,127
411,4,0.019693014445007262,192,161,172,035
412,4,0.03213151650035917,096,014,122,151
413,4,0.015301156433590424,015,147,016,107
414,4,0.03918254889971251,068,159,052,138
415,4,0.047801843367847985,034,181,195,042
416,4,0.06047788555443845,092,027,123,052
417,4,0.08443124546772962,137,173,185,165
418,4,0.015046583075313924,137,196,142,007
419,4,0.017698683113663627,057,026,192,074
420,4,0.2208147111944042,120,048,122,151
421,4,0.1432407871785194,007,042,003,022
422,4,0.03629433661588011,153,114,106,113
423,4,0.10316499614672581,037,101,117,199
424,4,0.07259409038723663,134,080,039,168
425,4,0.20476194255218516,157,072,103,032
426,4,0.032150269337132276,114,143,069,056
427,4,0.017906502238271504,144,054,199,174
428,4,0.008724565702755038,097,071,019,099
429,4,0.03035411621391848,117,114,174,129
430,4,0.02110919336477346,132,181,166,117
431,4,0.04478690604954316,185,107,109,092
432,4,0.013919069535737072,077,073,061,160
433,4,0.03133060750104455,098,048,121,152
434,4,0.039950715557514394,155,167,172,052
435,4,0.06650289746275051,102,005,170,118
436,4,0.06971877694814199,196,049,053,078
437,4,0.0352680016184207,198,124,188,044
438,4,0.012254603892503657,161,070,014,056
439,4,0.013791967282898887,067,058,115,049
440,4,0.04582915670387966,109,166,060,150
441,4,0.20299164268488523,016,072,157,026
442,4,0.0277865604826808,037,106,004,001
443,4,0.015913173105829626,001,033,153,069
444,4,0.0394119176744836,196,084,141,039
445,4,0.1130872839144712,114,091,090,137
446,4,0.020510766729254448,071,191,060,027
447,4,0.22075219672306323,003,137,033,157
448,4,0.01036981617590016,099,075,070,103
449,4,0.04323619048529048,119,149,193,158
450,4,0.016928020632013707,005,062,177,058
451,4,0.026665316491972013,189,103,083,054
452,4,0.0295130310044881,084,015,151,176
453,4,0.07960309674091959,055,127,036,061
454,4,0.06489603438655478,073,004,190,110
455,4,0.11303245301009113,121,127,171,026
456,4,0.0784844145734429,141,089,182,080
457,4,0.1321956045931656,155,171,168,022
458,4,0.007196016409652728,137,133,042,067
459,4,0.07399575807827141,130,142,024,073
460,4,0.027903275377534564,027,057,182,083
461,4,0.009983937964965217,161,147,000,040
462,4,0.07334186259830455,129,144,023,054
463,4,0.01572088913869618,039,060,005,094
464,4,0.08821123735215197,102,085,069,023
465,4,0.15259106261888689,022,199,023,108
466,4,0.030162582150761952,158,059,170,166
467,4,0.014684130346414914,082,015,090,078
468,4,0.0029749126775595602,174,021,140,167
469,4,0.0715407991830872,165,057,148,003
470,4,0.018173325656304584,098,105,140,159
471,4,0.016687585545460015,012,084,107,050
472,4,0.026983524365757128,192,064,170,199
473,4,0.06182143084340008,045,062,132,017
474,4,0.03306151430461024,096,191,025,075
475,4,0.02201230733922066,011,015,177,014
476,4,0.008043907301923059,029,013,066,039
477,4,0.08798074049422411,074,023,136,176
478,4,0.030866716114659964,102,087,155,013
479,4,0.03922488682917091,040,142,109,079
480,4,0.027422811306751838,113,062,025,031
481,4,0.04789049537061574,142,167,119,107
482,4,0.04330187363008309,034,184,050,045
483,4,0.021772210431285077,048,194,075,195
484,4,0.028161880102491876,039,151,057,066
485,4,0.04205703899328439,061,047,142,170
486,4,0.027630023361166156,188,032,115,025
487,4,0.09782358549518966,087,045,043,187
488,4,0.0313983661347319,085,170,057,096
489,4,0.05582156392199389,153,116,085,094
490,4,0.03456860517500793,084,048,067,019
491,4,0.17194849902447895,157,167,026,183
492,4,0.09735465361483764,101,166,082,057
493,4,0.03621929454313011,159,151,056,059
494,4,0.08665493946742509,088,023,001,144
495,4,0.09690456018030746,055,043,182,089
496,4,0.08227502675830956,109,153,116,118
497,4,0.04341924622650095,019,181,109,144
498,4,0.06986101349118079,048,065,184,137
499,4,0.05061558515000841,098,094,062,048
500,4,0.035239483086219825,136,059,183,062
501,4,0.049870294335906395,079,087,178,017
502,4,0.012754067996756047,184,189,080,196
503,4,0.05428868604349846,054,116,047,133
504,4,0.01866432743156199,084,046,142,016
505,4,0.07145518076832302,051,116,141,087
506,4,0.0799953844563851,067,141,116,011
507,4,0.02941183259473501,181,159,059,083
508,4,0.03273319930949947,029,152,042,043
509,4,0.2091739467004795,157,075,071,047
510,4,0.01673025610613299,177,063,075,059
511,4,0.027184312218809015,035,061,169,027
512,4,0.03025232335696071,199,063,004,051
513,4,0.019960103196408063,069,152,195,096
514,4,0.10637722712053843,032,173,181,141
515,4,0.0031636898295528404,061,041,129,071
516,4,0.030499169626503564,063,172,131,102
517,4,0.02271582216427792,161,019,082,012
518,4,0.006877265380298092,172,147,148,045
519,4,0.008771750500559894,190,184,182,105
520,4,0.048819990338322405,092,006,007,151
521,4,0.12393505693344697,022,107,116,043
522,4,0.10773202752074862,101,037,098,161
523,4,0.06398116161301404,150,109,019,136
524,4,0.02202807154815467,071,079,087,117
525,4,0.03968853015268814,047,085,105,014
526,4,0.03565408400252468,140,130,039,108
527,4,0.07033943735505488,127,116,013,144
528,4,0.20893942788135778,120,101,058,177
529,4,0.062122056503277845,057,152,109,118
530,4,0.09094235056338418,171,148,185,149
531,4,0.012127452102895897,138,096,103,194
532,4,0.009809081719508672,195,042,038,097
533,4,0.011628942105419426,191,035,174,075
534,4,0.04708374284663763,061,039,052,073
535,4,0.030530107892802638,160,071,193,048
536,4,0.02480033178935548,109,148,077,167
537,4,0.06948406458072609,085,170,149,065
538,4,0.04397635215380491,123,069,140,150
539,4,0.16970786204925825,091,141,051,003
540,4,0.05276402215882903,082,107,169,083
541,4,0.08872152193617466,140,171,170,176
542,4,0.019478422360694414,004,015,194,066
543,4,0.01617448101515584,172,068,125,107
544,4,0.08213791139872029,124,032,053,081
545,4,0.02929964054565981,074,106,081,170
546,4,0.07422314610924485,165,062,192,003
547,4,0.01790354115114723,193,106,026,182
548,4,0.03488156275496879,106,004,032,048
549,4,0.024574644895537845,005,183,098,166
550,4,0.07781535719240906,003,160,092,013
551,4,0.08373516217357335,110,102,183,024
552,4,0.012734879751196693,041,078,172,019
553,4,0.03165970342767399,050,074,199,114
554,4,0.037609806567946547,083,013,085,144
555,4,0.04173856597616299,140,043,169,064
556,4,0.17146862531829077,027,120,061,088
557,4,0.07182128020859879,089,014,092,163
558,4,0.005698082191194498,038,068,049,106
559,4,0.022719500381346847,169,103,076,077
560,4,0.09554265498287551,070,065,116,011
561,4,0.03081438052908969,130,137,144,070
562,4,0.013831676037821095,185,031,033,160
563,4,0.06262273701655297,055,092,121,174
564,4,0.046465851140578995,116,193,133,068
565,4,0.013871723319273,155,026,117,138
566,4,0.08271305896312531,176,137,171,069
567,4,0.07388578302254445,023,042,081,130
568,4,0.08871110109037539,198,036,039,171
569,4,0.19134841811329328,045,157,151,013
570,4,0.05731097589377476,018,019,055,152
571,4,0.08156109054066141,155,198,164,027
572,4,0.008098551166862311,090,125,000,190
573,4,0.13422438702600592,173,106,094,171
574,4,0.1252693863288713,075,083,173,065
575,4,0.055316958162755836,013,177,034,155
576,4,0.005605193540474507,140,122,058,068
577,4,0.038236682817388346,102,054,083,161
578,4,0.05433893633214171,175,151,082,084
579,4,0.05693268179168909,044,141,131,195
580,4,0.01578364396065257,175,036,167,152
581,4,0.029976755147556267,064,079,131,107
582,4,0.0700238525155975,190,108,004,052
583,4,0.042867399417236385,082,050,115,170
584,4,0.008136936579006271,006,155,077,196
585,4,0.08830796899747206,016,006,069,173
586,4,0.0639836560820557,119,049,150,125
587,4,0.10436691347959937,091,087,143,061
588,4,0.11092948564712801,171,159,123,141
589,4,0.028638785889713914,149,124,061,083
590,4,0.011248854290749177,143,142,191,013
591,4,0.030132673037529867,156,092,033,067
592,4,0.057507662842015694,052,087,044,155
593,4,0.02651375730531591,166,142,189,124
594,4,0.01735435447732636,177,196,098,042
595,4,0.07328049124213476,077,118,151,170
596,4,0.00490827266534255,148,040,075,178
597,4,0.08621144483618937,187,104,033,064
598,4,0.11012035370130446,171,006,033,075
599,4,0.013436818815971807,064,040,177,037
600,4,0.035890512508336636,031,189,060,102
601,4,0.04858241328816648,127,025,015,122
602,4,0.08591469271037955,025,053,077,000
603,4,0.02749881081349026,117,097,099,047
604,4,0.009527702921673487,057,001,063,068
605,4,0.08999506224407205,080,136,016,003
606,4,0.03969162235426571,183,008,094,109
607,4,0.12764413178856493,015,117,164,023
608,4,0.10569279813272814,150,055,110,027
609,4,0.0612494246430777,146,115,037,049
610,4,0.055884458593067676,110,166,189,136
611,4,0.04630118078792966,074,118,099,125
612,4,0.06041286494077425,115,051,089,038
613,4,0.026099919570705454,133,109,056,172
614,4,0.019802963412813956,165,014,083,084
615,4,0.005101876351026546,016,174,087,099
616,4,0.07292950004830301,195,106,166,146
617,4,0.050167117435614306,161,166,076,034
618,4,0.014448632387065952,121,178,073,172
619,4,0.05130521224943563,136,191,051,123
620,4,0.040144480339778243,121,017,104,073
621,4,0.01895979409381965,005,079,032,158
622,4,0.18256785481316962,088,170,157,160
623,4,0.1837937034427921,172,120,018,116
624,4,0.011419442857278028,029,042,041,131
625,4,0.11280956202429215,068,171,189,043
626,4,0.01976302675716679,096,067,166,007
627,4,0.18346795110104286,118,006,060,120
628,4,0.008472781151879882,143,140,168,012
629,4,0.05919500186931381,080,031,055,083
630,4,0.11229259413940251,044,099,014,091
631,4,0.057159121467202034,065,071,115,132
632,4,0.08405034585667781,151,176,164,178
633,4,0.029923144985062544,012,142,103,025
634,4,0.056235127384958394,127,199,067,083
635,4,0.09736005521093571,164,034,063,130
636,4,0.008087715885886748,184,166,016,105
637,4,0.14194764591065046,087,091,142,023
638,4,0.02957413530872377,011,001,051,156
639,4,0.018187429056448434,198,104,035,063
640,4,0.04772338643992635,123,191,109,117
641,4,0.01170172916733414,087,176,117,195
642,4,0.043165629103588454,125,032,016,118
643,4,0.09946207881330849,166,094,138,101
644,4,0.07435497205769859,127,052,107,143
645,4,0.06379781635962656,110,077,061,127
646,4,0.18024209603318653,016,172,001,157
647,4,0.06519822658399865,019,070,050,146
648,4,0.017368187009532576,099,147,046,058
649,4,0.07159794914857232,114,021,066,065
650,4,0.15899651329487252,120,070,022,133
651,4,0.04579644462835619,012,124,150,170
652,4,0.07218675218299875,024,082,035,105
653,4,0.08184394499207259,094,113,134,170
654,4,0.013911345569152411,074,087,167,073
655,4,0.1608973089425081,194,120,070,188
656,4,0.01313878811920055,061,071,001,007
657,4,0.028806471506712672,172,004,013,073
658,4,0.022624452450066723,102,054,038,159
659,4,0.06472230265446499,161,046,039,146
660,4,0.11181392357531228,106,024,032,053
661,4,0.013896784529199846,016,153,019,041
662,4,0.10574133976447919,127,194,053,177
