,num_topics,evidence_r2,2,3,4,5
1266,4,0.033310863283444125,035,153,150,142
1267,4,0.02495420183634145,026,138,078,044
1268,4,0.0777260768918866,123,072,039,006
1269,4,0.05272581302633661,076,039,146,160
1270,4,0.10700219137905298,065,026,116,055
1271,4,0.009916023713095967,097,078,039,018
1272,4,0.05888425289084431,127,013,151,096
1273,4,0.03208235516049496,117,078,047,137
1274,4,0.022686913173070145,084,175,046,067
1275,4,0.05693038160996289,057,115,119,051
1276,4,0.07251764419743911,089,046,175,121
1277,4,0.18192888939383445,074,088,157,140
1278,4,0.011730582819331925,074,182,013,032
1279,4,0.023255309658656076,190,040,085,189
1280,4,0.01075684685846956,064,188,058,038
1281,4,0.01060895562033981,045,199,166,142
1282,4,0.028373956337827577,158,160,102,059
1283,4,0.09204160861292343,167,144,134,148
1284,4,0.01100500539344984,168,196,090,087
1285,4,0.15041911985182188,120,079,175,083
1286,4,0.10720952075371515,003,023,006,045
1287,4,0.06241682801211168,097,067,198,024
1288,4,0.022851930223022565,096,046,081,125
1289,4,0.14870336336313472,024,050,022,108
1290,4,0.0003142299614724564,160,176,042,045
1291,4,0.007956963513656823,142,117,054,152
1292,4,0.03913503608181812,018,124,167,175
1293,4,0.04669661385472168,076,119,195,035
1294,4,0.03614436442724711,043,081,113,138
1295,4,0.08741068936622554,118,046,014,127
1296,4,0.08294978459251112,173,077,113,103
1297,4,0.036564461610958054,092,152,098,084
1298,4,0.022565828797850296,012,166,029,107
1299,4,0.039506249874437516,052,178,081,057
1300,4,0.03714670156048683,008,137,105,043
1301,4,0.18147223231704368,078,157,008,056
1302,4,0.07390943350251677,102,149,065,182
1303,4,0.035040923624257814,008,073,149,155
1304,4,0.024203934794996163,170,040,188,137
1305,4,0.006243605826529941,071,084,015,076
1306,4,0.09427602928024481,182,156,171,070
1307,4,0.07500033841965226,036,019,149,003
1308,4,0.013418647107609538,066,156,037,064
1309,4,0.08866983339018109,195,054,187,040
1310,4,0.007955890308212421,158,042,117,057
1311,4,0.06987124585078497,113,178,003,147
1312,4,0.020427451588176937,121,191,094,042
1313,4,0.10268261149312174,072,175,169,098
1314,4,0.098602793505433,131,156,101,168
1315,4,0.10227933327269623,052,023,151,177
1316,4,0.1989776090822617,043,157,045,087
1317,4,0.03526233206044327,121,181,051,102
1318,4,0.0967487427305439,178,144,110,053
1319,4,0.08644877677512763,175,097,155,134
1320,4,0.008847332400831909,196,041,060,122
1321,4,0.05370135926069797,064,055,015,193
1322,4,0.024814810741487614,199,192,188,059
1323,4,0.062080554874901495,116,110,045,013
1324,4,0.038623374909792285,151,062,181,037
1325,4,0.08679070235602193,161,171,046,155
1326,4,0.0742239675455616,141,175,008,109
1327,4,0.07528983346184948,153,023,087,019
1328,4,0.17735354319953867,144,074,001,157
1329,4,0.030422402271553683,043,050,184,159
1330,4,0.024555811595874277,194,133,068,011
1331,4,0.016366456434403487,013,046,143,153
1332,4,0.023455002410613823,025,070,015,149
1333,4,0.050626284663464305,119,056,029,169
1334,4,0.015684828317912403,160,153,168,189
1335,4,0.2008629320848757,000,129,157,024
1336,4,0.08602193610513387,164,151,152,148
1337,4,0.058019350155992355,019,146,036,122
1338,4,0.05689462992180716,085,143,132,141
1339,4,0.010138049396922089,167,050,058,037
1340,4,0.003478027110091708,174,122,199,042
1341,4,0.025541794429433606,076,140,094,092
1342,4,0.08827201928000028,089,070,065,158
1343,4,0.01935572900997007,069,071,192,143
1344,4,0.004974310511854152,069,078,066,196
1345,4,0.09438960469545998,034,084,144,053
1346,4,0.01469503097244429,049,078,070,094
1347,4,0.023984640129165347,042,152,080,102
1348,4,0.06286079069385087,012,150,136,043
1349,4,0.14757859604787094,120,168,099,134
1350,4,0.08247065875905857,137,188,022,014
1351,4,0.08409935982858141,041,003,124,060
1352,4,0.09665959193321094,003,132,076,165
1353,4,0.048443250704967356,118,078,158,153
1354,4,0.05527693662063693,189,048,077,043
1355,4,0.07445443781271166,024,181,142,132
1356,4,0.17936238323918896,164,023,117,173
1357,4,0.00459251177546216,104,183,178,080
1358,4,0.016954657040319843,142,073,049,099
1359,4,0.012881897148728116,064,166,099,131
1360,4,0.09872704601812388,038,159,055,023
1361,4,0.02952992214561745,192,016,199,011
1362,4,0.12553070102165498,172,091,037,118
1363,4,0.07279821759259564,164,068,140,107
1364,4,0.03907044180654018,150,036,170,006
1365,4,0.041677477007221575,032,060,122,127
1366,4,0.04562372262551795,092,150,025,015
1367,4,0.02893542631660162,149,033,054,109
1368,4,0.030954475195006048,077,107,087,018
1369,4,0.0672353017689108,057,023,190,021
1370,4,0.06584461832471111,149,072,099,084
1371,4,0.013149216253810714,076,121,161,158
1372,4,0.017541852501630317,149,113,092,099
1373,4,0.07178172669477456,127,118,184,176
1374,4,0.009872484290775696,133,159,156,006
1375,4,0.031709844927166664,114,191,032,039
1376,4,0.15012309471483076,043,146,171,105
1377,4,0.04681790730621971,011,088,000,035
1378,4,0.026920914566160525,080,064,155,092
1379,4,0.030384363544713744,107,005,109,159
1380,4,0.06446670598184667,065,148,069,094
1381,4,0.05921468430930765,089,184,195,115
1382,4,0.026635447353174913,194,006,152,136
1383,4,0.03867962073814413,013,119,074,056
1384,4,0.08062275939440489,094,027,072,081
1385,4,0.08651939254411223,050,003,083,060
1386,4,0.03106357516803382,159,123,170,016
1387,4,0.08399262820094588,023,071,097,136
1388,4,0.01619118205369352,006,040,046,038
1389,4,0.056712683189306556,146,015,193,104
1390,4,0.15235291310553722,025,004,117,171
1391,4,0.057773457244967186,064,062,049,089
1392,4,0.14576695415308139,127,091,068,014
1393,4,0.03522017549828327,004,082,066,185
1394,4,0.18390438895240313,157,091,083,141
1395,4,0.07085328443963068,045,078,055,136
1396,4,0.02810243023351444,071,082,140,079
1397,4,0.07654630910831006,006,017,065,039
1398,4,0.005707051356800941,001,174,049,014
1399,4,0.0276205962667585,073,038,092,081
1400,4,0.08847678629887346,072,065,069,015
1401,4,0.03860519527115491,036,167,092,150
1402,4,0.10567704463048533,171,122,151,170
1403,4,0.07841754589843875,053,170,125,153
1404,4,0.04987163535772099,059,052,070,155
1405,4,0.053739634128227354,074,008,082,047
1406,4,0.07336385026853343,034,146,143,015
1407,4,0.03373999613490164,153,090,019,088
1408,4,0.042433784925654194,019,150,048,099
1409,4,0.13519740144048553,147,172,053,101
1410,4,0.07082168629469432,053,166,006,081
1411,4,0.08724853531883159,045,173,103,177
1412,4,0.07408377706118019,155,017,011,079
1413,4,0.0167258954955396,132,040,001,075
1414,4,0.08154019652129463,044,063,003,036
1415,4,0.14655253628097809,171,059,187,098
1416,4,0.008400528628824122,054,105,031,063
1417,4,0.03540397707853582,098,182,172,025
1418,4,0.059214332219461596,169,108,059,183
1419,4,0.018314859922322846,096,085,054,185
1420,4,0.027149860902387246,054,185,151,172
1421,4,0.10770247299268332,130,079,048,164
1422,4,0.0427115129895681,148,070,052,106
1423,4,0.22892826745434736,120,155,187,177
1424,4,0.1363900264065533,091,196,006,004
1425,4,0.06063021593302975,124,191,089,035
1426,4,0.030292592872200208,029,124,189,062
1427,4,0.00897286015049692,069,015,196,133
1428,4,0.1372459821758829,118,155,144,091
1429,4,0.214284581721932,157,088,136,052
1430,4,0.07038991634402991,007,053,036,133
1431,4,0.06689524306045469,133,102,074,118
1432,4,0.018743341601442642,090,147,011,056
1433,4,0.034870188916226175,142,151,039,155
1434,4,0.06126992500723183,012,065,117,051
1435,4,0.06708271180467318,172,199,131,072
1436,4,0.0321391070109972,092,059,193,057
1437,4,0.01810882826423077,172,138,155,185
1438,4,0.01799172031466345,039,090,130,175
1439,4,0.018108719920390426,084,185,158,191
1440,4,0.02600999219806044,161,076,079,000
1441,4,0.07985410360067702,083,119,124,108
1442,4,0.030499788361905367,143,102,036,188
1443,4,0.04328090676173102,109,189,027,044
1444,4,0.017792958467020226,159,036,014,124
1445,4,0.09341367425082447,092,172,014,187
1446,4,0.022962928344441358,123,071,063,196
1447,4,0.052306475727263546,061,158,116,004
1448,4,0.018340220551211983,123,067,031,156
1449,4,0.042562465089957535,071,140,104,034
1450,4,0.10169756196571722,160,023,024,027
1451,4,0.0634165869021357,052,018,057,127
1452,4,0.012153212462129304,177,196,106,181
1453,4,0.0506714866263146,078,115,146,075
1454,4,0.10405094813136107,025,000,173,160
1455,4,0.10791537340369062,188,091,166,053
1456,4,0.012905994602126714,176,075,199,132
1457,4,0.03402433501263402,079,063,122,144
1458,4,0.07380585744638568,053,190,177,158
1459,4,0.05876376880825984,114,044,062,019
1460,4,0.05442881673934574,032,133,015,065
1461,4,0.06141109201508532,151,124,050,110
1462,4,0.012998081425264374,037,096,016,054
1463,4,0.10310681235148633,117,063,091,037
1464,4,0.07331667891813698,057,182,072,137
1465,4,0.029341064694697994,025,070,063,041
1466,4,0.03272489369458842,057,148,189,011
1467,4,0.027310339135209416,064,130,046,185
1468,4,0.05021439597207,089,075,185,076
1469,4,0.03465890308163111,161,136,172,166
1470,4,0.040830100150963555,109,032,123,107
1471,4,0.1346688948674123,187,003,168,007
1472,4,0.02818230065289773,123,046,140,174
1473,4,0.07066494162705395,118,105,035,114
1474,4,0.08320790384580268,152,131,013,091
1475,4,0.07056343399915055,057,158,072,013
1476,4,0.04509116992272855,034,064,104,076
1477,4,0.10906997979766864,021,085,101,083
1478,4,0.01748334174521715,156,166,189,050
1479,4,0.04766289343276753,119,061,102,068
1480,4,0.029539328241452445,051,176,109,001
1481,4,0.1760708169286057,051,120,072,189
1482,4,0.008598684469234508,068,035,147,006
1483,4,0.08840163726767347,058,041,091,168
1484,4,0.1001167665578947,012,000,163,134
1485,4,0.054607608716016776,089,031,079,160
1486,4,0.007004843422201756,081,026,015,090
1487,4,0.062398205039753796,062,087,158,065
1488,4,0.016112401993283565,182,073,122,174
1489,4,0.021954189036877958,183,012,049,025
1490,4,0.008708266992868752,153,005,117,105
1491,4,0.03264098768047652,181,025,147,182
1492,4,0.02598958366144044,184,103,174,109
1493,4,0.0463555019401265,160,018,140,052
1494,4,0.019731421247210723,041,123,076,006
1495,4,0.026659402482480665,004,137,121,113
1496,4,0.056182103530105554,195,071,130,055
1497,4,0.05611310322816798,113,070,007,118
1498,4,0.05709143597931332,190,144,043,127
1499,4,0.10376523111479086,115,134,151,046
1500,4,0.07436670970973891,150,081,026,118
1501,4,0.017148255759720787,029,073,064,097
1502,4,0.1683697057909922,110,017,003,173
1503,4,0.009970201142747603,184,074,188,129
1504,4,0.01910453864686501,032,027,012,175
1505,4,0.025176495341761584,071,178,090,025
1506,4,0.03679580123545445,182,109,085,137
1507,4,0.07368420103246198,050,142,063,187
1508,4,0.005586684523937069,140,066,068,117
1509,4,0.032597555651108445,067,142,001,150
1510,4,0.007572534716858481,021,075,182,194
1511,4,0.002836380390742854,075,147,190,104
1512,4,0.008741339542667093,159,069,016,174
1513,4,0.03052443287577844,143,165,151,194
1514,4,0.022962232601227428,177,148,170,013
1515,4,0.013141030631269257,087,090,183,188
1516,4,0.17114988313039048,091,149,047,003
1517,4,0.025428074979185866,125,159,081,025
1518,4,0.05278922323537205,125,163,075,141
1519,4,0.03249562368301895,011,014,051,019
1520,4,0.04242014041118436,125,195,151,088
1521,4,0.0996734302101937,061,032,173,088
1522,4,0.17264076358573444,124,076,121,120
1523,4,0.007341186741522843,087,156,049,105
1524,4,0.06527773409836013,109,191,047,085
1525,4,0.08118055476415353,053,184,011,045
1526,4,0.006378704305610938,167,087,143,078
1527,4,0.009701620545053191,191,013,081,190
1528,4,0.010976323074714855,096,045,000,067
1529,4,0.0813143892875331,187,108,153,018
1530,4,0.018490995282461897,006,013,166,182
1531,4,0.11221679729401612,004,101,005,096
1532,4,0.17274636398302223,016,120,136,005
1533,4,0.05321694512538777,021,052,160,079
1534,4,0.01820252794720001,018,148,013,168
1535,4,0.004799523394784289,149,032,068,050
1536,4,0.013016013483397204,042,007,006,147
1537,4,0.05951003852196102,178,074,121,024
1538,4,0.03800267158105197,143,167,141,196
1539,4,0.04137341061820066,068,059,011,083
1540,4,0.07286197557932761,036,070,146,011
1541,4,0.014763781006805976,168,021,045,018
1542,4,0.01276209411464757,061,176,133,130
1543,4,0.0705513709438369,024,109,078,102
1544,4,0.09952553352868021,065,024,013,040
1545,4,0.04923769687868429,075,049,192,141
1546,4,0.17719692730097214,025,011,034,120
1547,4,0.11541635020619678,102,014,062,091
1548,4,0.027866015093717666,140,029,195,150
1549,4,0.1155382927930444,171,163,178,050
1550,4,0.1272206367935952,079,118,175,173
1551,4,0.09943508972637405,053,090,198,055
1552,4,0.07150542089153589,034,147,113,146
1553,4,0.06817618279521453,085,141,110,045
1554,4,0.020937584436950596,007,067,066,189
1555,4,0.0856558194734306,090,142,173,189
1556,4,0.03903713977178669,073,082,160,170
1557,4,0.019627191050918036,124,061,070,054
1558,4,0.017926893058947457,107,167,045,000
1559,4,0.09202937283206636,129,094,065,072
1560,4,0.06323340305374747,059,114,075,108
1561,4,0.0065030939483031736,121,041,021,012
1562,4,0.05312366436760052,144,052,167,096
1563,4,0.13882579928693872,171,193,091,077
1564,4,0.02392501764754984,088,005,015,066
1565,4,0.03948801205135011,155,044,159,124
1566,4,0.03891352474049059,161,078,099,052
1567,4,0.00512478662698812,077,199,113,067
1568,4,0.042050318216110605,192,044,172,123
1569,4,0.03804365847921087,060,056,123,098
1570,4,0.09683164733854488,133,032,101,131
1571,4,0.06690286326777839,102,064,024,081
1572,4,0.018377555248359823,061,011,178,183
1573,4,0.0193980615790611,074,181,193,057
1574,4,0.018530259734283794,188,006,193,058
1575,4,0.022332668274131495,087,181,027,166
1576,4,0.06969069584266652,003,183,032,042
1577,4,0.07567339474572377,026,042,132,164
1578,4,0.015584072499909118,005,081,185,142
1579,4,0.005191162575471919,177,152,036,021
1580,4,0.015199294237272398,075,038,107,058
1581,4,0.03638341459957961,196,029,084,110
1582,4,0.08183174838749385,177,045,134,153
1583,4,0.08486216139204283,096,087,083,053
1584,4,0.04516771360699534,166,110,124,036
1585,4,0.025893496430986485,011,185,054,001
1586,4,0.021637073489194747,000,057,012,170
1587,4,0.020872872137021825,121,125,083,041
1588,4,0.024829377552423093,064,195,050,098
1589,4,0.10338975053707167,121,044,176,101
1590,4,0.16597411952420438,042,195,196,120
1591,4,0.01325471961717506,050,018,015,061
1592,4,0.15451082900873114,148,146,017,101
1593,4,0.05644438357789128,191,119,132,107
1594,4,0.03948157907460381,185,014,108,076
1595,4,0.08829106590909719,091,198,037,056
1596,4,0.11794001457972814,187,118,137,088
1597,4,0.03336270068017777,155,163,104,039
1598,4,0.1653392607640497,023,003,129,101
1599,4,0.09429151094271737,082,021,063,101
1600,4,0.027667445198522267,190,104,183,151
1601,4,0.012296954830673057,000,061,184,063
1602,4,0.017232937902343703,015,115,033,076
1603,4,0.06437691653944944,124,088,006,119
1604,4,0.11432450243520964,091,056,142,146
1605,4,0.007427201752398971,054,147,064,172
1606,4,0.17281757564841216,110,064,120,089
1607,4,0.006554344307325044,104,137,000,125
1608,4,0.012277260415233804,042,051,038,158
1609,4,0.10246440802525292,123,174,072,108
1610,4,0.06970366232328651,072,161,147,070
1611,4,0.10143271533422948,192,133,101,167
1612,4,0.006321298280134169,070,066,005,196
1613,4,0.02565068929998371,014,063,062,090
1614,4,0.12425615296880577,018,024,072,110
1615,4,0.10479060760127501,114,123,188,022
1616,4,0.13313703444416958,024,136,146,023
1617,4,0.09408786081479348,033,152,187,175
1618,4,0.02732802313822602,048,115,104,183
1619,4,0.10223390190453074,021,134,053,085
1620,4,0.1052220742161194,101,167,190,011
1621,4,0.09918962281253652,091,090,050,076
1622,4,0.01890142224887592,048,174,165,196
1623,4,0.030485650392013564,151,049,131,027
1624,4,0.026773050008145893,170,117,199,085
1625,4,0.010407743911897471,161,081,147,176
1626,4,0.03561651197175031,011,040,094,185
1627,4,0.02855493883289717,163,140,147,018
1628,4,0.0061168899591358405,194,027,001,006
1629,4,0.04002267528470993,081,098,136,066
1630,4,0.021534433622846127,102,045,056,190
1631,4,0.174567860165727,038,183,090,157
1632,4,0.007173656400927264,081,104,066,149
1633,4,0.07063672629764628,177,089,116,125
1634,4,0.039808993058188524,047,105,189,012
1635,4,0.08322474316702844,173,190,167,021
1636,4,0.06855561015719414,087,124,084,065
1637,4,0.1032299410371198,181,072,043,114
1638,4,0.007409911961141269,129,122,036,064
1639,4,0.10633755474548046,025,078,101,016
1640,4,0.03349420237587031,048,185,163,058
1641,4,0.015396777591629718,018,080,174,041
1642,4,0.07864668349258641,034,073,085,146
1643,4,0.032534015829230656,107,124,133,073
1644,4,0.01963419636157393,107,077,085,012
1645,4,0.022344758907059448,079,148,143,094
1646,4,0.029802671979408335,046,075,155,083
1647,4,0.08807444580061075,023,004,194,185
1648,4,0.06475225026629905,192,110,116,087
1649,4,0.1132747337005714,125,187,052,127
1650,4,0.02338587347747001,132,158,155,184
1651,4,0.17566278039659788,067,038,157,059
1652,4,0.12320889573002203,187,015,148,146
1653,4,0.1230495114448148,131,164,022,087
1654,4,0.06887480212920227,053,184,077,015
1655,4,0.17136874302716243,166,157,041,156
1656,4,0.0391720586072658,102,083,029,005
1657,4,0.09967892680760737,088,123,171,167
1658,4,0.08733607743154892,091,067,147,132
1659,4,0.014393299143421912,039,015,155,082
1660,4,0.00841970559837868,050,137,032,168
1661,4,0.052402231808226896,140,034,018,035
1662,4,0.013437457750476,013,046,077,036
1663,4,0.026994759004856594,122,136,058,174
1664,4,0.10705934140686935,053,118,199,084
1665,4,0.10468809941513135,097,171,085,189
1666,4,0.08036677355169985,151,183,118,004
1667,4,0.07134386520083102,176,003,174,196
1668,4,0.07761382897940172,164,062,096,058
1669,4,0.06984500269011784,161,003,152,097
1670,4,0.028766036520321503,131,092,066,008
1671,4,0.0746433976391766,146,113,061,175
1672,4,0.07268786372842706,023,198,194,137
1673,4,0.019271044576454455,178,147,169,140
1674,4,0.03843609953307159,062,084,051,107
1675,4,0.10597017672871889,108,092,189,072
1676,4,0.08989092757356654,041,119,155,171
1677,4,0.08653695269692907,108,168,136,055
1678,4,0.042257921238918805,008,085,150,142
1679,4,0.06721366175371757,138,122,194,072
1680,4,0.07138500348899779,175,097,073,055
1681,4,0.04089778772670061,026,114,062,168
1682,4,0.00841331960977032,015,161,057,067
1683,4,0.13188222527321858,004,031,038,091
1684,4,0.034185636736909886,167,033,181,088
1685,4,0.0310205619485191,169,198,155,105
1686,4,0.07155512480682202,081,164,172,152
1687,4,0.04069271380657136,150,191,050,124
1688,4,0.01613694894147477,152,074,195,199
1689,4,0.06474914300274759,066,061,024,033
1690,4,0.01577959961333253,161,184,168,106
1691,4,0.03020563480748495,014,115,041,025
1692,4,0.030665754703373516,124,077,092,031
1693,4,0.03739631436757085,047,170,113,012
1694,4,0.009202493171844628,121,068,013,174
1695,4,0.0749036391490282,144,031,159,023
1696,4,0.10294843446651791,156,039,163,091
1697,4,0.02107212730581942,080,062,057,133
1698,4,0.0794140274286852,004,121,141,109
1699,4,0.04645434726064568,183,089,032,026
1700,4,0.07586961360226174,064,108,097,118
1701,4,0.07789503917743279,084,017,121,052
1702,4,0.03022739791696072,026,032,150,018
1703,4,0.053366133887733036,079,153,132,151
1704,4,0.11619427961501583,024,051,092,072
1705,4,0.035545684397302435,123,147,169,096
1706,4,0.01768523319335824,107,198,032,176
1707,4,0.0813964422213801,125,022,142,185
1708,4,0.006113256925996069,015,006,168,026
1709,4,0.11167017968792536,195,136,080,091
1710,4,0.11538009674995064,074,101,108,149
1711,4,0.012491007683644084,182,153,121,075
1712,4,0.03971432823414778,155,074,011,123
1713,4,0.10819475837519288,082,055,098,150
1714,4,0.05027190409686,124,103,050,141
1715,4,0.048813265276458684,117,141,058,124
1716,4,0.05399496354355737,077,034,083,075
1717,4,0.02020121893055038,063,195,161,167
1718,4,0.006046106132641005,190,080,077,176
1719,4,0.010270524897049937,007,049,160,143
1720,4,0.06624904164577416,076,072,198,149
1721,4,0.07672749064956896,168,174,134,081
1722,4,0.027411355616527855,104,170,033,068
1723,4,0.08021235324648912,022,045,194,016
1724,4,0.03604044944090912,085,132,087,107
1725,4,0.06182422022828671,146,081,185,178
1726,4,0.05137747087673039,063,141,037,029
1727,4,0.07700211753160435,042,070,053,107
1728,4,0.01616599812093955,144,015,056,160
1729,4,0.019893948496821356,082,130,012,094
1730,4,0.06044213229885986,125,192,146,098
1731,4,0.014971418940335934,115,074,133,033
1732,4,0.008144066683261175,050,067,049,035
1733,4,0.09566601217262427,043,136,063,055
1734,4,0.008272922508703484,074,190,159,061
1735,4,0.0659550839308225,183,098,085,118
1736,4,0.09640897999743114,170,134,153,087
1737,4,0.07917333751988631,185,055,060,043
1738,4,0.07662973138120299,087,164,143,161
1739,4,0.07527462005414332,089,185,168,116
1740,4,0.019714716081849937,182,012,051,081
1741,4,0.03421331948308359,116,041,125,054
1742,4,0.08116133140007653,089,127,041,047
1743,4,0.044527642173726734,062,083,163,084
1744,4,0.09482454915458349,064,173,087,061
1745,4,0.12332968160829172,006,053,065,048
1746,4,0.09962476466159942,058,091,106,057
1747,4,0.015332448382080144,184,062,036,031
1748,4,0.05785116217207853,107,034,039,102
1749,4,0.10322855442795886,101,080,079,039
1750,4,0.022416738737138675,185,153,192,115
1751,4,0.05564505514890761,169,017,068,007
1752,4,0.036302738900377496,015,037,043,199
1753,4,0.017266458022584086,107,054,176,057
1754,4,0.06815940933106368,107,143,024,031
1755,4,0.03359179969958637,176,068,116,160
1756,4,0.05734835522797255,185,123,060,141
1757,4,0.03428318320608881,088,176,124,105
1758,4,0.11979395846960306,101,195,011,108
1759,4,0.08088322357327793,013,151,146,138
1760,4,0.08453923157686083,053,073,062,054
1761,4,0.042644280565893755,073,031,047,059
1762,4,0.04360905470659504,141,193,122,137
1763,4,0.01853355664900702,133,099,063,046
1764,4,0.03650408531222549,079,077,085,062
1765,4,0.007578246822475876,068,148,038,153
1766,4,0.01893756642524147,169,054,140,122
1767,4,0.23752882169457623,048,157,063,171
1768,4,0.08688339964991065,187,029,105,153
1769,4,0.07465629930230766,164,075,019,188
1770,4,0.04365911636366937,054,153,043,107
1771,4,0.11184851074986424,173,006,114,110
1772,4,0.012016458945810049,001,027,084,174
1773,4,0.04131576290498329,115,075,025,151
1774,4,0.02383421296589816,019,195,037,122
1775,4,0.05661824658507664,178,040,097,024
1776,4,0.02649124618502352,185,042,140,151
1777,4,0.10725198023398996,101,090,136,140
1778,4,0.14132646079045275,072,108,075,173
1779,4,0.07029064376712024,025,031,118,019
1780,4,0.019643663609428597,051,012,074,019
1781,4,0.015850446086492,156,056,168,085
1782,4,0.08209254976990732,138,114,072,125
1783,4,0.07348126428194657,049,150,089,183
1784,4,0.01617520361739533,079,137,138,143
1785,4,0.009647445581833725,103,000,178,117
1786,4,0.006849169084715778,165,133,177,099
1787,4,0.06721958103297132,024,137,042,130
1788,4,0.02513154491146563,158,170,027,133
1789,4,0.05618139717644621,033,094,078,118
1790,4,0.09960796761737034,113,101,040,082
1791,4,0.08160805836028862,080,170,078,187
1792,4,0.03872826213205394,114,165,107,014
1793,4,0.04826194593462907,047,076,021,043
1794,4,0.05353672921974151,190,013,065,045
1795,4,0.0458337928669631,136,005,011,071
1796,4,0.11019064195182116,190,153,072,053
1797,4,0.20676727243947768,148,101,120,051
1798,4,0.0138132248441043,070,063,040,105
1799,4,0.018348321818437596,185,075,132,137
1800,4,0.03293010921939166,076,142,153,136
1801,4,0.07612360445620758,038,065,017,026
1802,4,0.045932150790580106,016,131,036,118
1803,4,0.07509347141496692,140,072,062,056
1804,4,0.06067367195602502,062,024,014,172
1805,4,0.03697690869399728,088,117,021,062
1806,4,0.033028002584100435,068,114,006,096
1807,4,0.015365768336894625,046,140,016,174
1808,4,0.018224856832297687,137,161,077,046
1809,4,0.06065723696014558,165,102,118,039
1810,4,0.012318192755077728,026,192,087,104
1811,4,0.033511416999527976,008,035,181,007
1812,4,0.014949264522676753,037,040,077,050
1813,4,0.042933217598057793,121,161,122,141
1814,4,0.013257188771212847,007,199,041,063
1815,4,0.004875287816970442,032,075,199,080
1816,4,0.21149234907000192,072,022,004,003
1817,4,0.026033240131326574,060,029,083,099
1818,4,0.017625014606337475,073,042,051,066
1819,4,0.08603521675542292,091,015,174,134
1820,4,0.08013136618927219,134,117,115,153
1821,4,0.09257685453343423,053,144,104,175
1822,4,0.02309489490634964,008,071,041,019
1823,4,0.05364388496464989,047,119,080,158
1824,4,0.04436906549983122,052,026,129,008
1825,4,0.05765003743806019,109,116,190,085
1826,4,0.012023265110243542,195,021,039,013
1827,4,0.03335802219899964,078,066,041,108
1828,4,0.031887907525820935,098,109,016,196
1829,4,0.007008505485367134,153,045,014,013
1830,4,0.0654388199991055,175,060,076,089
1831,4,0.04713712633240685,188,190,114,018
1832,4,0.1742743574886294,074,098,120,025
1833,4,0.0026063316657293223,013,006,174,099
1834,4,0.1174825247230753,173,155,098,114
1835,4,0.11335089927440978,072,061,068,164
1836,4,0.08985677808899784,110,084,065,088
1837,4,0.007230996640118059,070,016,041,049
1838,4,0.02163209207619421,081,069,094,027
1839,4,0.019948695773171043,000,071,062,069
1840,4,0.016289083791720227,199,103,016,082
1841,4,0.045116577018641246,159,163,051,102
1842,4,0.0935583678453542,130,168,155,173
1843,4,0.055498184133734085,097,007,188,089
1844,4,0.019357670148015926,054,021,123,143
1845,4,0.08871308368342334,119,127,141,131
1846,4,0.1144129258025075,011,173,087,062
1847,4,0.09258153758971799,047,031,008,164
1848,4,0.03633681434064118,129,071,044,109
1849,4,0.127692256594505,003,187,188,143
1850,4,0.170436851337344,120,008,156,106
1851,4,0.09148369587221072,142,083,173,041
1852,4,0.0414460674473458,027,047,170,096
1853,4,0.06981608668361072,183,131,023,014
1854,4,0.024058208004298365,117,133,132,059
1855,4,0.1490505861890743,072,173,044,087
1856,4,0.0958477188059339,148,127,003,115
1857,4,0.09678052228461087,081,134,105,087
1858,4,0.052387157213142355,055,078,085,143
1859,4,0.10980684532856888,155,022,046,048
1860,4,0.04260261390871889,075,131,043,144
1861,4,0.18718517205692486,143,141,157,077
1862,4,0.0603476819314992,031,065,073,153
1863,4,0.04764556265963027,033,080,104,110
1864,4,0.020419909072332598,133,018,181,198
1865,4,0.023781744012589145,144,006,189,005
1866,4,0.09610451379788365,074,022,044,038
1867,4,0.0190810978188638,188,067,155,035
1868,4,0.05747441681944976,037,000,116,004
1869,4,0.10905521428900833,056,024,159,053
1870,4,0.049733277899467576,047,039,006,116
1871,4,0.08705104745847936,134,125,081,034
1872,4,0.049708955007195854,055,012,014,027
1873,4,0.07515581518235603,032,018,060,072
1874,4,0.10267990201271937,025,072,094,092
1875,4,0.028655086459435708,130,109,056,031
1876,4,0.1414100644596853,022,173,085,188
1877,4,0.08051206379334319,056,121,065,043
1878,4,0.0804657776687624,144,089,076,052
1879,4,0.045428860763918166,116,096,059,174
1880,4,0.18197138373500643,155,062,120,102
1881,4,0.003994389109618801,190,057,113,021
1882,4,0.08108330895683868,032,187,066,019
1883,4,0.0474651875630937,060,034,075,058
1884,4,0.07662173724189725,049,079,072,099
1885,4,0.11579030125926437,091,007,042,062
1886,4,0.09372354291650453,123,170,134,016
1887,4,0.05267971211061617,011,008,044,137
1888,4,0.037472605407662174,033,049,109,192
1889,4,0.09272431343312104,169,160,066,171
1890,4,0.10532868733980438,118,074,164,050
1891,4,0.12275641631326573,182,012,091,146
1892,4,0.00523528361216774,143,006,069,099
1893,4,0.13910413755398476,122,091,048,192
1894,4,0.08519401514771019,032,134,172,036
1895,4,0.024882670019797937,195,190,033,185
1896,4,0.10073767104604847,096,082,101,165
1897,4,0.0166176604096564,107,014,184,194
1898,4,0.09203767711559196,108,024,075,195
1899,4,0.1483116257296826,125,172,120,026
1900,4,0.10735806751661559,049,119,173,193
