,num_topics,scenario_r2,2,3
195,2,0.0007250074811295804,187,182
196,2,0.02088019457933954,181,098
197,2,0.020195883353926858,149,017
198,2,0.013990052910844653,094,052
199,2,0.01592484945389716,048,062
200,2,0.024340806283765004,080,052
201,2,0.006211160330180432,077,064
202,2,0.024161669295175603,122,063
203,2,0.01660574576704643,161,062
204,2,0.027795574810780432,174,077
205,2,0.015144202486749858,101,074
206,2,0.00959166233076092,170,058
207,2,0.018211542091966848,177,106
208,2,0.0012571690217670906,024,102
209,2,0.013459988263446632,181,104
210,2,0.010388755655571957,043,166
211,2,0.001541050369241015,089,104
212,2,0.020319922819906022,171,149
213,2,0.014077831928563489,055,178
214,2,0.008476389435266851,151,189
215,2,0.009405852014605975,085,169
216,2,0.017319849954668953,050,165
217,2,0.0049072406399308655,172,087
218,2,0.003076654882743113,117,085
219,2,0.01238435629777157,148,033
220,2,0.022987884931684244,175,029
221,2,0.010912312282809533,183,094
222,2,0.014244915512220735,055,165
223,2,0.004400910773609934,096,064
224,2,0.0005793538824903077,142,051
225,2,0.0054273827725818125,138,148
226,2,0.011364404233076275,166,092
227,2,0.013202202798426543,055,081
228,2,0.0069147232450460505,160,148
229,2,0.004816235428385274,052,178
230,2,0.01855835396917971,055,082
231,2,0.027986387308290173,056,029
232,2,0.0012277009259401561,096,035
233,2,0.03831328994526617,054,044
234,2,0.0040013983319507895,196,158
235,2,0.001407832575125778,032,114
236,2,0.01028125954603809,178,082
237,2,0.001335105579437279,006,012
238,2,4.357635073770627e-05,120,131
239,2,0.03389813540554887,155,198
240,2,0.01442908231045803,026,038
241,2,0.001872676402642548,061,014
242,2,0.014653295556692147,181,120
243,2,0.0003225277149884187,048,027
244,2,0.009893746630217137,115,034
245,2,0.02399782611345025,133,063
246,2,0.002923396801249867,120,144
247,2,0.017118721613321508,097,143
248,2,0.011610023065599773,065,092
249,2,0.009713010607716344,159,094
250,2,0.00893063238187397,013,007
251,2,0.006012004331983234,132,148
252,2,0.025557402782963257,001,109
253,2,0.010809327780849642,092,141
254,2,0.013417298069836936,081,136
255,2,0.002116460700111289,047,129
256,2,0.008275569098224578,056,199
257,2,0.008169324482670715,053,015
258,2,0.03222622748110149,042,155
259,2,0.00809928216585265,183,060
260,2,0.013476833307277447,181,027
261,2,0.0029497851484194815,184,141
262,2,0.0038525476528086244,049,018
263,2,0.04847305206418295,119,123
264,2,0.014881882404307212,055,114
265,2,0.008775086709525981,078,075
266,2,0.01589988306851131,050,049
267,2,0.008790906214081073,164,059
268,2,-0.00016548579434916277,187,022
269,2,0.04457349077756523,063,039
270,2,-0.00038760388540537427,115,146
271,2,0.0012832119664332176,078,196
272,2,0.011423788696797721,085,039
273,2,0.005960809978672765,068,163
274,2,0.0018793691954440694,074,021
275,2,0.00034766557785426144,193,131
276,2,0.019943787079848563,003,189
277,2,0.001451000658139745,141,182
278,2,0.0010337013517196514,090,125
279,2,0.0015074713710957477,192,047
280,2,0.008154440840642763,195,081
281,2,0.047060201186745254,123,132
282,2,0.00902379473660797,034,134
283,2,0.01907822715555041,014,029
284,2,0.010545242813009614,012,015
285,2,0.0012553645391015777,159,024
286,2,0.02696243358044237,029,034
287,2,0.0033933568854052076,085,103
288,2,0.0016791362511181518,058,025
289,2,0.0017587533588757642,131,037
290,2,0.03601549104325952,001,177
291,2,0.02088019457933954,098,181
292,2,0.009780372731584497,060,052
293,2,0.003872923485529034,140,121
294,2,-6.681295285826394e-05,079,159
295,2,0.0017801081753642256,038,024
296,2,0.017625135726454744,075,004
297,2,0.007980126942574772,102,195
298,2,0.01007967920014552,192,094
299,2,0.03801169026116691,127,097
300,2,0.025166357335637768,001,166
301,2,0.02100826196849581,077,147
302,2,0.012747688889748643,076,189
303,2,0.00792357210379413,015,120
304,2,0.008587134954002096,043,073
305,2,0.002740453787944075,079,068
306,2,0.003334402413797455,110,041
307,2,0.005658480739758387,152,032
308,2,0.003486890748873317,065,047
309,2,0.02089762994083222,116,088
310,2,0.0006290832320555717,081,008
311,2,0.001767797770166224,032,199
312,2,0.0020459752713285484,131,036
313,2,0.0018972191943429362,114,153
314,2,0.010436507999364575,094,000
315,2,0.0012025185616116874,006,118
316,2,0.0005070781980545114,140,196
317,2,0.03540352591051643,149,137
318,2,0.014228841879625809,104,156
319,2,0.02528986139721967,088,057
320,2,0.021517949065638198,088,036
321,2,0.0015746558017103451,199,011
322,2,0.027867831867137483,063,146
323,2,0.00495560827538799,158,041
324,2,0.010507373161408706,190,129
325,2,0.006276967230660624,178,148
326,2,0.009858161176763192,163,113
327,2,0.027213056450885453,125,174
328,2,0.0011504025588002786,007,006
329,2,0.016775667320051868,033,092
330,2,0.007442346592002602,018,064
331,2,0.0202074727072471,053,147
332,2,0.0021061162266953204,090,065
333,2,0.001360933908653883,178,161
334,2,0.005343419564711405,163,012
335,2,0.015770724011355486,004,152
336,2,-0.0003682500720085802,159,146
337,2,0.006301417716515045,152,167
338,2,0.02667638971004982,158,063
339,2,0.00115242514047309,165,071
340,2,0.036696819169772965,027,127
341,2,0.002550327003331021,138,011
342,2,0.012599714400686857,084,143
343,2,0.008011777612235593,013,134
344,2,0.007881451330238098,072,033
345,2,0.007078197556880994,183,064
346,2,0.008668225982478073,098,051
347,2,0.02466425165613395,062,023
348,2,0.001339791517174005,070,134
349,2,0.0025347937727224767,097,091
350,2,0.0036736259188199227,172,076
351,2,0.0024146222283326635,167,166
352,2,0.00666048471338776,148,089
353,2,0.01578616045824488,026,000
354,2,0.001172251050399753,167,102
355,2,0.002760125393990398,090,085
356,2,0.0011667993179212965,051,141
357,2,0.003561782632527488,121,192
358,2,0.018003870817864476,130,004
359,2,0.008866032879957908,195,071
360,2,0.0021084027770833513,122,134
361,2,0.0010711316920842817,012,120
362,2,0.000908677327853824,084,182
363,2,0.010139867244754797,168,163
364,2,0.012720947057039522,003,053
365,2,0.0006725143957144741,006,083
366,2,0.003095845869724223,064,188
367,2,0.0007806416011103545,199,049
368,2,0.003458031981485199,077,078
369,2,0.011006414344808646,152,013
370,2,-0.00017897079616857603,102,193
371,2,0.00014513172760666215,142,070
372,2,0.008428418351022815,056,038
373,2,0.02468158258673947,037,063
374,2,0.009903120625694761,094,051
375,2,0.0018474580447803701,165,096
376,2,0.0014771864700321435,067,151
377,2,0.03521248975860092,031,127
378,2,0.010085139882904715,076,119
379,2,0.00011376514748662192,120,161
380,2,0.023764215285142276,084,005
381,2,0.013848498723001645,077,156
382,2,0.0014721899995244758,104,077
383,2,0.002108347311396086,073,065
384,2,0.0029560320263127826,121,161
385,2,0.0019124507722383388,061,199
386,2,0.004626549198312735,158,142
387,2,0.007732005945997877,105,082
388,2,0.01566324984453127,011,190
389,2,0.0031822489939533627,121,138
390,2,0.008287338334768135,052,087
391,2,0.008658256153116106,129,130
392,2,0.0322488634829069,155,189
393,2,0.0012849001684076544,047,193
394,2,0.005281412900906335,152,061
395,2,0.009407180888631461,057,070
396,2,0.02510685099924237,029,013
397,2,0.016935482785724765,050,107
398,2,0.00361540053952647,140,144
399,2,0.03212993141183884,155,070
400,2,0.017728200650009462,117,177
401,2,0.0017267551614008614,109,188
402,2,0.0037960316541950645,000,175
403,2,0.008863266856566354,023,183
404,2,0.010751344254916417,057,065
405,2,0.045253898531143144,005,147
406,2,0.04000462654427095,149,155
407,2,0.0057526095446926995,052,017
408,2,0.06034912443568419,187,155
409,2,0.012220825987772632,136,114
410,2,0.010225213582367165,173,124
411,2,0.0006279795391004317,132,146
412,2,0.009802877053580406,036,098
413,2,0.0029534049522496053,114,069
414,2,0.02479922774098553,035,063
415,2,0.03701101851623978,127,018
416,2,0.0005463932865384935,102,081
417,2,0.024340496769828524,035,005
418,2,0.015232050167033662,140,026
419,2,0.025991910428133647,174,058
420,2,0.01712529649246053,187,143
421,2,0.008991862364814085,027,034
422,2,0.005474234588977334,152,018
423,2,0.009972838344141643,092,035
424,2,0.00905936261704432,075,171
425,2,0.0019438044193017534,138,047
426,2,0.0022676922785701548,171,065
427,2,0.01912149321966594,148,004
428,2,0.013716406090117483,164,004
429,2,0.025702244330147117,063,125
430,2,0.026792587050038286,097,149
431,2,0.02096487961466942,081,088
432,2,0.02701019789478043,001,082
433,2,0.011672039826256753,169,124
434,2,0.0012025185616114653,118,006
435,2,0.007646712539406519,169,193
436,2,0.013332155586286976,137,066
437,2,0.019006868992014647,068,062
438,2,0.001958802930643433,161,047
439,2,0.0037924762949547164,036,037
440,2,0.0028565916335302477,099,144
441,2,0.0129173757112383,136,021
442,2,0.009027355372480894,195,165
443,2,0.02809994998661569,140,174
444,2,0.0074352301070435,023,120
445,2,-0.0003228907397334613,027,073
446,2,0.007774358520605706,049,075
447,2,0.00745190636956794,133,041
448,2,0.009600026117510874,170,120
449,2,0.02466425165613395,023,062
450,2,0.002696526738852012,164,122
451,2,0.03151378481785427,143,063
452,2,0.014786768986665866,164,156
453,2,0.009354812747254249,096,098
454,2,0.031087782289871857,005,059
455,2,0.002142696046719461,141,007
456,2,0.010157869241664508,160,189
457,2,0.023750384574561134,136,039
458,2,0.0037320837127508,198,012
459,2,0.0027595964024708097,074,144
460,2,0.0010842835384917704,116,199
461,2,0.008107056287738779,013,011
462,2,0.03693597363444412,005,063
463,2,0.02473184996149458,147,133
464,2,0.0090023173046474,131,034
465,2,0.000714649325134542,096,193
466,2,0.003155886768587801,037,105
467,2,-1.2427247016333354e-05,131,114
468,2,0.038012180526329264,029,001
469,2,0.012249403933641045,136,051
470,2,0.016842219421828952,043,055
471,2,0.022005150737639312,147,038
472,2,0.009302634878563754,013,116
473,2,0.010851924059771423,018,113
474,2,0.009791791292600549,032,194
475,2,0.0017564574016021295,109,196
476,2,0.0016230301010119463,108,021
477,2,0.00703797025196351,059,196
478,2,-0.00036530207979112994,196,072
479,2,0.001204952466650644,193,164
480,2,-0.00014501603656547069,027,172
481,2,0.003355064879652425,118,085
482,2,0.00811604679528477,118,059
483,2,0.02134542111980775,012,088
484,2,0.00040519017858242634,172,105
485,2,0.009609973252454607,170,199
486,2,0.017039305835010565,062,183
487,2,0.015469316486838247,090,101
488,2,0.008789593366041015,176,056
489,2,0.0016982638715505871,090,021
490,2,0.016704691752266188,026,176
491,2,0.003752987203820557,152,053
492,2,-0.0003228907397336833,073,027
493,2,0.011924120038018127,016,105
494,2,0.008046483548821537,053,195
495,2,0.00030300052685194867,105,150
496,2,0.010346270776438016,105,092
497,2,0.00808991882419352,106,185
498,2,0.0024703996654852345,068,102
499,2,0.018122412338201443,144,101
500,2,0.021857999535453643,193,046
501,2,0.008578174614164769,189,150
502,2,0.001235395797624217,070,091
503,2,0.01658591343228588,156,085
504,2,0.0026363223952251547,107,085
505,2,0.016828610371607766,101,017
506,2,0.01657142798031419,164,062
507,2,0.0014916687645989413,187,024
508,2,0.0059453925701422605,106,078
509,2,0.01836010417396472,106,050
510,2,0.03515860039786545,127,052
511,2,-0.00020265200594371535,196,107
512,2,0.009991982383621534,113,165
513,2,0.008701582708133149,077,169
514,2,0.021055879858323134,088,089
515,2,0.009182962746491774,056,187
516,2,0.00680152071010931,052,069
517,2,0.0033860338432859516,141,065
518,2,0.019860225388330432,169,137
519,2,0.00137672771364572,025,192
520,2,0.0037690321219320255,049,064
521,2,0.003034412260378927,160,014
522,2,0.009222079920883197,018,133
523,2,0.01430097943947517,060,016
524,2,0.01679785617179952,057,130
525,2,0.004785656000395044,087,114
526,2,0.008489433617189457,023,061
527,2,0.008856673293169637,189,141
528,2,0.024925866712557365,152,029
529,2,-0.0001496112504344449,074,115
530,2,0.0007549951261591747,072,166
531,2,0.0034446400380994113,121,166
532,2,0.0008330450632956232,125,104
533,2,0.007881293215942997,133,185
534,2,0.000615213888541688,132,193
535,2,0.004265724641644542,037,021
536,2,0.0364885468967564,005,181
537,2,0.0038778804276685674,102,158
538,2,0.005065892031217545,182,087
539,2,0.019286323907775405,101,110
540,2,0.003133116744806319,124,161
541,2,0.018733040977126802,003,013
542,2,0.001576530951050037,191,072
543,2,0.0023673434175532915,117,153
544,2,0.011348079909900055,170,036
545,2,0.00846560644729022,056,078
546,2,0.007988893225295834,015,038
547,2,0.0014446045722871226,053,167
548,2,0.017913686094042425,113,106
549,2,0.017293041053586866,026,116
550,2,0.00834887777027371,056,150
551,2,0.0010841485796341255,012,073
552,2,0.00010966121718092303,022,117
553,2,0.0013256371321055394,116,035
554,2,0.0007473965580961917,040,187
555,2,0.009527676704358612,070,039
556,2,0.0031843648772156286,018,038
557,2,0.01521594641609647,062,192
558,2,0.01855424607237688,016,137
559,2,0.001493262137681195,038,078
560,2,0.01173404677178369,066,190
561,2,0.02057419589960019,029,068
562,2,0.0022270534985312507,103,105
563,2,0.004872879923854989,000,018
564,2,0.0037615467879864584,081,124
565,2,0.0171843820940768,195,092
566,2,0.009176226683743294,194,021
567,2,0.0028012460670496786,078,067
568,2,0.01011806013945482,165,034
569,2,0.007333332905708256,171,033
570,2,0.0023969411489050962,097,037
571,2,0.015062969399516124,177,070
572,2,0.009271703635470696,013,068
573,2,0.016069862149009295,181,065
574,2,0.01163656262595869,094,118
575,2,0.02406234265503282,075,088
576,2,0.010178752660251034,043,129
577,2,0.004018389249247578,152,040
578,2,0.0023421428276138023,183,035
579,2,0.003735716892101504,122,061
580,2,0.01611357871916319,091,050
581,2,0.013809551242064178,189,097
582,2,0.007919518745967857,157,195
583,2,0.045004621095492636,127,094
584,2,0.001300129426536789,091,157
585,2,0.029737297868027035,054,168
586,2,0.007726800287998992,058,059
587,2,0.01256492487207761,098,195
588,2,0.0013128052587534356,024,120
589,2,0.005070319069208407,087,131
590,2,0.007403118318152324,114,059
591,2,0.026297091024039765,149,148
592,2,0.007286395455999406,117,130
593,2,0.001909121607837183,074,109
594,2,0.002107064693646188,012,164
595,2,0.0007958663322806814,131,058
596,2,0.0014102226489719483,025,129
597,2,0.016499414556672476,159,050
598,2,0.009116545432811485,113,090
599,2,0.00046400898167531235,196,083
600,2,0.0018463242691456605,167,099
601,2,0.012855011250669679,175,173
602,2,0.0312973153498729,155,160
603,2,0.0038705476641556213,118,121
604,2,0.005496869984467745,158,116
605,2,0.009988426050067667,115,170
606,2,0.0039339993071851875,052,090
607,2,0.019061281747775105,113,026
608,2,0.0023115551834456127,105,036
609,2,0.003147347329759187,072,064
610,2,0.024887248387368888,001,022
611,2,0.001563947738304261,078,071
612,2,0.00045023094879947934,151,171
613,2,0.02745399565971296,063,087
614,2,0.01290868356937569,146,055
615,2,0.004522890419773495,018,163
616,2,0.01060263775826309,016,116
617,2,0.01588929432333297,059,173
618,2,0.001307797545871181,115,031
619,2,0.0007329184266138267,070,166
620,2,0.009426001145176777,157,113
621,2,0.02137413978439373,113,170
622,2,0.011846884081323394,168,056
623,2,0.034813948208846424,034,155
624,2,0.012678091390493917,136,007
625,2,0.012110810419169282,069,169
626,2,0.015298188048347483,101,108
627,2,0.0014737509549844763,032,006
628,2,0.008215469900328731,189,199
629,2,0.0465984915131058,123,072
630,2,0.002509560819478396,085,070
631,2,0.0018356010735542938,022,153
632,2,0.0031771874025176006,182,121
633,2,0.010231374418214867,039,140
634,2,0.0007086439530326061,074,096
635,2,0.015328095148263388,062,090
636,2,0.009376654288333564,043,000
637,2,0.004861006820589764,085,144
638,2,0.004437114024619326,184,045
639,2,0.005517121452756735,148,066
640,2,0.004264550590192484,069,061
641,2,0.022179866872123366,147,019
642,2,0.009160178095660165,161,189
643,2,0.005815868870963969,076,184
644,2,0.0027649678597244653,160,104
645,2,0.01160082159933884,056,024
646,2,0.015377959614938042,021,062
647,2,0.02826645331654798,054,013
648,2,0.003719107719060588,035,017
649,2,0.00545193791536791,065,076
650,2,0.015051159958723526,084,177
651,2,0.020540255782889427,149,133
652,2,0.023014147906686655,189,026
653,2,-0.00038171977476242347,120,114
654,2,0.0057930958617054,158,036
655,2,0.004017400405579075,049,198
656,2,0.04849490520979127,168,123
657,2,0.008639043302685945,098,199
658,2,1.8603406896300356e-05,099,120
659,2,0.003735518444395347,152,146
660,2,0.004206594788973894,163,198
661,2,0.05488265911220436,062,123
662,2,0.024574385485399364,087,147
663,2,0.021216671609464388,046,012
664,2,0.000880368069064108,105,187
665,2,0.03224374418045017,074,155
666,2,-0.00016732511145156614,120,172
667,2,0.0006312088747473243,140,108
668,2,0.007086857218785325,141,194
669,2,0.008187391718636028,077,044
670,2,0.011897765317106068,043,184
671,2,0.009725698283816753,015,116
672,2,0.0073238756743074784,023,104
673,2,0.009679027420999575,094,070
674,2,0.014627606640668644,023,169
675,2,0.0035707975855843177,163,116
676,2,0.021143655025048003,142,147
677,2,0.008893071926194263,013,191
678,2,0.00375207463428906,008,152
679,2,0.016913159118433496,109,062
680,2,0.004063271824949588,019,118
681,2,0.006813571983353861,119,065
682,2,0.002393595893315892,182,037
683,2,0.01025209046728015,039,199
684,2,0.01034704302722278,053,094
685,2,0.0025108125799329084,024,134
686,2,0.022152879450837104,149,058
687,2,0.00799697844946834,195,051
688,2,0.030309424419248776,143,130
689,2,0.0003677882725848791,161,131
690,2,0.011108643630073911,173,021
691,2,0.005938632628026519,133,070
692,2,0.0018884098128617577,109,171
693,2,0.004547266730296484,168,187
694,2,0.018956661883741455,022,029
695,2,0.008101000875225695,089,169
696,2,0.0016716975840088688,191,022
697,2,0.025894332712852797,173,029
698,2,0.012730952044624155,173,031
699,2,0.0038236337882476823,102,152
700,2,0.002765491539947318,160,090
701,2,0.012756773072505001,057,158
702,2,0.01827141978731195,075,190
703,2,0.003267845235100264,065,011
704,2,0.008685419394359073,109,082
705,2,0.008172794664997651,013,047
706,2,0.02387008490989828,063,165
707,2,0.016142883759399096,098,075
708,2,0.002219384321940132,065,066
709,2,0.011557377813366632,137,007
710,2,0.0041129847047735035,121,036
711,2,0.02091559621927519,088,152
712,2,0.01359687371912277,037,055
713,2,0.023805206017431524,147,043
714,2,0.004076907270446517,021,085
715,2,0.0008442558877119755,157,025
716,2,0.0025908089395046963,073,144
717,2,0.003787152492313872,018,024
718,2,0.021857999535453643,046,193
719,2,0.0004220121289517653,138,157
720,2,0.03395074121486363,194,054
721,2,0.0016456154531836464,078,084
722,2,0.03100923108714737,057,005
723,2,0.004623402019813594,167,144
724,2,0.029078090595298756,149,184
725,2,0.0017171744395059196,110,099
726,2,0.015289592867876456,004,017
727,2,0.002162895390636299,178,164
728,2,0.004089060366643027,061,198
729,2,0.015161382077593988,177,107
730,2,0.0021446682251422544,187,021
731,2,0.012625047097624797,038,143
732,2,0.0006217741253987663,073,083
733,2,0.0077668055933473035,082,104
734,2,0.0017330767520061796,021,027
735,2,0.007585885739231357,053,033
736,2,0.0014898654859301086,042,178
737,2,0.0041480768905926,122,124
738,2,0.0009692252597397477,146,058
739,2,0.007628674256274115,151,130
740,2,0.009583964144056822,039,120
741,2,0.009155515755971622,033,037
742,2,0.007637861369388932,161,033
743,2,0.025649718819914513,021,063
744,2,0.025814264214144678,137,055
745,2,-0.0003649502630100887,146,114
746,2,0.012292450298012625,136,022
747,2,0.0027426001339848627,144,157
748,2,0.0098806320273368,160,130
749,2,0.007199984228188017,013,115
750,2,0.0005551795354346023,120,125
751,2,0.002813958049797338,017,166
752,2,0.003530461831337872,125,175
753,2,0.0020158413710997802,198,199
754,2,0.0013540957599513792,071,132
755,2,0.0036808160567118886,068,118
756,2,0.0020453084075157113,011,099
757,2,0.015990856677452703,132,004
758,2,0.010046278479625026,008,094
759,2,0.01047308238808331,187,190
760,2,0.023487516082326132,076,147
761,2,0.020413843900466633,080,066
762,2,0.015170529473768068,105,062
763,2,0.004039833756172562,052,117
764,2,0.01879526651125729,185,177
765,2,0.013681264695499684,032,003
766,2,0.00013930212735147052,172,042
767,2,0.0452867703482267,123,133
768,2,0.009554082332623781,043,142
769,2,0.00890131561346641,168,148
770,2,0.008708348553549072,165,043
771,2,0.0017497377258920421,032,117
772,2,0.015027507311930366,192,177
773,2,0.03049369999971019,001,003
774,2,0.0016737391499583865,132,041
775,2,0.024767625235191826,063,199
776,2,0.0037707936822303223,096,052
777,2,0.009167177290451578,077,033
778,2,0.0031542380492232125,116,018
779,2,0.006891556427613521,013,071
780,2,0.006628217528121594,148,191
781,2,0.017821163648121474,190,158
782,2,0.02473184996149458,133,147
783,2,0.007774029335253618,038,059
784,2,0.0006700710527095532,132,014
785,2,0.0017367328842522456,011,090
786,2,0.03547370200076694,127,199
787,2,0.017908935269162596,023,075
788,2,0.008502460343834062,025,044
789,2,0.02873081130662991,029,106
790,2,0.0015445403943902258,118,171
791,2,0.026731458961352983,071,054
792,2,0.0026556053643462807,110,067
793,2,0.004349292916735692,122,068
794,2,0.0034979771551494343,032,065
795,2,0.0005829554423590899,084,105
796,2,0.04724392726514792,155,156
797,2,0.002446067888807968,085,115
798,2,0.019202065076649455,191,029
799,2,0.0015188049079073451,164,187
800,2,0.002779412121394431,191,125
801,2,0.00978365304817308,183,173
802,2,0.003696454295643803,017,141
803,2,0.025054380499972106,015,149
804,2,0.0014049993710858466,108,032
805,2,0.006044257501288008,122,168
