,num_topics,evidence_r2,evidence_aic,evidence_bic,4,5
63,2,0.01711233352820618,42315.636942832214,42340.31539461386,158,074
64,2,0.0025828916885238806,42720.8798842387,42745.558336020345,059,160
65,2,0.0040585030039145265,42679.993623812734,42704.67207559438,096,032
66,2,0.0094300452649968,42530.64550654645,42555.323958328096,059,182
67,2,4.462842389907351e-05,42791.06881169776,42815.74726347941,016,046
68,2,0.03821268805150124,41716.328301657246,41741.006753438895,045,103
69,2,0.020137822609900824,42230.49927445656,42255.17772623821,170,049
70,2,0.012997779853491598,42431.00144142325,42455.6798932049,025,141
71,2,0.0005680610683369558,42776.60926585282,42801.28771763447,077,063
72,2,0.010997972211637008,42486.89879766655,42511.5772494482,061,075
73,2,0.010813432885396046,42492.05122657185,42516.7296783535,175,005
74,2,0.01614645171776219,42342.76180707116,42367.44025885281,177,006
75,2,0.009499851198259246,42528.69932538876,42553.37777717041,066,042
76,2,0.0018636735848356345,42740.7860693258,42765.464521107446,175,152
77,2,0.019658245963716237,42244.01214290147,42268.69059468312,150,124
78,2,0.03390607406571955,41839.708982295146,41864.387434076794,065,137
79,2,0.03292654686994101,41867.694790090754,41892.3732418724,048,073
80,2,0.02544807117540071,42080.43058145008,42105.109033231725,149,116
81,2,0.006699431494961106,42606.66727975237,42631.34573153402,000,189
82,2,0.0019366612625737467,42738.766604294826,42763.445056076474,011,131
83,2,0.00925491086102026,42535.52762938478,42560.20608116643,174,018
84,2,0.016156197920836668,42342.488237414684,42367.16668919633,195,109
85,2,0.019209362713881517,42256.65418593616,42281.33263771781,021,138
86,2,0.00033029051453359326,42783.17848823329,42807.856940014935,077,184
87,2,0.01014461323974336,42510.7169491467,42535.39540092835,061,007
88,2,0.01148301395537199,42473.351607505654,42498.0300592873,120,032
89,2,0.014799710643037423,42380.53792736608,42405.21637914773,080,060
90,2,0.021385358526159526,42195.31687536834,42219.99532714999,091,064
91,2,0.013135695252752044,42427.14234393703,42451.820795718675,094,063
92,2,0.026120249745060442,42061.37640129539,42086.05485307704,003,063
93,2,0.008736380347395434,42549.977352968184,42574.65580474983,168,173
94,2,0.005580044732213296,42637.771238018366,42662.449689800014,041,012
95,2,0.022898631435892658,42152.58004363923,42177.25849542088,157,143
96,2,0.015793806323922688,42352.65851405914,42377.33696584079,136,044
97,2,0.00992400942205729,42516.870894807806,42541.549346589454,188,177
98,2,0.03167871059773464,41903.30535625687,41927.983808038516,045,106
99,2,0.03247119192458403,41880.69496346526,41905.37341524691,120,056
100,2,0.010457361117687358,42501.99020964581,42526.66866142746,173,066
101,2,0.011068443719249976,42484.930944781365,42509.60939656301,096,033
102,2,0.019650016178095808,42244.24397308191,42268.92242486356,071,087
103,2,0.0158991790376245,42349.70168583801,42374.38013761966,114,089
104,2,0.008495813822414378,42556.6785765476,42581.35702832925,140,123
105,2,0.013918701610813988,42405.22232274116,42429.90077452281,176,060
106,2,0.006980818177971582,42598.84298591578,42623.521437697425,052,042
107,2,0.020132978567442894,42230.63579645827,42255.31424823992,080,187
108,2,0.023418147970016512,42137.89294514416,42162.57139692581,120,078
109,2,0.05940392030470909,41101.05665907851,41125.73511086016,037,072
110,2,0.003294794489310915,42701.16202797132,42725.840479752966,039,129
111,2,0.008040563282472823,42569.355591630396,42594.034043412044,181,115
112,2,0.01005204905567636,42513.2992788765,42537.977730658145,049,137
113,2,0.008289073643000244,42562.4362341807,42587.11468596235,063,073
114,2,0.061594490959262505,41036.66626476961,41061.344716551255,072,153
115,2,0.04823474265052008,41427.05316501251,41451.73161679416,023,097
116,2,0.02107387776325531,42204.10530315532,42228.783754936965,156,150
117,2,0.0004862579076647666,42778.86953346072,42803.54798524237,027,050
118,2,0.022656664333567944,42159.41795879485,42184.0964105765,043,137
119,2,0.012762064211594537,42437.595900742686,42462.274352524335,124,146
120,2,0.010796167534364964,42492.533234505354,42517.211686287,199,156
121,2,0.03443218947881166,41824.66576501437,41849.34421679602,199,045
122,2,0.022519575966154504,42163.291282251164,42187.96973403281,055,038
123,2,0.036834029657692224,41755.88566345248,41780.56411523413,120,003
124,2,0.01265483483447638,42440.595264486845,42465.27371626849,085,196
125,2,0.03722493032009255,41744.67544193817,41769.35389371982,023,026
126,2,0.009610268221958873,42525.62063175765,42550.2990835393,115,191
127,2,0.018252170892347097,42283.59257404135,42308.271025823,149,156
128,2,-7.4482693357413865e-06,42792.50698839428,42817.18544017593,060,131
129,2,0.005040788863046264,42652.742833880184,42677.42128566183,105,108
130,2,0.0009131516032608866,42767.072182321164,42791.75063410281,159,192
131,2,0.02188121596358128,42181.320488219804,42205.99894000145,150,117
132,2,0.0032648421866697808,42701.99191263206,42726.67036441371,132,000
133,2,0.01703160734436915,42317.90499728488,42342.58344906653,181,127
134,2,0.022338854282090814,42168.396600575456,42193.075052357104,078,127
135,2,0.007719868655989615,42578.28223841702,42602.96069019867,079,054
136,2,0.015416643365403382,42363.239362975415,42387.917814757064,068,019
137,2,0.03176069029087136,41900.9672407256,41925.64569250725,167,187
138,2,0.00675426657731959,42605.14269848957,42629.82115027122,011,018
139,2,0.010339328526236424,42505.284048163885,42529.96249994553,073,039
140,2,0.0020670807984732864,42735.15771385306,42759.83616563471,008,011
141,2,0.028552578654983285,41992.31734412355,42016.9957959052,065,131
142,2,0.007270994620449778,42590.77195984694,42615.45041162859,188,144
143,2,0.015560215478964912,42359.21209949408,42383.89055127573,062,143
144,2,0.00512203617279261,42650.4876486465,42675.16610042815,081,085
145,2,0.03745809697794611,41737.98653767351,41762.66498945516,067,023
146,2,0.0006018119852800874,42775.6766550123,42800.35510679395,184,142
147,2,0.005596862064419228,42637.30420055506,42661.98265233671,183,123
148,2,0.00728315470001395,42590.433685441596,42615.112137223245,181,102
149,2,0.018014589035312722,42290.274806089976,42314.953257871624,069,038
150,2,0.0005882689826658405,42776.050881252246,42800.729333033894,183,016
151,2,0.0038698076382377433,42685.22537451926,42709.903826300906,059,057
152,2,0.011006105293888013,42486.67169588449,42511.35014766614,120,130
153,2,0.011635076220732121,42469.10314784036,42493.78159962201,118,014
154,2,0.020997200057861987,42206.268335213565,42230.94678699521,087,190
155,2,0.014691452991058784,42383.57231448973,42408.250766271376,076,062
156,2,0.010489653101077634,42501.08899535819,42525.767447139835,054,098
157,2,0.004985842586602951,42654.267875767306,42678.946327548954,037,156
158,2,0.0050702333106733555,42651.92556429902,42676.604016080666,041,123
159,2,0.013567344854230723,42415.06059868849,42439.73905047014,146,000
160,2,0.037762520365128505,41729.251036445385,41753.92948822703,141,045
161,2,0.00628522450902147,42618.18076939295,42642.8592211746,103,183
162,2,0.012624789319777174,42441.43562339957,42466.11407518122,035,115
163,2,0.007856230279269738,42574.48691767692,42599.16536945857,131,055
164,2,0.0010135444658144754,42764.29705961755,42788.9755113992,190,050
165,2,0.009007080512529964,42542.43478150054,42567.11323328219,196,071
166,2,0.028479539215507943,41994.39360815245,42019.0720599341,027,003
167,2,0.005949747682593154,42627.502321987966,42652.180773769614,125,092
168,2,0.004213862392631329,42675.68539932164,42700.36385110329,140,008
169,2,0.009851621932237986,42518.88991139137,42543.56836317302,099,140
170,2,0.008764850054532869,42549.18419289725,42573.8626446789,017,046
171,2,0.0008399350625055702,42769.09590419148,42793.77435597313,192,108
172,2,0.023391283028923793,42138.65262750699,42163.33107928864,118,062
173,2,0.034059076951635237,41835.33501594718,41860.01346772883,053,149
174,2,0.028587162077306383,41991.33420003335,42016.012651815,156,193
175,2,0.0035344392573266603,42694.52132256116,42719.19977434281,039,036
176,2,0.012279894429472638,42451.08034009663,42475.75879187828,198,185
177,2,0.0014508556235913739,42752.205375117264,42776.88382689891,104,184
178,2,0.025138714247639027,42089.195476368084,42113.87392814973,029,165
179,2,0.010493835638224258,42500.97226571477,42525.65071749642,199,105
180,2,0.03158313988033479,41906.03084698416,41930.70929876581,092,065
181,2,0.03240172907234318,41882.677557940966,41907.356009722615,013,159
182,2,0.01850707538093299,42276.42132682373,42301.09977860538,123,161
183,2,0.0008493711372739021,42768.83509725928,42793.51354904093,130,132
184,2,0.015189022325866164,42369.62303388005,42394.3014856617,144,172
185,2,0.02507055370639677,42091.126269736604,42115.80472151825,097,163
186,2,0.005591502672830151,42637.453038137755,42662.131489919404,012,106
187,2,0.008961843105628864,42543.695383560815,42568.37383534246,040,015
188,2,0.012080624017957509,42456.65124688853,42481.329698670175,178,039
189,2,0.02108666979305418,42203.74443118035,42228.422882962,087,144
190,2,0.013640030112118562,42413.02563965908,42437.704091440726,044,011
191,2,0.007453139038924195,42585.704552984265,42610.383004765914,166,099
192,2,0.032149686563089475,41889.87010857872,41914.54856036037,107,101
193,2,0.005294466105476903,42645.70089298796,42670.37934476961,060,189
194,2,0.006121937788096776,42622.7182440806,42647.39669586225,164,069
195,2,0.012066062053241233,42457.05830465418,42481.73675643583,187,182
196,2,0.006325936787776376,42617.04932468687,42641.72777646852,181,098
197,2,0.017214008094900035,42312.780064912164,42337.45851669381,149,017
198,2,0.013673479812532752,42412.08910267626,42436.76755445791,094,052
199,2,0.032206840358608546,41888.23927186787,41912.917723649516,048,062
200,2,0.015203484065441808,42369.2174958209,42393.89594760255,080,052
201,2,-3.613869321217322e-05,42793.29928587318,42817.97773765483,077,064
202,2,0.0012009939096901956,42759.11471751255,42783.7931692942,122,063
203,2,0.02301567447124686,42149.2718361456,42173.95028792725,161,062
204,2,0.004549142086967994,42666.38556796341,42691.064019745056,174,077
205,2,0.031399712840689875,41911.26107548171,41935.939527263356,101,074
206,2,0.03233116708289607,41884.69137804628,41909.36982982793,170,058
207,2,0.007801874744332249,42575.99984491694,42600.67829669859,177,106
208,2,0.025859878525621105,42068.75867880005,42093.4371305817,024,102
209,2,0.0029070933777628483,42711.90208632157,42736.58053810322,181,104
210,2,0.019525903536070754,42247.73994680154,42272.41839858319,043,166
211,2,0.012588992429489188,42442.43681219982,42467.11526398147,089,104
212,2,0.01673923914655362,42326.11771267054,42350.796164452186,171,149
213,2,0.01739731306009973,42307.628768389375,42332.307220171024,055,178
214,2,0.02259328658947446,42161.20871437747,42185.88716615912,151,189
215,2,0.008850693226814088,42546.79248220847,42571.47093399012,085,169
216,2,0.008543901692761424,42555.33917036973,42580.017622151376,050,165
217,2,0.024730350099839482,42100.761247941984,42125.43969972363,172,087
218,2,0.015001787433752578,42374.87296247396,42399.551414255606,117,085
219,2,0.012050688658768127,42457.48803820441,42482.166489986055,148,033
220,2,0.01735192203067759,42308.90445156542,42333.582903347065,175,029
221,2,0.013595784320600157,42414.26440077176,42438.94285255341,183,094
222,2,0.01766685083504904,42300.05238334625,42324.7308351279,055,165
223,2,0.0024598099436244913,42724.28750150872,42748.96595329037,096,064
224,2,0.0005298376215233658,42777.66542433767,42802.34387611932,142,051
225,2,0.0014211149939892254,42753.02787343991,42777.70632522156,138,148
226,2,0.006231994390590856,42619.660030461186,42644.338482242834,166,092
227,2,0.00819368713497437,42565.092317783696,42589.770769565344,055,081
228,2,0.0010856671702275111,42762.30322627254,42786.98167805419,160,148
229,2,0.010431523840883083,42502.71126288112,42527.38971466277,052,178
230,2,0.010948667466175843,42488.27550456258,42512.95395634423,055,082
231,2,0.028624821289071067,41990.263577007754,42014.9420287894,056,029
232,2,0.009582153930372539,42526.40455876317,42551.08301054482,096,035
233,2,0.016420402865565786,42335.0711417347,42359.749593516346,054,044
234,2,0.019956887884060803,42235.59818758237,42260.27663936402,196,158
235,2,0.008442639777525351,42558.15957387387,42582.83802565552,032,114
236,2,0.011829943492396522,42463.65780571852,42488.33625750017,178,082
237,2,0.012981983185965107,42431.44342348832,42456.12187526997,006,012
238,2,0.010656540054372443,42496.43099576551,42521.10944754716,120,131
239,2,0.014886760338860494,42378.097742729464,42402.77619451111,155,198
240,2,0.01706830454540964,42316.87398873039,42341.55244051204,026,038
241,2,0.005949802989077324,42627.50078550234,42652.17923728399,061,014
242,2,0.011548168692108618,42471.53133275516,42496.20978453681,181,120
243,2,0.028436310938555143,41995.62236821066,42020.300819992306,048,027
244,2,0.0230924149784576,42147.102559701205,42171.78101148285,115,034
245,2,0.0014544349413074809,42752.10638488151,42776.78483666316,133,063
246,2,0.01590015545213519,42349.67428551893,42374.35273730058,120,144
247,2,0.012759761625950938,42437.660310879975,42462.338762661624,097,143
248,2,0.0315831398803349,41906.03084698416,41930.70929876581,065,092
249,2,0.013184764629453949,42425.7691727816,42450.44762456325,159,094
250,2,0.03611152784582161,41776.59354853504,41801.27200031669,013,007
251,2,0.0018511615023274475,42741.13224599096,42765.810697772606,132,148
252,2,0.024730889289867775,42100.74598008663,42125.424431868276,001,109
253,2,0.01753388599213357,42303.79012610336,42328.46857788501,092,141
254,2,0.0074529388071050695,42585.71012410798,42610.38857588963,081,136
255,2,0.016673174310126604,42327.97315662426,42352.65160840591,047,129
256,2,0.019632857621567967,42244.72731735505,42269.4057691367,056,199
257,2,0.02386183542332787,42125.34340110578,42150.02185288743,053,015
258,2,0.011245786130331115,42479.97819838306,42504.65665016471,042,155
259,2,0.0005862848922990604,42776.10570608919,42800.78415787084,183,060
260,2,0.0018977253254461868,42739.843924565874,42764.52237634752,181,027
261,2,0.012641152837258751,42440.97794668408,42465.656398465726,184,141
262,2,0.007548018944863344,42583.06454793343,42607.742999715076,049,018
263,2,0.014405886348322183,42391.57495066087,42416.25340244252,119,123
264,2,0.013038506095875202,42429.8619109427,42454.54036272435,055,114
265,2,0.018055315141783712,42289.129457628886,42313.807909410534,078,075
266,2,0.004314123951759341,42672.9047193018,42697.583171083446,050,049
267,2,0.007403472852893889,42587.086399154075,42611.764850935724,164,059
268,2,0.007569765637277848,42582.45941715733,42607.13786893898,187,022
269,2,0.003416642903137146,42697.78573227231,42722.464184053955,063,039
270,2,0.022650499389124668,42159.592156093364,42184.27060787501,115,146
271,2,0.017542200537491892,42303.556412743725,42328.23486452537,078,196
272,2,0.007611164014087901,42581.30741535401,42605.985867135656,085,039
273,2,0.02207581977416384,42175.82553851884,42200.50399030049,068,163
274,2,0.020346491792350152,42224.61760868919,42249.296060470835,074,021
275,2,0.022653400009011726,42159.51019601908,42184.18864780073,193,131
276,2,0.03134989768476126,41912.68133107067,41937.35978285232,003,189
277,2,0.017664292526065606,42300.12430412887,42324.80275591052,141,182
278,2,0.003277896007601422,42701.6302351326,42726.30868691425,090,125
279,2,0.021433128209972452,42193.968806648605,42218.647258430254,192,047
280,2,0.010834473591045612,42491.46380825622,42516.14226003787,195,081
281,2,0.005800600646412746,42631.64550848914,42656.32396027079,123,132
282,2,0.018441799593325925,42278.25791286903,42302.936364650675,034,134
283,2,0.016360134711070118,42336.763241052395,42361.44169283404,014,029
284,2,0.007835803243773087,42575.055491730775,42599.73394351242,012,015
285,2,0.025570134219448204,42076.97144905781,42101.64990083946,159,024
286,2,0.025429675214892256,42080.951865165836,42105.630316947485,029,034
287,2,0.009618782705193896,42525.3832131211,42550.06166490275,085,103
288,2,0.024900518527739335,42095.942292144115,42120.62074392576,058,025
289,2,0.00018754619363525737,42787.121536333434,42811.79998811508,131,037
290,2,0.02135832893847256,42196.079625845974,42220.75807762762,001,177
291,2,0.006325936787776376,42617.04932468687,42641.72777646852,098,181
292,2,0.0010345779966338675,42763.7156021824,42788.394053964046,060,052
293,2,0.02729046329574969,42028.17307327406,42052.85152505571,140,121
294,2,0.00021194310190197907,42786.44765671086,42811.126108492506,079,159
295,2,0.03456785294332887,41820.78541045759,41845.46386223924,038,024
296,2,0.02936582809370425,41969.18886395,41993.86731573165,075,004
297,2,0.013371035001971121,42420.5559089642,42445.234360745846,102,195
298,2,0.014803141422058408,42380.441759551846,42405.120211333495,192,094
299,2,0.021975733848127232,42178.65176120477,42203.33021298642,127,097
300,2,0.017780766801949843,42296.84971654672,42321.52816832837,001,166
301,2,-6.040272865392993e-05,42793.9693291325,42818.64778091415,077,147
302,2,0.0051048351038355255,42650.96511485958,42675.64356664123,076,189
303,2,0.014502576431301928,42388.86559568339,42413.54404746504,015,120
304,2,0.022860762989322048,42153.65030593718,42178.32875771883,043,073
305,2,0.001131609022401947,42761.03308795894,42785.71153974059,079,068
306,2,0.00605852811766705,42624.48009562612,42649.158547407766,110,041
307,2,0.0026015159004524335,42720.364221298616,42745.042673080265,152,032
308,2,0.03728382210051584,41742.98615312865,41767.6646049103,065,047
309,2,0.030662159547212187,41932.2816358865,41956.96008766815,116,088
310,2,0.0006791745065310995,42773.5388423698,42798.21729415145,081,008
311,2,0.009274072523460797,42534.993512594236,42559.671964375884,032,199
312,2,0.0003819644644162956,42781.75095204813,42806.42940382978,131,036
313,2,0.010033168245242807,42513.825980798734,42538.50443258038,114,153
314,2,0.014089919291751962,42400.42681750845,42425.1052692901,094,000
315,2,0.01957600453070063,42246.32876783849,42271.007219620136,006,118
316,2,0.01046247251427923,42501.84756122693,42526.52601300858,140,196
317,2,0.017050077417113063,42317.386085054444,42342.06453683609,149,137
318,2,0.0054260982444434,42642.04614937592,42666.72460115757,104,156
319,2,0.018691966131163196,42271.21861592084,42295.89706770249,088,057
320,2,0.018042572334238005,42289.48783126772,42314.166283049366,088,036
321,2,0.009508278266186942,42528.46437045396,42553.14282223561,199,011
322,2,0.012602392349812863,42442.062039478245,42466.740491259894,063,146
323,2,0.015395151024063969,42363.84218244871,42388.52063423036,158,041
324,2,0.0007202105330466058,42772.404797979005,42797.08324976065,190,129
325,2,0.010493930896971926,42500.969607150524,42525.64805893217,178,148
326,2,0.02191958767237634,42180.237088214126,42204.915539995774,163,113
327,2,0.004628996342333824,42664.170146121876,42688.848597903525,125,174
328,2,0.01067761555730462,42495.84269927205,42520.5211510537,007,006
329,2,0.015233943041494946,42368.363341609875,42393.04179339152,033,092
330,2,0.006373108667105276,42615.73830169681,42640.41675347846,018,064
331,2,0.021283406909379132,42198.19374751122,42222.87219929287,053,147
332,2,0.030876473646764047,41926.17524831676,41950.85370009841,090,065
333,2,0.021811201345330433,42183.297195477455,42207.9756472591,178,161
334,2,0.022882189005179354,42153.044755245115,42177.723207026764,163,012
335,2,0.02204881073501752,42176.58824726475,42201.2666990464,004,152
336,2,0.013532571561093776,42416.03408870085,42440.7125404825,159,146
337,2,0.02557516581487329,42076.82884987968,42101.50730166133,152,167
338,2,0.015473842618934364,42361.63496812108,42386.313419902726,158,063
339,2,0.009274641823736274,42534.97764362334,42559.656095404986,165,071
340,2,0.016023155492815522,42346.22241888513,42370.90087066678,027,127
341,2,0.0024029731851935576,42725.8609310533,42750.53938283495,138,011
342,2,0.004767111538135471,42660.33795301858,42685.016404800226,084,143
343,2,0.03736727137539664,41740.5922647599,41765.27071654155,013,134
344,2,0.06213595540988348,41020.727102238816,41045.405554020464,072,033
345,2,0.0006929169861440432,42773.15906951124,42797.83752129289,183,064
346,2,0.004966113469859201,42654.81543972153,42679.49389150318,098,051
347,2,0.04480716998097234,41526.32744838872,41551.00590017037,062,023
348,2,0.0061262961608327116,42622.59714161344,42647.27559339509,070,134
349,2,0.03114888766193946,41918.4114877985,41943.089939580146,097,091
350,2,0.012548216887268926,42443.57720269119,42468.255654472836,172,076
351,2,0.02497314268207662,42093.885411410585,42118.563863192234,167,166
352,2,0.013127618519110151,42427.36835896508,42452.04681074673,148,089
353,2,0.0035671099594478672,42693.61587340543,42718.29432518708,026,000
354,2,0.026207031076061593,42058.915460897224,42083.59391267887,167,102
355,2,0.006608187269067867,42609.20395887576,42633.88241065741,090,085
356,2,0.012396645880349166,42447.815853913016,42472.494305694665,051,141
357,2,0.026895653388349205,42039.37976744546,42064.05821922711,121,192
358,2,0.022083357504257495,42175.61267666235,42200.291128444,130,004
359,2,0.011462152284230531,42473.93440966209,42498.61286144374,195,071
360,2,0.0052311479416461415,42647.458738603156,42672.137190384805,122,134
361,2,0.01686534661125383,42322.5756135335,42347.25406531515,012,120
362,2,0.006306046846596858,42617.60209660541,42642.28054838706,084,182
363,2,0.024758702723198467,42099.95839569667,42124.636847478316,168,163
364,2,0.0430440008919607,41577.2562156692,41601.93466745085,003,053
365,2,0.007690504065528514,42579.09946785236,42603.777919634005,006,083
366,2,0.004076407155512829,42679.497163431886,42704.175615213535,064,188
367,2,0.009081064262168148,42540.37299936269,42565.05145114434,199,049
368,2,0.012720132588132316,42438.76882884881,42463.44728063046,077,078
369,2,0.032087994287014365,41891.63033903657,41916.30879081822,152,013
370,2,0.02786140728662756,42011.958758678964,42036.63721046061,102,193
371,2,0.0013310075421589795,42755.51970975078,42780.198161532426,142,070
372,2,0.02900834393963747,41979.357952523154,42004.0364043048,056,038
373,2,0.0008199696490744923,42769.64772703548,42794.32617881713,037,063
374,2,0.013119147510750384,42427.60540518022,42452.28385696187,094,051
375,2,0.010711296482691979,42494.90251204551,42519.58096382716,165,096
376,2,0.0201255713752424,42230.84455564924,42255.523007430886,067,151
377,2,0.014632137813227364,42385.234736533086,42409.913188314735,031,127
378,2,0.009250176753420769,42535.659587448004,42560.33803922965,076,119
379,2,0.028755317224420818,41986.553354717245,42011.231806498894,120,161
380,2,0.009018688500454841,42542.111299802826,42566.789751584474,084,005
381,2,0.004720359367463067,42661.63521483096,42686.31366661261,077,156
382,2,0.0009264732414875354,42766.70395325822,42791.38240503987,104,077
383,2,0.03306042312449753,41863.871520449466,41888.549972231114,073,065
384,2,0.03398706807220164,41837.39365436676,41862.07210614841,121,161
385,2,0.011660721977371113,42468.386567974994,42493.06501975664,061,199
386,2,0.016220927501885196,42340.67125090371,42365.34970268536,158,142
387,2,0.007361605663314341,42588.251202669366,42612.929654451014,105,082
388,2,0.0028594158235318856,42713.222556912355,42737.901008694,011,190
389,2,0.02683808365333229,42041.01350670606,42065.69195848771,121,138
390,2,0.01913604722574458,42258.718443865764,42283.39689564741,052,087
391,2,0.00010057798480878066,42789.5235964357,42814.20204821735,129,130
392,2,0.011066890658159467,42484.97431411377,42509.65276589542,155,189
393,2,0.037525115629295835,41736.063658778585,41760.74211056023,047,193
394,2,0.006862044461362959,42602.14590178288,42626.82435356453,152,061
395,2,0.001620718468012039,42747.50722744009,42772.18567922174,057,070
396,2,0.04024869927073671,41657.80592120525,41682.484372986895,029,013
397,2,0.00047290635928065594,42779.23842673552,42803.91687851717,050,107
398,2,0.007280326687881922,42590.51235668826,42615.19080846991,140,144
399,2,0.004207259791944029,42675.86850773136,42700.546959513005,155,070
400,2,0.015709559440713283,42355.02230974735,42379.700761529,117,177
401,2,0.01256964538885752,42442.97790667387,42467.65635845552,109,188
402,2,0.0033034099860910215,42700.923314873326,42725.601766654974,000,175
403,2,0.03790313351501973,41725.21517566876,41749.89362745041,023,183
404,2,0.028692222358251085,41988.347311750855,42013.0257635325,057,065
405,2,0.009007189694059226,42542.43173893866,42567.11019072031,005,147
406,2,0.023748373022835945,42128.55318807462,42153.23163985627,149,155
407,2,0.008718666609965231,42550.47084248238,42575.149294264025,052,017
408,2,0.00679926493338967,42603.89154511479,42628.56999689644,187,155
409,2,0.011594881130979506,42470.22621989711,42494.904671678756,136,114
410,2,0.0037634343016873517,42688.17423526801,42712.85268704966,173,124
411,2,0.013489534236173384,42417.23888553987,42441.917337321516,132,146
412,2,0.00530196534734273,42645.49269082462,42670.17114260627,036,098
413,2,0.009346559218252448,42532.97290755886,42557.65135934051,114,069
414,2,0.008169282940500566,42565.77182338322,42590.45027516487,035,063
415,2,0.016559713151658273,42331.15944475747,42355.83789653912,127,018
416,2,0.006622430227551823,42608.80800598363,42633.48645776528,102,081
417,2,0.016589337048169117,42330.327563189436,42355.006014971084,035,005
418,2,0.00480681807966965,42659.2361428409,42683.91459462255,140,026
419,2,0.02675544416122566,42043.35851762543,42068.036969407076,174,058
