,num_topics,scenario_r2,2,3,4,5,6,7
141,6,0.04679006064210378,050,181,080,053,044,157
142,6,0.020079256580566973,019,165,103,060,033,194
143,6,0.057774181387546863,163,184,023,189,074,123
144,6,0.04398773506588083,039,062,170,084,049,169
145,6,0.018874198736984815,188,181,014,119,171,024
146,6,0.04484005748905484,008,159,011,005,134,046
147,6,0.005912793833898422,125,006,012,041,160,188
148,6,0.008002598736784883,048,069,065,142,102,175
149,6,0.005308516560815324,107,105,120,073,152,077
150,6,0.015965729032375253,027,085,043,184,049,124
151,6,0.009874261756361524,038,090,142,196,047,169
152,6,0.06756024312972553,050,006,113,078,080,123
153,6,0.018575162667189393,124,074,167,090,182,177
154,6,0.028115217098154677,098,081,033,089,130,021
155,6,0.015105080750262623,041,068,065,117,194,131
156,6,0.03666252347963206,013,129,054,067,140,185
157,6,0.05460197317693727,022,175,122,155,136,025
158,6,0.032480525346151756,076,182,191,189,027,026
159,6,0.023250307104884738,108,019,195,057,173,079
160,6,0.04234191202196136,043,094,147,114,097,113
161,6,0.03074548689158163,110,193,174,172,131,024
162,6,0.06012407172300471,001,019,148,184,196,123
163,6,0.05642476229297044,191,054,088,087,189,076
164,6,0.023982970858685504,153,140,004,045,181,105
165,6,0.008361184340113126,105,011,047,109,065,019
166,6,0.00814589283420386,166,157,125,045,158,185
167,6,0.04994972975218048,163,026,091,031,063,061
168,6,0.02811364898686175,183,166,072,032,004,106
169,6,0.02643456355210627,148,036,124,050,195,058
170,6,0.022311708074691183,187,160,101,142,076,014
171,6,0.03031922937482734,102,005,035,171,019,142
172,6,0.015943605323412657,082,061,077,073,116,178
173,6,0.014455005784138608,091,025,153,190,067,083
174,6,0.0021881352170572965,022,134,192,099,150,014
175,6,0.018856209416721392,119,108,007,024,003,103
176,6,0.01505059820259591,169,041,184,083,061,084
177,6,0.03140711902198412,166,191,195,082,174,182
178,6,0.052382303806546626,048,177,058,001,004,094
179,6,0.05119367370727468,050,137,122,113,090,101
180,6,0.005794403192583286,091,074,038,193,144,089
181,6,0.032925424788380786,199,019,104,082,094,054
182,6,0.02038901333070753,087,013,157,184,178,120
183,6,0.015141456423357513,133,109,052,198,129,199
184,6,0.030145451013652846,120,124,041,101,142,075
185,6,0.03828938075541788,070,120,143,155,084,022
186,6,0.015518162578709083,165,176,198,132,169,144
187,6,0.01893089741264209,049,007,037,067,033,148
188,6,0.027375308250736974,184,098,004,049,023,141
189,6,0.009945092485823648,012,164,097,052,134,038
190,6,0.027979274483351135,079,027,121,174,066,189
191,6,0.036465598912577724,008,001,055,150,025,187
192,6,0.040683301969539176,042,074,127,091,138,160
193,6,0.057703586951822095,065,022,156,174,177,027
194,6,0.030806933219060806,170,004,089,181,082,077
195,6,0.008217152662134963,191,102,074,087,175,042
196,6,0.016008593452949693,102,024,101,007,014,038
197,6,0.029350587455008625,041,085,040,194,136,169
198,6,0.021628275977254918,023,065,089,043,133,117
199,6,0.04844262394087251,046,087,160,062,159,094
200,6,0.04426153165793323,048,174,080,027,105,107
201,6,0.03584928697172984,149,059,113,124,013,061
202,6,0.031942455860504815,170,188,130,168,092,134
203,6,0.031121879277390296,024,088,022,169,124,038
204,6,0.01675960396934517,090,007,000,057,018,140
205,6,0.03613546901793019,147,187,159,041,008,094
206,6,0.05956636304631058,170,034,191,156,124,143
207,6,0.023608583898127145,088,144,012,105,114,196
208,6,0.012373465442905296,044,041,151,021,089,117
209,6,0.025136831724145492,037,161,148,043,034,185
210,6,0.011495564571376904,182,122,171,104,059,018
211,6,0.028419915934310813,049,062,065,056,024,151
212,6,0.056878516757541187,167,108,143,190,161,016
213,6,0.05903419675451316,155,122,037,029,165,068
214,6,0.018390628856057134,011,144,099,070,043,169
215,6,0.016737759986767076,006,052,039,120,129,040
216,6,0.010530329293448104,032,172,102,096,008,059
217,6,0.029788343577112353,053,084,079,149,007,055
218,6,0.014192849409973451,119,121,141,189,099,079
219,6,0.043398052702786516,173,115,151,184,127,125
220,6,0.025092143357159702,081,118,152,150,018,088
221,6,0.04694975932235068,092,106,194,082,147,184
222,6,0.061280129019731566,039,152,174,005,118,181
223,6,0.06621122682923086,147,102,156,023,123,165
224,6,0.052726504442239475,144,073,155,169,006,019
225,6,0.04256092233531916,041,088,143,157,133,042
226,6,0.02273959531408354,011,080,102,079,105,192
227,6,0.006826449188738537,165,159,051,017,068,078
228,6,0.024329488573848423,121,053,163,172,062,065
229,6,0.02400619143812921,134,113,078,049,190,153
230,6,0.05020902420891327,054,096,195,105,066,147
231,6,0.03005899526531819,163,008,103,013,136,052
232,6,0.013505280274084264,049,061,031,115,109,057
233,6,0.015455674642524175,011,015,134,138,078,083
234,6,0.03027297536434237,168,136,074,137,011,089
235,6,0.03411860637773123,005,193,120,125,183,024
236,6,0.013462188011466258,075,196,132,106,193,022
237,6,0.00979673858373653,076,036,073,163,183,165
238,6,0.0449693525072169,173,121,060,064,101,194
239,6,0.04264887608532275,005,189,105,181,072,019
240,6,0.021347966902610316,018,151,141,178,034,098
241,6,0.043105141225375676,065,190,063,187,073,157
242,6,0.025543514379968046,000,119,195,121,055,142
243,6,0.02149476942076156,163,189,083,130,157,000
244,6,0.022371098817370982,150,037,170,003,038,078
245,6,0.021486764170400963,067,114,015,024,044,185
246,6,0.045636894134021166,143,035,121,033,109,194
247,6,0.017616427524728806,098,048,170,138,142,091
248,6,0.051012074995589685,037,088,082,034,168,147
249,6,0.033056471176377666,016,133,090,101,049,141
250,6,0.040473906382897606,082,074,190,008,066,013
251,6,0.04661569733657023,059,045,134,097,127,012
252,6,0.009386505045594684,070,068,089,036,091,017
253,6,0.04103722551893518,183,174,040,149,134,175
254,6,0.03795030819316414,042,007,149,185,080,187
255,6,0.00919568828246664,140,000,138,142,148,141
256,6,0.03852550086437345,140,080,136,032,198,150
257,6,0.04392533051368275,188,080,160,189,092,169
258,6,0.00805010726166755,172,045,150,025,161,064
259,6,0.08550143585277248,190,062,037,046,127,103
260,6,0.030955575399962076,133,147,105,116,097,107
261,6,0.004197183070760668,178,118,107,157,120,089
262,6,0.008390941689162879,140,077,185,072,041,144
263,6,0.03525056493007872,150,046,032,169,097,114
264,6,0.038742223740824144,165,015,022,125,155,191
265,6,0.01603522578009553,141,042,096,036,003,104
266,6,0.05686797053375647,136,003,004,177,181,019
267,6,0.021430250405906848,119,129,132,115,016,031
268,6,0.016440712115663336,125,192,013,195,120,116
269,6,0.054424708771179,132,088,080,063,124,130
270,6,0.027225665543268995,068,014,089,147,000,107
271,6,0.024584282271205682,018,098,027,084,025,194
272,6,0.01077660975337269,153,021,125,079,061,152
273,6,0.024824873327255137,079,118,052,076,026,167
274,6,0.0293217556438784,034,004,150,109,023,196
275,6,0.02371169827448505,189,163,077,194,198,091
276,6,0.01907676573169559,084,038,170,067,148,125
277,6,0.0058769464827420625,166,006,097,165,065,141
278,6,0.02105677137630746,000,141,074,113,181,037
279,6,0.03491472441252563,039,011,101,032,178,015
280,6,0.023589301996591594,055,104,191,053,047,027
281,6,0.021378393038767984,104,011,062,025,069,099
282,6,0.06481211195535852,192,147,059,137,080,120
283,6,0.026593089274395965,161,188,192,000,004,094
284,6,0.012830261024106004,107,052,151,059,096,031
285,6,0.053225915984911665,173,133,103,117,036,005
286,6,0.04841322227512901,094,125,147,193,012,004
287,6,0.0221072290282035,129,003,007,153,091,163
288,6,0.05605817332583474,171,190,067,016,019,155
289,6,0.02648577393197249,158,102,049,005,193,014
290,6,0.02800699115446459,016,079,094,106,097,107
291,6,0.027047243035748014,190,159,034,110,171,164
292,6,0.03567525299671381,051,148,053,039,043,130
293,6,0.039412729328113794,104,199,049,147,173,191
294,6,0.0335280650917702,046,124,189,150,065,125
295,6,0.062022582378965185,149,063,184,124,155,078
296,6,0.04388333223311425,147,189,043,177,116,114
297,6,0.022401957510677972,059,016,118,067,170,194
298,6,0.004524936142400127,146,097,007,036,025,053
299,6,0.04615359888289039,079,053,026,137,101,120
300,6,0.042366983711827344,106,176,142,174,141,001
301,6,0.04080909915427633,003,156,107,050,065,181
302,6,0.05414833634587324,119,063,137,081,184,049
303,6,0.02559178795917727,036,018,119,098,184,159
304,6,0.01576108889266714,033,144,087,183,049,171
305,6,0.02117969825385979,031,198,103,019,012,004
306,6,0.011199977895011481,099,089,049,036,056,159
307,6,0.025985572690527148,052,034,023,153,045,076
308,6,0.051758543941065716,061,148,165,087,123,108
309,6,0.02705743458844634,072,060,149,006,196,079
310,6,0.009956445407377501,196,153,078,034,134,079
311,6,0.027508021702714824,047,115,188,054,074,116
312,6,0.04486383737297073,193,039,029,164,003,141
313,6,0.0032587896742166667,058,188,083,011,159,042
314,6,0.034489088618349206,050,023,167,092,087,043
315,6,0.04245944596965612,062,015,076,129,188,026
316,6,0.014331642798056987,084,068,094,066,178,172
317,6,0.06734548765510551,049,082,029,127,121,089
318,6,0.024037765435172775,168,105,022,156,116,090
319,6,0.009615667763140268,176,067,015,161,196,006
320,6,0.055029501208539,123,052,110,184,151,013
321,6,0.03699629120147452,156,124,060,025,023,064
322,6,0.024982685659494464,032,055,109,183,176,096
323,6,0.039996127128739234,165,081,005,056,192,004
324,6,0.03173679300865484,057,024,150,063,048,058
325,6,0.023219836476426337,157,131,050,070,110,194
326,6,0.0316883652268769,015,072,021,147,024,038
327,6,0.05031192664408923,147,071,174,146,118,012
328,6,0.012594533931074126,157,183,021,117,158,087
329,6,0.013231890917006828,103,178,173,018,084,159
330,6,0.02495647781386723,196,187,170,037,062,069
331,6,0.058081789732345346,063,032,118,026,117,184
332,6,0.014396768622593314,185,035,056,000,187,103
333,6,0.029749424416209647,080,084,058,178,094,071
334,6,0.027438621684130027,051,027,003,040,062,104
335,6,0.024745279674469156,025,096,006,169,026,109
336,6,0.036070220442719014,134,075,056,184,044,026
337,6,0.025437811849463143,103,167,148,101,153,161
338,6,0.016657016456705143,105,101,157,172,132,121
339,6,0.03338370924635237,166,029,065,048,008,060
340,6,0.008697484907966624,027,065,125,049,171,152
341,6,0.024435773325441446,034,099,110,196,113,013
342,6,0.016144348891421245,125,163,013,198,042,084
343,6,0.013453865359735917,057,120,157,072,065,144
344,6,0.03231807933063169,115,098,066,062,194,099
345,6,0.009922538145841542,141,107,033,104,191,038
346,6,0.0055642923825454105,091,138,132,053,061,120
347,6,0.027456446292374315,124,069,004,132,133,065
348,6,0.028917508378049628,158,134,143,057,141,045
349,6,0.04750800880455419,005,099,035,088,134,022
350,6,0.08435367939045135,191,004,158,190,046,054
351,6,0.03135198527032923,149,194,104,114,113,151
352,6,0.03416105576432105,012,097,034,013,149,000
353,6,0.015193467146595752,060,047,121,142,153,108
354,6,0.020282190486034635,188,049,124,055,185,016
355,6,0.04092259807217968,070,063,198,142,136,085
356,6,0.03425344240739825,107,072,143,167,158,063
357,6,0.03950465218368304,138,059,055,042,082,088
358,6,0.026064186033667003,157,134,117,088,061,133
359,6,0.02150144285904987,188,116,140,115,147,066
360,6,0.014391353744382829,196,118,184,152,166,087
361,6,0.02942091579756545,047,152,173,125,052,170
362,6,0.0432761625740562,087,080,059,151,062,183
363,6,0.04823932507311002,155,090,003,062,192,158
364,6,0.034369524066230395,164,109,018,140,015,062
365,6,0.018540501060222203,193,008,074,094,158,033
366,6,0.05308327368585053,007,184,063,005,144,152
367,6,0.04000584130802476,120,177,130,091,124,004
368,6,0.016437805767157476,067,131,181,076,091,165
369,6,0.054507501922717805,123,182,064,082,075,008
370,6,0.06837783052719693,032,031,007,046,127,033
371,6,0.012723049070570536,152,165,108,118,013,166
372,6,0.050284939137885454,182,096,155,193,025,149
373,6,0.00520156252960946,199,131,031,061,188,118
374,6,0.027759885180057564,059,120,039,117,121,092
375,6,0.0012116272370424896,073,138,159,070,066,025
376,6,0.003528528633122696,188,079,099,025,045,049
377,6,0.017551952875128563,176,087,042,038,008,137
378,6,0.02616415013217921,074,067,065,066,080,024
379,6,0.017640590841029646,198,060,011,117,023,165
380,6,0.004912609740729823,081,165,021,172,188,109
381,6,0.037794565243583156,147,012,163,115,189,022
382,6,0.04994838377817645,190,052,102,155,099,185
383,6,0.00908507561657601,048,051,085,193,109,037
384,6,0.02916698644843374,044,194,105,149,120,045
385,6,0.04109839937693882,152,075,056,076,005,175
386,6,0.03373417122632527,193,196,056,168,151,054
387,6,0.02626347244609073,195,199,043,015,024,144
388,6,0.04625487191955602,039,129,124,092,143,077
389,6,0.01424756273287342,150,165,125,031,160,034
390,6,0.03100792391168916,181,027,108,137,150,064
391,6,0.02662273880511934,067,088,089,042,175,027
392,6,0.05475482225471617,188,032,120,155,108,003
393,6,0.06474482680367377,005,084,072,123,166,052
394,6,0.06433533629479782,085,166,127,046,114,157
395,6,0.010226117834756132,047,069,049,102,125,168
396,6,0.010053923503651419,178,090,043,099,120,025
397,6,0.04217210323851206,101,025,199,040,066,063
398,6,0.014665919072593736,151,041,024,138,124,013
399,6,0.006155477019395228,069,053,017,132,142,192
400,6,0.030036116031273097,015,040,192,150,188,149
401,6,0.01872185114038394,187,137,138,176,107,004
402,6,0.022211685292965577,073,051,038,185,163,136
403,6,0.04424018651791384,092,080,087,022,051,101
404,6,0.011411624526707076,160,087,025,071,152,102
405,6,0.011568540997800913,114,091,064,084,172,013
406,6,0.02382469233953699,153,194,012,006,068,004
407,6,0.04863741328520921,081,061,024,071,011,123
408,6,0.008188996631398049,011,007,041,105,024,153
409,6,0.015239962346559,078,184,195,069,021,042
410,6,0.03267435217987957,056,050,004,070,181,108
411,6,0.021610347262277285,161,183,141,050,048,168
412,6,0.027383557992288976,050,021,016,176,124,006
413,6,0.03179823476689858,068,021,120,137,177,196
414,6,0.01194313967601257,075,125,077,081,090,178
415,6,0.0050812057152429535,027,053,061,103,104,183
416,6,0.015607784064777808,160,078,119,000,194,104
417,6,0.03548882548051502,118,046,117,027,148,057
418,6,0.009878178781165592,083,171,036,103,124,032
419,6,0.02887435318095244,088,102,132,025,130,037
420,6,0.020966304672870972,097,035,133,019,158,075
421,6,0.02767390814553483,019,080,124,198,037,076
422,6,0.05447570809295943,005,176,178,041,080,118
423,6,0.007695281124970754,164,099,175,017,117,041
424,6,0.032242643140021454,193,080,153,134,038,044
425,6,0.030788946672367867,120,192,137,134,107,062
426,6,0.056473684132964275,113,178,152,143,080,077
427,6,0.0249339932815672,011,115,024,057,055,070
428,6,0.023057246552871224,060,120,104,073,101,188
429,6,0.010883888258716556,037,031,198,185,115,110
430,6,0.03802757414716085,063,109,024,129,003,000
431,6,0.04146620622832953,189,196,032,072,004,046
432,6,0.021704869792950054,040,075,098,193,007,041
433,6,0.032795822681433884,018,006,042,131,147,195
434,6,0.016894217822021718,048,122,194,056,025,072
435,6,0.051335660388243,063,170,136,198,173,191
436,6,0.01221689870038678,178,121,067,133,042,183
437,6,0.03845765481112229,016,019,043,143,146,027
438,6,0.021649051790913365,012,181,172,117,102,013
439,6,0.04840065383116432,099,174,163,124,023,195
440,6,0.039107883041203606,173,065,151,071,001,159
441,6,0.025439564635509004,132,198,016,025,168,038
442,6,0.03272588836128176,067,046,061,013,175,130
443,6,0.02752005310906791,153,060,165,183,098,044
444,6,0.018258112376873692,191,116,014,173,125,078
445,6,0.032941147803926873,194,118,172,061,039,031
446,6,0.024267950307757746,084,080,108,171,114,144
447,6,0.006546967865614595,192,124,021,115,085,159
448,6,0.005686226033994823,193,011,159,070,163,129
449,6,0.023083644646091805,088,000,175,125,069,079
450,6,0.08063696570243484,127,123,122,005,152,043
451,6,0.016549581299236893,105,012,061,131,004,196
452,6,0.051775062472851796,181,005,003,011,001,153
453,6,0.032076549756541395,096,042,155,012,164,122
454,6,0.03141506494668467,076,074,057,183,085,050
455,6,0.020254372494243,124,003,042,036,105,090
456,6,0.04309365086747741,039,192,182,098,071,046
457,6,0.03655254494625371,036,117,074,052,004,149
458,6,0.0344228778586847,011,069,166,143,044,083
459,6,0.012192692297644525,194,151,051,032,035,022
460,6,0.008447590129602722,006,089,033,078,188,066
461,6,0.03292631742495333,057,193,168,194,067,098
462,6,0.01780798928961369,169,038,187,091,076,166
463,6,0.04080274749953616,163,097,161,130,170,063
464,6,0.032754320113308255,056,198,077,101,049,121
465,6,0.02992136564002057,099,121,029,164,072,013
466,6,0.014712066952737857,049,142,087,119,198,053
467,6,0.033228940916305016,014,051,105,039,194,013
468,6,0.0387566711823234,055,125,080,119,118,056
469,6,0.03444876756166615,079,054,023,006,143,072
470,6,0.029598804524618605,182,102,012,172,088,098
471,6,0.017869927193851942,183,106,198,085,007,157
472,6,0.003997707054268607,070,110,165,184,157,161
473,6,0.016760178251467472,140,065,098,117,025,099
474,6,0.043614001851083994,057,054,067,194,079,195
475,6,0.054289616312415134,004,143,042,103,088,038
476,6,0.015570770956954583,038,148,138,096,140,169
477,6,0.03862602952420269,167,184,088,029,072,021
478,6,0.031144942640194406,167,001,014,053,060,114
479,6,0.024933790983167947,037,189,101,051,083,078
480,6,0.06155567892547831,033,017,001,149,057,147
481,6,0.07716450788401708,024,026,188,055,123,023
482,6,0.013003227100859105,079,190,025,193,184,014
483,6,0.038904303740126656,023,104,066,059,149,168
484,6,0.04833806963830045,082,113,178,098,001,132
485,6,0.023592498217598012,008,148,173,133,185,153
486,6,0.010029259766451082,043,035,007,105,187,120
487,6,0.04792331494896318,101,065,062,132,173,090
488,6,0.012530031705388911,161,193,022,137,048,090
489,6,0.03168769755422396,018,046,044,157,194,034
490,6,0.05187037713900822,063,036,136,018,017,055
491,6,0.025726568247224524,122,038,102,034,041,044
492,6,0.03062352240505095,118,117,074,079,177,189
493,6,0.01724526332103815,034,032,146,069,011,183
494,6,0.05400372494186423,054,188,181,052,039,157
495,6,0.02744055962753067,039,044,031,079,059,132
496,6,0.02052063492351197,057,069,094,134,132,032
497,6,0.031300338793315396,101,158,106,183,161,191
498,6,0.008291759772949714,042,141,110,084,069,166
499,6,0.04965993418080139,142,055,161,051,149,174
500,6,0.06547226561809427,136,080,073,147,006,033
501,6,0.03792016307445656,121,170,108,013,132,029
502,6,0.03822149167382993,134,055,089,187,001,168
503,6,0.005958218583929642,109,164,129,000,165,006
504,6,0.0505238685444962,123,075,196,077,130,085
505,6,0.05064569236025218,019,045,099,161,029,155
506,6,0.021838627666003863,146,136,108,117,052,047
507,6,0.011902765143217087,096,172,083,187,171,173
508,6,0.020197390604053345,031,129,036,115,047,044
509,6,0.06893780372786806,004,171,046,134,149,142
510,6,0.0332845810162441,046,196,166,152,017,081
511,6,0.022633012559946986,117,133,037,060,195,045
512,6,0.005684345207394914,125,105,049,185,035,058
513,6,0.032058950316713464,113,058,007,029,134,105
514,6,0.010824748764149739,084,157,152,047,109,031
515,6,0.07545315887182846,026,021,175,001,109,123
516,6,0.020577342593417702,062,058,140,017,079,066
517,6,0.053959760987605576,078,183,092,026,054,014
518,6,0.0394494699685467,057,080,167,034,047,192
519,6,0.041744414192410595,166,011,046,189,148,193
520,6,0.032931487129147285,194,035,026,133,060,089
521,6,0.0521941014229812,040,057,082,127,092,004
522,6,0.01140603267037954,056,081,037,150,140,070
523,6,0.032265047458789664,177,082,055,133,022,171
524,6,0.012561384617601257,165,066,012,041,118,082
525,6,0.010944552063669621,167,045,007,114,071,148
526,6,0.035240726530698874,178,005,047,198,157,064
527,6,0.048415986300335834,026,175,018,085,143,177
528,6,0.012846841781896767,075,096,065,199,108,110
529,6,0.025690258039350877,163,044,085,159,026,058
530,6,0.022255841251304087,057,036,079,198,024,015
531,6,0.031551924005823184,170,040,192,000,190,198
532,6,0.04083232635880407,116,148,151,155,011,037
533,6,0.00832572439714363,161,117,132,185,068,175
534,6,0.012386431395655984,011,097,087,187,184,021
535,6,0.020875713813413133,121,187,026,105,196,183
536,6,0.006924117055771339,105,109,166,138,176,103
537,6,0.021155271719700663,168,173,000,037,159,163
538,6,0.0352639759993808,171,004,175,121,110,156
539,6,0.015324431530301164,097,142,104,089,098,096
540,6,0.012336284630716454,117,140,133,041,132,022
541,6,0.027973441774684638,171,021,160,016,169,092
542,6,0.05032799650905928,088,005,019,199,006,102
543,6,0.04243200858138618,183,062,063,163,000,014
544,6,0.026932867166103103,059,072,115,019,195,023
545,6,0.01325602412699134,053,022,040,023,076,116
546,6,0.021167974492734,118,183,066,141,101,166
547,6,0.03106783421404835,084,125,166,026,064,062
548,6,0.01798053881648487,023,047,059,024,172,104
549,6,0.04046643613823586,101,116,177,087,163,081
550,6,0.049726245503381006,088,140,054,181,053,066
551,6,0.031112280045927254,054,196,108,090,068,140
552,6,0.020846573405820412,014,104,019,008,140,177
553,6,0.02387646202617688,066,160,182,069,088,081
554,6,0.05671249317750071,066,045,046,063,173,031
555,6,0.03413421986980014,191,199,097,107,005,153
