,topic_01,topic_02,topic_03,scenario_r2
1245,034,170,084,0.016896834758325152
1246,035,013,116,0.00753754553227215
1247,176,105,120,0.0012883265216975248
1248,003,062,096,0.02629438225466907
1249,099,127,183,0.03515762113746246
1250,017,142,091,0.0027824508446150364
1251,038,121,173,0.002568048687014657
1252,044,148,072,0.01339310112657055
1253,094,079,058,0.009975340865684967
1254,182,160,192,0.003184078826586778
1255,069,001,003,0.025140008216198217
1256,042,114,129,-4.485354529903951e-05
1257,041,124,012,0.004303577866821007
1258,085,065,196,0.004984180906060787
1259,097,062,060,0.01625166256606614
1260,123,041,040,0.04885446505847335
1261,114,113,177,0.009259023185220094
1262,045,193,195,0.002050086575795529
1263,060,176,034,0.0070764080449466915
1264,166,136,176,0.013357809512137053
1265,003,084,050,0.013288450959607623
1266,168,114,131,0.004240566662287781
1267,022,141,140,0.0005559766507580166
1268,068,001,083,0.02700452829208888
1269,169,036,127,0.00929012292968634
1270,150,005,165,0.024145142159207156
1271,063,148,188,0.02695498513719019
1272,087,073,125,0.004878478946452658
1273,123,025,019,0.045124466440749744
1274,027,007,024,0.0011902942696798702
1275,048,023,046,0.0074938769853442055
1276,182,019,136,0.0036979975168068835
1277,024,159,098,0.0012553645391015777
1278,050,045,136,0.017558777428398287
1279,032,029,090,0.019588442615802282
1280,034,061,060,0.01037117764713369
1281,168,199,192,0.0043162503985513245
1282,110,056,043,0.011473881003637554
1283,127,057,054,0.04175073931205742
1284,080,122,113,0.02005721861588372
1285,115,000,060,0.0014421433850675403
1286,181,184,165,0.014657981788384178
1287,149,045,155,0.020772403451187915
1288,127,136,055,0.05541249586685559
1289,169,136,193,0.022797896433516374
1290,045,001,182,0.025520187471352096
1291,184,132,067,0.003379909775290346
1292,137,021,022,0.013537473931729882
1293,102,047,083,0.0011503892140615202
1294,158,035,067,0.005045741574125184
1295,027,191,079,0.0017194994638679573
1296,164,161,171,0.0012192891341528123
1297,076,119,107,0.010085139882904937
1298,061,157,065,0.0019247037367114972
1299,127,122,084,0.035197477561664026
1300,193,113,021,0.010165141272217348
1301,172,033,087,0.007413060808161176
1302,176,097,072,0.001348356602025813
1303,199,046,087,0.01928222303580518
1304,157,004,131,0.015004502244730267
1305,196,099,110,-7.827895832290821e-05
1306,058,080,014,0.01988800675470581
1307,129,057,163,0.01135146459717895
1308,105,109,084,0.0018872975769315126
1309,123,027,194,0.04494860911260523
1310,006,043,047,0.008806812337462833
1311,143,125,140,0.017427164062472245
1312,178,108,151,0.0008917607868785815
1313,174,142,153,0.02802917456675935
1314,069,063,003,0.02449193228741109
1315,151,031,106,0.0016239136636977403
1316,066,182,194,0.0005910355508617071
1317,096,140,004,0.0013460808133698432
1318,096,151,022,0.0009109846516488496
1319,003,073,163,0.012689837135509863
1320,160,105,017,0.003055952233579684
1321,085,182,012,0.0033787760630815677
1322,064,174,153,0.026746684421060873
1323,091,170,134,0.010287128672224477
1324,176,137,081,0.009922405963720293
1325,084,133,191,0.006365231946300454
1326,066,098,165,0.008855275400845741
1327,047,064,062,0.0033758604191850283
1328,156,050,014,0.02787083406969393
1329,055,060,082,0.018821655493183265
1330,003,178,152,0.014547678892494198
1331,163,131,123,0.0034207626863623775
1332,103,190,164,0.011454933921551502
1333,177,084,011,0.015051159958723748
1334,171,195,185,0.007975530625604743
1335,067,172,104,0.0014499434343813178
1336,025,080,115,0.020147650893150404
1337,167,108,158,0.001175419845635628
1338,130,102,195,0.007383275597456662
1339,036,001,068,0.024972749576676723
1340,012,051,096,0.0015667328612410936
1341,104,132,064,0.0007667583941833866
1342,185,054,116,0.029813523515578644
1343,040,018,134,0.0028750965052948274
1344,124,198,005,0.004895981987377396
1345,144,074,193,0.0027595964024705877
1346,018,094,125,0.012085249852964663
1347,147,183,094,0.02180258125751433
1348,033,192,117,0.00837988554381841
1349,159,055,146,0.0149054707076548
1350,085,080,122,0.022397841178784628
1351,120,188,050,-0.00027425006788961426
1352,035,053,144,0.0005822227061637042
1353,037,039,026,0.012481881350564605
1354,051,004,146,0.01441975432165421
1355,104,000,157,0.0017683357987043902
1356,144,040,062,0.003109420515712058
1357,070,054,190,0.026492476112309316
1358,088,000,195,0.020796823813058807
1359,136,195,185,0.01653835510846824
1360,096,169,171,0.009088474271126579
1361,156,088,114,0.026864624280901306
1362,108,032,090,0.0014049993710856246
1363,155,168,177,0.03222968010897764
1364,163,123,079,0.04485741585218439
1365,071,008,155,0.00018420805315366717
1366,014,107,189,4.8567276443201024e-05
1367,143,057,173,0.02206818251641207
1368,136,063,124,0.02998280913647655
1369,043,003,040,0.015982940900390097
1370,137,097,023,0.009768321115657286
1371,022,134,007,0.00142518912082934
1372,185,191,106,0.0046308515878387135
1373,161,005,008,0.024323767096482873
1374,094,127,176,0.04500462109549286
1375,129,122,073,0.00310331380888873
1376,190,018,097,0.010307206754211262
1377,170,171,109,0.009862897536874304
1378,084,175,169,0.0028864441985224643
1379,188,057,192,0.00939599717108941
1380,087,164,172,0.005909626240619192
1381,006,119,015,0.005238008557137297
1382,082,017,189,0.009056837137111917
1383,050,090,056,0.016411895064942672
1384,043,190,035,0.020710660315650165
1385,134,085,066,0.0035792540754217006
1386,101,068,164,0.016934901432238525
1387,142,017,155,0.0027824508446148144
1388,035,140,001,0.0011488892375010051
1389,054,080,066,0.04289219220088192
1390,003,073,052,0.012689837135509863
1391,165,090,189,0.0010748674562227611
1392,076,070,063,0.0034835768266744394
1393,038,070,190,0.00012675363612424384
1394,061,059,187,0.00864918196636677
1395,084,191,127,0.001555099659261483
1396,082,008,172,0.007899262733482515
1397,024,123,199,0.045039654864122314
1398,089,091,094,0.003239049636150293
1399,115,087,053,0.004782831243064556
1400,016,034,064,0.016309713691814665
1401,178,158,018,0.005516734421166292
1402,019,003,181,0.014427453035098736
1403,043,103,169,0.00871910352802685
1404,015,183,018,0.01026961168925744
1405,176,066,161,0.00100205307768364
1406,195,101,006,0.022271080493610707
1407,130,072,000,0.007799082526681933
1408,177,081,024,0.01532250096643828
1409,045,188,098,0.001870645974398455
1410,159,029,198,0.019066622533079225
1411,156,001,073,0.03987489528743271
1412,000,044,026,0.010547450189111629
1413,035,116,194,0.0013256371321055394
1414,173,056,065,0.01763176602943295
1415,144,041,134,0.004168733768890265
1416,160,083,172,0.002760515318621981
1417,153,014,160,0.0020118634124997037
1418,051,176,173,0.0009441838549911763
1419,190,131,116,0.010768052200546663
1420,127,035,057,0.03604902528173248
1421,091,152,056,0.00427417574067801
1422,091,021,125,0.004363300016451799
1423,096,008,013,0.0007300309216453638
1424,159,036,149,0.001726532387856694
1425,082,097,191,0.01744565007147414
1426,148,084,194,0.005732313387403987
1427,007,101,011,0.016091692619308096
1428,075,151,167,0.007786449883488866
1429,148,120,147,0.005092296841601396
1430,174,141,107,0.025760730136151322
1431,178,184,045,0.003361044002731517
1432,063,158,104,0.02667638971004993
1433,161,067,169,0.0013942695138262629
1434,101,098,175,0.023006074639299157
1435,107,153,064,0.0019400412502624809
1436,017,088,084,0.026528826792069027
1437,034,065,109,0.012374316579445876
1438,021,153,090,0.003479436339525188
1439,166,106,045,0.007499961165813862
1440,132,081,042,0.0012766762145282051
1441,166,101,113,0.01580087239498562
1442,011,092,065,0.010814512650083263
1443,188,194,181,0.007453967235671932
1444,123,117,008,0.045171539575177944
1445,148,164,123,0.006679328970663478
1446,024,187,196,0.0014916687645987192
1447,025,125,072,0.0009912494378545578
1448,091,049,029,0.0016006340568739397
1449,123,067,098,0.04519697117739008
1450,191,103,004,0.005464036507518255
1451,151,169,088,0.007835822900101208
1452,134,078,053,0.0027331928293603536
1453,006,151,055,0.00017916713041921106
1454,035,078,057,0.00224821309784351
1455,152,011,051,0.007194503607775515
1456,103,172,099,0.001544809781533707
1457,021,083,192,0.002241285689458916
1458,187,140,060,0.0006818111366403423
1459,068,129,005,0.0032385313615904687
1460,187,036,066,0.0021550418834507257
1461,025,034,044,0.010352438500561001
1462,071,189,142,0.008752672970711028
1463,194,132,163,0.012900329733480431
1464,132,004,078,0.015990856677452925
1465,025,081,007,0.002000818269864313
1466,129,076,049,0.004588834209963366
1467,116,176,082,0.0014018461172341512
1468,176,022,026,0.000348511260466422
1469,088,062,150,0.028496126737006633
1470,130,167,127,0.010324935710460892
1471,115,022,076,-0.0004139400590115194
1472,119,192,101,0.005892430626118106
1473,160,012,161,0.003733647877216306
1474,061,013,136,0.009589615409857144
1475,052,077,061,0.004485363581153479
1476,051,165,092,0.001174588942629895
1477,185,081,146,0.0033740305730678433
1478,168,104,066,0.0046379356589795195
1479,023,103,141,0.009729935505732645
1480,079,153,087,0.001982550406275707
1481,075,182,000,0.009220901029479256
1482,037,047,150,0.0030570448069459077
1483,148,115,167,0.005129002316747733
1484,063,037,121,0.02468158258673947
1485,143,011,042,0.012624054002538854
1486,192,053,042,0.00027780290064072233
1487,076,110,064,0.006144014608356119
1488,026,140,119,0.015232050167033662
1489,066,105,057,0.0005131684432088113
1490,146,016,192,0.009853563435358259
1491,055,169,158,0.019616678725958847
1492,025,012,074,0.0023253743007729533
1493,134,081,080,0.0019030151085440705
1494,123,045,119,0.04516791077654425
1495,019,124,052,0.006188939572299712
1496,005,113,049,0.03868936850865168
1497,014,134,029,0.0021242782581687436
1498,143,187,158,0.017125296492460307
1499,036,004,167,0.01580953434408361
1500,121,151,184,0.002521841344273912
1501,137,129,188,0.009805401566850391
1502,090,015,176,0.00822624077257883
1503,155,001,189,0.04109174396540405
1504,173,000,025,0.010433853278680516
1505,158,150,017,0.003909059004722937
1506,033,110,072,0.01216488490156753
1507,176,034,032,0.009885882985769201
1508,138,133,097,0.006772854397099182
1509,027,183,103,0.0015455082217584737
1510,069,168,047,0.007991630839239705
1511,194,106,172,0.014914835392386472
1512,103,124,073,0.003603308981717457
1513,039,007,187,0.009754847778261633
1514,033,166,090,0.008035296913919465
1515,191,041,123,0.002248314143870722
1516,120,177,152,0.016332771912712207
1517,127,170,051,0.042375939702119725
1518,063,146,161,0.02786783186713726
1519,175,017,118,0.0037874540380216093
1520,004,059,108,0.01869713333081091
1521,187,003,099,0.01372014077332584
1522,113,076,106,0.012872335678552949
1523,110,041,178,0.003334402413797455
1524,123,119,064,0.048473052064183175
1525,023,121,066,0.008475226416404968
1526,156,096,125,0.01578153674862892
1527,081,108,160,0.0005630362286483948
1528,094,082,137,0.014358206437717791
1529,019,173,070,0.011758502663832049
1530,172,058,061,0.0008968399180119269
1531,036,147,049,0.02406978107788449
1532,019,175,054,0.004637684738857173
1533,051,088,068,0.02138279115799324
1534,040,038,080,0.0012356594926492548
1535,188,183,073,0.0016171136658131857
1536,048,125,103,0.0011624587063587821
1537,188,103,068,0.0012278454220162605
1538,194,127,091,0.043480020555299426
1539,171,118,120,0.0015445403943904479
1540,127,013,005,0.04478551872472947
1541,165,118,106,0.0020979623077842513
1542,132,161,102,0.001192665721096664
1543,042,131,159,0.00045338557888796593
1544,176,193,082,0.000582081447399796
1545,005,074,120,0.023539053089808193
1546,090,004,001,0.019100043526716015
1547,052,069,027,0.00680152071010931
1548,046,087,039,0.023298456245795518
1549,007,094,050,0.010570948513703993
1550,050,034,080,0.021897584067473108
1551,114,089,110,0.0010103670245232843
1552,155,174,133,0.04117398685688667
1553,048,199,021,0.0007066772079707961
1554,014,067,003,0.0016057450435230658
1555,121,106,070,0.0063218799859848795
1556,031,134,005,0.0030697577955648425
1557,115,089,157,0.0010159279823157563
1558,087,090,029,0.00509545398166289
1559,166,014,194,0.0009668423821667105
1560,044,039,004,0.017454880335955547
1561,041,133,022,0.007451906369568162
1562,189,175,116,0.010071437699950114
1563,193,056,151,0.008074900455949496
1564,014,141,061,0.0010213876821097978
1565,055,140,087,0.013743990223990199
1566,036,012,025,0.0034262754958375163
1567,184,170,048,0.014424333248055587
1568,026,106,034,0.022163416720091922
1569,171,188,039,0.00013636096513269802
1570,116,122,194,0.0032528396235397272
1571,150,129,071,0.0009485437495435622
1572,091,136,038,0.01452461773013436
1573,136,033,158,0.023025161052486087
1574,114,182,172,0.00047326880807629923
1575,034,085,191,0.011044454932752634
1576,066,069,149,0.00342400044063651
1577,192,024,110,0.0019084987125925768
1578,109,188,142,0.0017267551614006393
1579,016,034,063,0.016309713691814665
1580,088,108,113,0.021100210016224197
1581,011,143,037,0.012624054002538743
1582,160,196,054,0.0024792370147512788
1583,137,121,089,0.012702794033910392
1584,049,192,072,0.001385826811993618
1585,169,035,033,0.007644107849462789
1586,125,014,195,0.0008553019385709737
1587,029,136,176,0.02337686242461745
1588,146,007,057,0.0012424506753904163
1589,169,194,188,0.013697840194655031
1590,035,181,134,0.013918493019856482
1591,195,188,177,0.00796586511272901
1592,148,163,153,0.0072635144555895925
1593,148,013,107,0.012463769775123423
1594,038,155,062,0.03098663101816479
1595,029,149,171,0.03603989592542389
1596,033,087,032,0.010996280050861618
1597,034,051,175,0.009631825593955368
1598,163,066,023,0.004339495507352575
1599,022,059,166,0.007047943245855004
1600,134,006,113,0.0019538217152078596
1601,108,073,101,-0.0003433618600161559
1602,140,161,195,0.0009250320121800826
1603,101,170,166,0.026320704598018385
1604,099,057,183,0.009623664083517336
1605,071,188,052,0.00018597253773422473
1606,081,034,084,0.00947658546888408
1607,174,023,084,0.032496740682355085
1608,012,158,065,0.005346386813787074
1609,099,085,003,0.0025720008131735472
1610,118,054,017,0.02740978126138116
1611,026,058,164,0.016445740855281832
1612,159,158,150,0.00411404374798241
1613,024,152,103,0.005217012826318812
1614,079,024,067,0.0014692119257545544
1615,115,192,160,0.00017123164888954712
1616,023,142,169,0.007372937148720227
1617,089,047,194,0.003121594321341181
1618,074,150,136,-0.00014551901356663066
1619,176,050,081,0.017560765025934733
1620,121,079,153,0.002685441506750652
1621,031,151,059,0.0016239136636975182
1622,001,088,105,0.035717565964143994
1623,196,103,168,0.0011214650558809547
1624,049,068,061,0.004710306645985485
1625,178,113,163,0.010147658786614056
1626,199,107,113,-8.67169422686942e-05
1627,148,165,084,0.006018832202691171
1628,101,189,088,0.018841666331467444
1629,187,057,190,0.009736246335396381
1630,000,001,025,0.025587794976704603
1631,195,173,191,0.015682554205945887
1632,114,018,081,0.0025579677967402237
1633,000,142,160,0.002173369565709682
1634,080,165,129,0.020490574602142875
1635,116,175,132,0.003755062556231037
1636,166,061,091,0.0031554501027405424
1637,067,052,199,0.0046521312629306255
1638,059,061,000,0.008649181966366437
1639,033,000,022,0.008293442366618997
1640,164,174,007,0.02728442208079429
1641,074,190,189,0.011483832202888178
1642,177,026,184,0.028209283930521023
1643,005,058,164,0.02349712924435321
1644,124,029,088,0.021110312076297988
1645,132,040,084,0.002094768672989189
1646,118,001,039,0.026386185361199077
1647,036,190,033,0.011693747274845956
1648,166,059,130,0.00843451261495598
1649,043,081,034,0.0083909150165008
1650,035,149,023,0.021506025144875984
1651,125,091,195,0.0018719411408665287
1652,101,113,029,0.02593832176989508
1653,054,001,016,0.038597400311667585
1654,069,077,083,0.0036289283977914977
1655,142,150,152,0.00015831713107727907
1656,000,109,058,0.003397519947941463
1657,094,144,123,0.011517830055885359
1658,039,008,071,0.009925242961480674
1659,081,119,174,0.005967767473737173
1660,078,039,069,0.011393163185516642
1661,027,025,158,0.0004829573555442668
1662,115,190,132,0.012981287680763343
1663,045,084,131,0.002136602244369845
1664,176,026,189,0.01670469175226641
1665,062,021,068,0.015377959614938042
1666,046,192,165,0.019396698968839665
1667,134,036,084,0.003336367486356906
1668,161,084,178,0.0004191379889967317
1669,196,063,187,0.024302108199929062
1670,140,070,073,0.0005190378451863653
1671,195,172,132,0.007979094545857546
1672,081,090,193,0.001032699549306515
1673,185,188,059,0.0020666496938548384
1674,178,172,058,0.0010838768280325706
1675,035,151,044,0.0008089482796146408
1676,106,168,107,0.008067250571322404
1677,164,185,181,0.0030809712027602965
1678,153,083,176,0.00244307298334534
1679,075,053,088,0.007746675958878124
1680,068,011,116,0.004153139177157428
1681,025,074,199,0.0008971862910621686
1682,185,021,159,0.004794084096266027
1683,079,113,073,0.010088104208567872
1684,029,189,041,0.027751095106415935
1685,058,025,049,0.0016791362511181518
1686,103,160,027,0.0036920591157211247
1687,176,066,138,0.00100205307768364
1688,074,055,087,0.01289472382842538
1689,192,016,115,0.011724285191401895
1690,165,188,082,0.0006667917174260074
1691,167,088,121,0.023128114767505203
1692,032,149,018,0.024428197153314124
1693,031,067,193,0.004245861206048751
1694,177,137,122,0.029204383035557613
1695,056,159,116,0.008119777856386179
1696,021,038,063,0.002034905304868162
1697,064,133,198,0.00981249769042647
1698,193,181,104,0.013905775808604637
1699,176,174,158,0.026449940136682004
1700,114,181,182,0.014000406981577784
1701,170,077,132,0.01114110715551997
1702,078,042,029,0.0013286716750159355
1703,164,043,007,0.00903202166796202
1704,109,088,155,0.024676514362526714
1705,165,151,029,0.0009712753538210217
1706,083,050,036,0.016900327171985863
1707,084,157,085,0.0005783201984513875
1708,194,013,051,0.013160092990801342
1709,072,070,163,-0.0003712676191536257
1710,109,124,068,0.004643348060039965
1711,160,090,185,0.00276549153994754
1712,014,102,050,-0.00014103800254838816
1713,092,131,039,0.010092266018243867
1714,120,071,018,0.00021954079780128755
1715,196,085,041,0.002474814267090286
1716,027,118,083,0.00097962424645881
1717,061,089,068,0.003299259963601253
1718,138,085,170,0.0030131603335291635
1719,169,070,116,0.007424863184416819
1720,057,133,077,0.013065265882649668
1721,194,150,055,0.008095285919828443
1722,160,178,185,0.0032714325420718504
1723,067,118,080,0.0021975436449427344
1724,089,066,169,0.0014672288072031803
1725,159,011,059,0.0014881430372557514
1726,098,055,040,0.022213655071493865
1727,144,042,070,0.003055198257313263
1728,037,062,119,0.017574538720202537
1729,037,092,147,0.011373168334305794
1730,189,008,131,0.008216199289962867
1731,163,107,051,0.0032137314968923025
1732,071,166,118,0.0010680144048245133
1733,043,158,004,0.012822211383899051
1734,151,051,000,0.0005208572722926741
1735,167,116,191,0.002006789962047173
1736,103,177,131,0.019330271774217422
1737,188,011,159,0.0016246432981937842
1738,057,181,013,0.02089161441995946
1739,022,196,091,-0.00040575280312915574
1740,199,054,049,0.02754377015417586
1741,075,191,194,0.01023192825986341
1742,047,127,079,0.04480070775402212
1743,016,150,152,0.009403479287579342
1744,044,066,114,0.008923998556783164
1745,001,124,050,0.027051354609430422
1746,117,193,059,0.0006636857131496754
1747,029,070,077,0.018984624567987884
1748,050,123,055,0.05170477816086916
1749,064,023,003,0.01109569744322525
1750,079,172,160,0.00021331207516017692
1751,073,047,008,0.001197439602753203
1752,137,008,096,0.009678026893282898
1753,083,136,018,0.012583595431227002
1754,055,041,155,0.016338460740327077
1755,165,038,033,0.0010441660296270916
1756,124,022,187,0.0027753152495073596
1757,169,051,092,0.007952245752533282
1758,150,181,119,0.013053160166226707
1759,158,118,161,0.00539953087749756
1760,044,080,005,0.026192157876409605
1761,149,168,129,0.02318506318904867
1762,078,033,026,0.007687800363674668
1763,124,069,117,0.0062711913375040895
1764,188,173,168,0.00923884979583034
1765,090,096,198,0.0011144892034870013
1766,161,094,022,0.01040618515966607
1767,014,044,103,0.009507403578562612
1768,058,083,122,0.0017412123341782326
1769,029,116,071,0.020925435204354303
1770,166,193,191,0.0010594314805663085
1771,013,090,160,0.007294780463300676
1772,173,022,036,0.009244213372076482
1773,040,054,129,0.028844156293945544
1774,053,120,161,-0.00020579675658227714
1775,122,074,165,0.0015977938224530641
1776,062,192,173,0.015215946416096693
1777,032,153,064,0.0032760888491324414
1778,113,104,014,0.010221959575321682
1779,014,029,137,0.019078227155550187
1780,056,000,065,0.009840070970408621
1781,070,176,141,0.0003449256535064116
1782,091,001,181,0.025062620129036706
1783,031,029,131,0.02144931290009544
1784,130,120,068,0.008609166330270646
1785,148,106,026,0.010384009605515887
1786,000,054,196,0.027627314629305677
1787,012,134,005,0.00247748143128812
1788,023,078,185,0.007949913709326739
1789,118,147,103,0.023356849570939198
1790,012,016,105,0.010415344034779284
1791,170,151,195,0.009615878926229837
1792,016,134,103,0.009319841503504511
1793,060,049,031,0.007164705790194459
1794,089,087,051,0.0059056765457523586
1795,182,192,064,0.0009091359758003348
1796,039,120,007,0.009583964144056822
1797,023,188,035,0.007367062582805839
1798,078,096,106,0.002188692169350581
1799,034,131,168,0.00900231730464729
1800,035,147,134,0.020799010037538257
1801,051,016,173,0.011173789974537218
1802,068,079,151,0.002740453787944075
1803,041,177,039,0.015752905028429298
1804,105,021,137,0.0018518935645580603
1805,108,184,084,0.0024332270107859655
1806,103,108,087,0.00158911825290442
1807,004,011,079,0.016458000002621542
1808,026,019,178,0.017871469085050995
1809,104,067,174,0.001938421145348368
1810,113,033,194,0.01974593491385057
1811,019,059,029,0.009643477580655202
1812,092,196,102,0.009515600353878884
1813,132,146,129,0.0006279795391004317
1814,182,065,167,0.0028417218325524907
1815,199,194,096,0.007161509855321935
1816,140,195,005,0.010973899126067277
1817,098,161,169,0.009645870098236586
1818,191,192,075,0.0017353733479406053
1819,001,143,064,0.03173828179882254
1820,169,149,107,0.03155671622286382
1821,120,024,125,0.0013128052587536576
1822,075,097,067,0.008917941865479673
1823,115,176,147,0.0003452525947335028
1824,189,109,066,0.009014945589654655
1825,089,114,065,0.0010103670245236174
1826,194,067,123,0.007149719451223224
1827,173,190,079,0.017982605921735284
1828,098,118,188,0.010127006487480328
1829,062,161,011,0.01660574576704621
1830,004,177,171,0.03236847089083705
1831,031,183,133,0.003143856664719946
1832,175,058,054,0.0024757432032218585
1833,174,170,083,0.029530025918325875
1834,185,001,178,0.02753540559669021
1835,016,038,166,0.012355880581098821
1836,165,190,151,0.010397615000375504
1837,134,049,147,0.0017493968315352992
1838,097,146,042,0.0008762753469980789
1839,109,173,040,0.012345076035823133
1840,155,102,165,0.03219040094016501
1841,113,083,026,0.009121124259166113
1842,078,148,014,0.007526790913844894
1843,147,058,056,0.02220920569590945
1844,115,106,132,0.006462820401689662
1845,133,123,038,0.04528677034822659
1846,131,057,130,0.009576697180159632
1847,163,166,007,0.004416065719809126
1848,169,160,085,0.009486837397583603
1849,096,127,144,0.03529113415647267
1850,181,013,097,0.019989239248449198
1851,117,069,165,0.0033140558207891413
1852,153,193,199,0.0018962560187542055
1853,119,051,006,0.0062281110075708135
1854,077,124,005,0.0035518672773071636
1855,082,047,037,0.009286922709214829
1856,035,006,156,0.00055697356553297
1857,001,130,084,0.0343075105688152
1858,188,182,173,0.000623893184084956
1859,052,065,022,0.004598265756656339
1860,055,098,032,0.022213655071493865
1861,025,091,076,0.0017208838483729894
1862,015,052,006,0.011906633849608217
1863,039,105,196,0.010324486139823619
1864,069,056,192,0.009454278224391155
1865,120,014,183,-0.00013864849572908788
1866,038,006,052,0.00032404703995103645
1867,133,142,105,0.00759067304178862
1868,026,025,047,0.01448779779085052
1869,079,044,141,0.008539107561754578
1870,032,018,121,0.003965028165839657
1871,104,022,199,5.6212952018741547e-05
1872,078,048,108,0.002503847130398973
1873,122,146,062,0.0015551533927841144
1874,079,075,113,0.007703241226469815
1875,198,171,166,0.0023607664589799793
1876,137,199,105,0.01021507945047273
1877,015,141,150,0.008225928181369024
1878,088,166,075,0.020640074813831788
1879,073,001,062,0.024517352170459472
1880,099,155,097,0.03248624293885649
1881,164,140,055,0.00225089673134804
1882,123,108,155,0.04566320880863084
1883,076,150,085,0.0035699641543099903
1884,102,065,045,0.0020053667320354407
1885,018,164,017,0.004115095787948775
1886,087,015,006,0.01299589815254254
1887,068,120,176,0.002493938842559773
1888,124,090,079,0.0035973095088260854
1889,079,015,106,0.009358126808227119
1890,177,125,102,0.015771382018020086
1891,166,152,081,0.004498544050382525
1892,089,195,160,0.008615600484720876
1893,092,168,063,0.01405980584307387
1894,161,064,194,0.003969551311703068
1895,123,148,192,0.0490973336742514
1896,040,008,016,0.000664440652259124
1897,165,089,107,0.002035088091473347
1898,156,004,047,0.024480372609542944
1899,039,113,159,0.016809639590574355
1900,108,188,107,-0.00030951774104814866
1901,052,105,146,0.0034973238400206608
1902,194,043,102,0.012095643813786472
1903,000,078,137,0.0029594844060690795
1904,064,036,148,0.0044991899403991065
1905,034,016,015,0.016309713691814887
1906,138,169,072,0.008305908396045059
1907,134,019,026,0.0037523277392432774
1908,102,071,149,0.00015430992118881104
1909,109,143,196,0.012932967649951999
1910,048,013,017,0.007633923777582985
1911,172,063,101,0.024062041538959744
1912,131,107,013,0.00016070148805236162
1913,181,051,063,0.013563264985739343
1914,049,104,191,0.001203389583366854
1915,152,090,073,0.004628841451263965
1916,021,035,156,0.002129638079487406
1917,194,104,189,0.008724355330033351
1918,061,144,054,0.004982333533372851
1919,039,046,151,0.027253268989256063
1920,110,098,152,0.012395412186657406
1921,011,144,149,0.004694904017014445
1922,161,079,069,0.00023005713692336727
1923,066,176,097,0.001002053077683862
1924,054,090,118,0.026606633618467157
1925,102,034,031,0.00902306500297545
1926,058,101,106,0.015906349674399634
1927,013,137,004,0.02005998557951605
1928,170,098,017,0.013356349939220302
1929,011,117,098,0.0030726466523237628
1930,168,059,083,0.01221985731057118
1931,069,088,116,0.02167234795619466
1932,016,079,015,0.009345287675301184
1933,187,059,144,0.007044013033783991
1934,104,046,077,0.02322447056752308
1935,157,167,062,0.002231596528789903
1936,004,190,059,0.023179343356278248
1937,087,102,001,0.0047830032037137205
1938,081,121,107,0.002587905033152982
1939,148,146,082,0.005107549669619349
1940,084,157,013,0.0005783201984513875
1941,122,045,066,0.003568006691562542
1942,149,114,123,0.0205500254133566
1943,188,157,026,5.771200822235478e-06
1944,075,172,042,0.008220973427750966
1945,195,097,104,0.011810521297461296
1946,123,165,187,0.04487954654243331
1947,026,083,105,0.014233316694742149
1948,127,121,042,0.03618637892257659
1949,060,022,059,0.006739999464673518
1950,067,175,136,0.0036229614306237945
1951,151,103,132,0.001605531827672646
1952,090,173,036,0.011442413476870472
1953,193,198,113,0.0018804879560857524
1954,141,149,078,0.020096471701413043
1955,174,123,164,0.05522333026204662
1956,143,025,098,0.01952360461677405
1957,168,133,018,0.00869138545409509
1958,006,142,114,0.0002988852118673835
1959,157,071,121,0.0004084276327667169
1960,027,001,105,0.024507985293093393
1961,109,031,133,0.0025088036975591255
1962,076,081,037,0.004751084560925101
1963,144,068,080,0.005023213736751186
1964,134,075,056,0.00778841506447725
1965,168,038,008,0.0043237555605945
1966,015,054,192,0.029748455197667223
1967,029,013,071,0.025106850999242813
1968,161,140,045,0.0009250320121798605
1969,011,083,054,0.002525925834696019
1970,081,109,174,0.002259825398182924
1971,119,177,170,0.019678119177025666
1972,185,008,192,0.0020115288904777318
1973,110,129,121,0.002408331296783861
1974,184,196,084,0.002274931743757036
1975,194,131,149,0.0071090301283377455
1976,011,187,151,0.002237759620452251
1977,024,070,120,0.0012508065152979642
1978,153,088,023,0.020447828594851503
1979,008,066,062,0.00044825879093457477
1980,084,117,074,0.0006218104095784271
1981,025,114,137,0.0004787750398508317
1982,166,084,149,0.0010677084944390458
1983,132,035,017,0.001231390240805319
1984,198,042,067,0.0020449935033238775
1985,065,133,159,0.008094937496216703
1986,119,076,159,0.010085139882904937
1987,075,194,193,0.01182601018348095
1988,044,129,173,0.009630449485842352
1989,134,055,193,0.013024505659443464
1990,102,178,152,0.0007521464128739108
1991,120,196,003,-0.0003710542264774297
1992,090,023,078,0.00780894640033214
1993,185,014,031,0.002602471289281927
1994,081,132,142,0.001276676214527983
1995,108,131,042,-3.316679059595096e-05
1996,019,155,041,0.030770908354669446
1997,083,036,136,0.0025845892156053374
1998,192,108,116,0.00018812033657999994
1999,187,037,115,0.0017070660137538107
2000,001,034,071,0.029434606536992147
2001,199,063,038,0.024767625235191826
2002,079,084,129,0.00040081774146050186
2003,034,189,031,0.014916675765894394
2004,032,083,142,0.002316778194218272
2005,096,058,104,0.0016235478827021366
2006,129,042,000,0.0009508689016883842
2007,178,044,071,0.008559240840107618
