,topic_01,topic_02,topic_03,scenario_r2
563,092,087,033,0.013092517170138485
564,036,044,102,0.01010608823807102
565,078,049,194,0.0017263984307643865
566,050,065,178,0.018177004298509436
567,149,133,013,0.020540255782889427
568,141,115,073,0.000556522451628072
569,070,026,185,0.014538039854935514
570,069,142,097,0.0035826143253503417
571,158,116,068,0.005496869984467523
572,017,080,164,0.021501678064912544
573,031,098,108,0.008858262497400293
574,088,057,097,0.025289861397219893
575,013,091,023,0.007834753258699756
576,099,056,047,0.008560750847333987
577,163,146,160,0.0035087522558980844
578,057,077,109,0.009947734276218423
579,117,031,045,0.002455413435920817
580,146,098,025,0.008908472204903872
581,056,099,173,0.008560750847333987
582,039,114,183,0.009555533194006371
583,058,013,188,0.006876498268765574
584,181,142,072,0.015173223685614912
585,016,035,043,0.010602158324565458
586,078,151,166,0.0016483294963590689
587,129,088,167,0.020889859959350443
588,185,124,041,0.005699751932853214
589,168,006,061,0.004380674333040457
590,049,076,122,0.004680668989320513
591,171,084,106,0.0004559010399896035
592,043,064,061,0.01319469430355047
593,130,063,129,0.02874146150922907
594,006,199,190,3.1061519643049706e-06
595,130,049,034,0.00829735803492937
596,144,109,155,0.004680356258250251
597,055,069,062,0.01658229974965808
598,059,048,167,0.007830563485588526
599,155,103,134,0.034188647473420875
600,025,159,024,0.00045272230157777926
601,132,015,094,0.008746185637913628
602,089,042,140,0.0013355122992685375
603,003,127,166,0.03854122615747968
604,191,183,108,0.004412295511070474
605,032,176,079,0.0020049193292736023
606,062,136,153,0.019585045953905644
607,163,174,015,0.03075076700565582
608,003,008,005,0.013243070927496658
609,069,091,166,0.003923129688593763
610,164,006,143,0.0012692225363971632
611,044,152,109,0.009008671080127262
612,122,058,022,0.0020545057435313874
613,060,073,059,0.0068960255445125185
614,108,031,023,0.0016741278844961682
615,066,015,077,0.007963214891386516
616,079,076,187,0.003793099659066046
617,060,144,039,0.008793746027863314
618,183,016,130,0.009939191969168815
619,134,106,084,0.0065199646518495635
620,070,174,062,0.025801831694696853
621,040,026,006,0.014623066259942807
622,198,196,129,0.0016713130700252155
623,012,075,067,0.010168025112167633
624,022,087,039,0.004849814280251885
625,082,016,106,0.01826552611862453
626,156,034,121,0.020829495777076268
627,109,147,131,0.021770930631067498
628,092,182,097,0.010909626581184328
629,053,161,021,0.00013312734814441285
630,166,113,091,0.010027033900863791
631,104,012,007,0.001369283323266468
632,034,077,173,0.009394662989944291
633,142,038,155,0.0005113554001822118
634,041,066,136,0.0010854784668037354
635,153,103,060,0.0031015372341075542
636,169,190,173,0.016542602486495195
637,122,077,057,0.0022548228147051264
638,182,196,101,0.0005135669663862696
639,031,140,160,0.0022883125545963834
640,156,144,176,0.01800737334839997
641,191,147,046,0.021744287184184197
642,196,125,151,0.0004170190831442877
643,038,047,025,0.0016310652310622675
644,054,131,167,0.026882315705737958
645,063,176,052,0.024392016907620384
646,176,069,189,0.003387032510193344
647,130,170,149,0.01860463715084082
648,183,072,043,0.0016679592707780078
649,022,084,156,4.476671541331356e-05
650,033,192,114,0.00837988554381841
651,161,040,129,0.0009693869989580994
652,044,057,021,0.018308500828331464
653,130,117,059,0.007286395455999406
654,118,042,027,0.0011866284537400684
655,161,199,144,0.00017837500354511704
656,133,137,072,0.016175829439385447
657,000,077,069,0.002755888201109391
658,120,063,015,0.02409907036992598
659,167,012,025,0.00239194340001736
660,080,175,027,0.020781130912126633
661,098,144,077,0.011260367529405069
662,085,081,031,0.003056502093513158
663,067,115,110,0.0010591142386976449
664,134,066,031,0.002999293234326683
665,184,110,118,0.003457190462205051
666,079,159,106,-6.681295285826394e-05
667,193,129,061,0.0009759758714629196
668,090,057,132,0.010068493894483832
669,156,140,178,0.013733216275430449
670,050,147,097,0.03204291199801412
671,011,088,022,0.023877018299444552
672,001,039,038,0.036704991763605754
673,064,137,061,0.012896073771926586
674,147,023,184,0.02534021519003693
675,185,060,068,0.008594727467897245
676,022,115,161,-0.00041394005901174147
677,147,019,048,0.022179866872123144
678,174,037,098,0.02790862327378396
679,185,043,080,0.010286285662840955
680,136,195,007,0.01653835510846824
681,177,057,024,0.02427751309201065
682,115,027,195,-0.0003856262813328737
683,105,134,181,0.0025252991406510272
684,018,003,073,0.013937157737972439
685,113,089,023,0.009690166665195732
686,142,121,163,0.002633068550144224
687,044,169,051,0.013137456106645629
688,166,074,057,0.0010679463234998243
689,173,069,134,0.01338568733159673
690,193,039,147,0.009757973587367519
691,143,114,136,0.014130680920449223
692,056,082,164,0.012804600495589513
693,075,053,041,0.007746675958878124
694,072,082,005,0.007732763770794904
695,160,069,120,0.005281786291368884
696,166,120,013,0.0007266045889788852
697,050,026,049,0.028404254743022772
698,004,142,044,0.015844080834722662
699,114,032,055,0.0014078325751260001
700,012,146,064,0.0010505863716977482
701,103,125,082,0.002081704126875583
702,183,041,166,0.0025590028851792956
703,185,017,156,0.005039633931831156
704,199,081,123,0.00069507871973995
705,082,157,085,0.008103985507539102
706,029,005,089,0.0422664843713485
707,107,141,131,0.0008231064574938385
708,105,080,041,0.021046566929591504
709,136,115,143,0.012252627787687764
710,049,054,067,0.026492545533712608
711,081,185,012,0.0033740305730678433
712,026,058,051,0.016445740855281832
713,102,115,039,-0.00042081431241802747
714,011,157,060,0.00235397426077244
715,140,123,163,0.04511824974753831
716,115,050,107,0.016359235774229264
717,184,079,045,0.0023513503273127068
718,144,019,046,0.005432184121610839
719,058,052,079,0.004355755405135664
720,044,151,011,0.008562452704223289
721,061,187,114,0.001718267160857434
722,071,006,018,0.0004346976715645656
723,075,067,037,0.008195135869964343
724,060,184,003,0.008399733867995196
725,101,125,129,0.016246953859943458
726,043,069,072,0.011206554331031349
727,081,165,059,0.0015777508208478785
728,021,151,168,0.0017259929569500843
729,065,198,187,0.0039007619366480117
730,040,038,114,0.0012356594926492548
731,033,129,013,0.009406147182246194
732,050,080,108,0.03299430898856748
733,040,124,132,0.0036123799884646424
734,098,159,115,0.008608336259097737
735,038,007,101,0.001488881946738685
736,091,088,114,0.020263349425144295
737,022,187,192,-0.00016548579434916277
738,190,032,060,0.010915730825320824
739,150,047,024,0.001164874229668933
740,006,194,087,0.007845583864805272
741,138,008,123,0.00023286912804509896
742,088,065,044,0.02300614757617847
743,090,173,033,0.011442413476870472
744,116,007,137,0.002271670569242379
745,033,092,109,0.016775667320051868
746,105,103,054,0.0022270534985315837
747,035,143,066,0.013652765693816904
748,011,036,084,0.0030855786726800005
749,078,160,006,0.004125614445008918
750,017,039,055,0.013681182590394747
751,166,050,101,0.016593920387707906
752,133,127,067,0.037784668153480694
753,049,113,142,0.011555472744056328
754,036,012,192,0.0034262754958375163
755,091,016,059,0.009258236885314686
756,013,049,143,0.006967760684007285
757,085,160,039,0.004869599024821869
758,056,193,133,0.008074900455949163
759,137,051,151,0.010201043744905047
760,000,076,150,0.006605604773286311
761,134,054,000,0.029744694731902555
762,082,042,129,0.007775572107104334
763,103,076,155,0.00481809551979695
764,080,156,072,0.031293456880295833
765,017,048,131,0.003949214177606852
766,018,056,075,0.011051800716328608
767,122,143,040,0.014091771512402262
768,173,026,122,0.01933829181946012
769,012,048,068,0.0014078866875530949
770,143,077,163,0.02240761419325632
771,161,082,017,0.008521285152515379
772,061,018,097,0.004555034924484613
773,006,155,129,0.03148014858487347
774,153,160,084,0.004265584270679579
775,181,051,034,0.013563264985739343
776,113,109,114,0.01380489508520999
777,054,005,118,0.03940339605673604
778,023,115,074,0.007390031371389494
779,065,110,076,0.004492100755401296
780,071,165,026,0.00115242514047309
781,146,091,040,0.0013066071857749106
782,183,157,094,0.0018211515988958427
783,157,172,174,0.0002501091086550833
784,001,043,037,0.02907382619998622
785,165,013,120,0.008273920605816776
786,114,019,183,0.002358080747713598
787,127,107,193,0.03515697612674773
788,077,102,146,0.0009036015765924166
789,196,062,193,0.015399852322265595
790,026,191,101,0.017213336118851896
791,013,125,026,0.007540554366180174
792,047,060,131,0.009018454520247188
793,142,130,066,0.009127021591373463
794,076,055,068,0.016723158045843234
795,046,149,153,0.03791677252615433
796,098,066,191,0.00885527540084552
797,170,066,137,0.01008402543988618
798,037,141,123,0.002173233028075261
799,129,007,044,0.0020134981354509307
800,023,099,047,0.008051816773709808
801,185,195,105,0.011585212068589423
802,110,174,004,0.030281876448443268
803,176,099,178,0.0007394929178016207
804,022,003,104,0.012703591568063333
