,num_topics,evidence_r2,2,3,4
252,3,0.0034056115535127107,196,138,143
253,3,0.10741407190208829,103,134,151
254,3,0.03039533627705493,039,110,167
255,3,0.04652758223698672,107,019,110
256,3,0.043135132482393534,119,084,182
257,3,0.040068456763825755,176,127,198
258,3,0.080556579019881,022,040,067
259,3,0.025779272369884088,188,092,060
260,3,0.054692512455947306,110,027,114
261,3,0.05081984193061939,131,146,058
262,3,0.16438011768210048,120,060,027
263,3,0.05008520036143316,141,066,169
264,3,0.017560701996440442,012,123,068
265,3,0.02010694801990065,059,161,073
266,3,0.028614343036691525,159,011,059
267,3,0.10773077061419734,164,069,053
268,3,0.014360299372644603,074,070,035
269,3,0.033862531642276816,110,130,013
270,3,0.01592720023745231,195,104,051
271,3,0.016724412578491554,147,062,133
272,3,0.00902840693732776,038,019,097
273,3,0.03267132465908118,081,151,143
274,3,0.09867337738869275,194,025,134
275,3,0.008630159560254591,037,194,131
276,3,0.07705229695713556,164,161,107
277,3,0.07814073720427439,070,175,146
278,3,0.021697086533847942,031,109,148
279,3,0.01659409828153824,130,016,007
280,3,0.04276576444239055,034,067,184
281,3,0.033798506017713725,199,119,049
282,3,0.015968097733312425,069,107,032
283,3,0.03478085685226617,033,088,035
284,3,0.010112119038635958,105,115,103
285,3,0.04820865217102066,153,017,130
286,3,0.03810750048139111,127,113,008
287,3,0.09225793649883207,077,173,008
288,3,0.14510482605423447,101,025,053
289,3,0.04174069365650046,036,085,017
290,3,0.006392444730104585,117,000,149
291,3,0.10193243336598468,102,134,169
292,3,0.008955699379314841,190,130,077
293,3,0.002000621786065082,194,026,152
294,3,0.04735117614815165,052,182,198
295,3,0.038556316374343425,130,136,051
296,3,0.05005675430435752,153,146,001
297,3,0.017774292560282734,189,137,037
298,3,0.18418006807338394,120,089,090
299,3,0.08489316723103979,153,091,174
300,3,0.10343320315563154,189,067,101
301,3,0.09185585872013668,026,070,091
302,3,0.003994438990021498,026,074,122
303,3,0.10733608810079209,008,050,091
304,3,0.00721267913564394,129,029,006
305,3,0.062435007962156175,055,075,114
306,3,0.08070411459033011,085,003,069
307,3,0.028249833132386493,163,000,076
308,3,0.08117627026748464,062,194,053
309,3,0.05009278926668026,044,005,017
310,3,0.03397402778848868,109,082,090
311,3,0.11984893358769277,176,024,101
312,3,0.07078069307681056,006,134,076
313,3,0.09283790224314625,063,169,022
314,3,0.03912297128394937,069,116,076
315,3,0.012737770214194755,106,149,168
316,3,0.012078352121807079,189,016,143
317,3,0.03332074866452239,156,036,047
318,3,0.008308460396504902,029,199,099
319,3,0.010528060369005443,077,191,069
320,3,0.0028116508271155416,032,199,036
321,3,0.006376705389787629,096,015,105
322,3,0.007870720635298922,005,063,084
323,3,0.06074511675745908,011,055,040
324,3,0.00658219844375274,087,001,199
325,3,0.012025864242214745,189,105,036
326,3,0.07068535073045057,038,078,134
327,3,0.023594046620079245,155,014,170
328,3,0.012958680592026761,015,013,018
329,3,0.07479411888936971,023,198,037
330,3,0.04137988916345392,114,083,131
331,3,0.02041721782894912,107,155,106
332,3,0.04785562183335701,090,034,094
333,3,0.02462560026514804,058,166,082
334,3,0.03471574061890448,114,176,073
335,3,0.014574492945138129,097,040,124
336,3,0.03458952955956307,177,158,116
337,3,0.0685042818099415,164,012,076
338,3,0.010887735939799859,077,064,117
339,3,0.041688405114254534,103,084,047
340,3,0.017948934746095047,113,038,169
341,3,0.014176394917183033,178,079,104
342,3,0.006899661314165528,049,149,181
343,3,0.13365922111509332,091,049,004
344,3,0.17475460108421925,153,157,161
345,3,0.003495410992092385,045,138,032
346,3,0.04368239154634368,141,036,188
347,3,0.009595938301645734,074,153,138
348,3,0.05839204149743682,096,031,024
349,3,0.01789409773668038,166,124,178
350,3,0.023878717164077634,122,124,082
351,3,0.020544132752679634,183,170,029
352,3,0.11739546471166229,062,091,163
353,3,0.03175949967180525,144,150,087
354,3,0.004039912674452362,058,140,196
355,3,0.07389494723504375,107,147,134
356,3,0.02941713453064909,076,108,032
357,3,0.006264271498961804,131,087,032
358,3,0.013214949425639166,059,097,081
359,3,0.07034829536474274,076,015,003
360,3,0.022038981421617976,107,184,019
361,3,0.012144280786610118,068,142,106
362,3,0.16350109727530915,178,120,143
363,3,0.17117103318625826,050,157,191
364,3,0.007270913886164854,094,039,067
365,3,0.09304990209168496,017,027,164
366,3,0.023650285458914233,008,037,035
367,3,0.0012279764460743081,113,176,167
368,3,0.015495601355099864,143,083,176
369,3,0.0868002783725137,161,171,181
370,3,0.014987907599777528,107,113,138
371,3,0.06342462793908965,087,055,108
372,3,0.01466684678353547,027,130,068
373,3,0.02601214541180541,159,123,073
374,3,0.08758523352889824,171,168,113
375,3,0.015513190359476847,077,192,165
376,3,0.02583948744443032,132,007,185
377,3,0.033931889845182694,191,037,150
378,3,0.011054940029417315,133,156,121
379,3,0.0025191957008677823,090,016,122
380,3,0.007551593842364812,076,012,035
381,3,0.0499725383842573,136,092,007
382,3,0.07259193260553753,065,070,136
383,3,0.018847086680373604,051,049,073
384,3,0.002309253878779116,021,113,041
385,3,0.04484382487725025,108,087,153
386,3,0.011251949130773764,160,115,181
387,3,0.014125280318716293,049,107,183
388,3,0.017872596470601354,138,000,007
389,3,0.046254867126819366,163,127,113
390,3,0.06749172233838863,074,031,053
391,3,0.015968803388572872,015,063,195
392,3,0.007485354504459529,129,061,198
393,3,0.014496638506420911,148,155,198
394,3,0.025353049977047903,151,015,172
395,3,0.08633942785416626,003,049,150
396,3,0.037546906638142974,017,147,076
397,3,0.03845632972307156,137,017,040
398,3,0.014527514073372605,167,192,142
399,3,0.006757678312128257,012,185,036
400,3,0.01697900273837838,132,013,058
401,3,0.008933675573996935,051,167,039
402,3,0.014005474870368295,117,067,073
403,3,0.03665838274198008,096,116,075
404,3,0.05313378784763512,178,149,065
405,3,0.07841254995620894,195,072,163
406,3,0.007778507360197251,174,138,058
407,3,0.019748111477415398,106,132,081
408,3,0.010909310593900767,153,191,138
409,3,0.004754353282404811,199,106,012
410,3,0.0185100929233577,040,083,049
411,3,0.026267657893491947,094,007,033
412,3,0.04539858173502942,013,089,021
413,3,0.013472111362867412,105,107,042
414,3,0.08612379772833956,048,034,052
415,3,0.14330118169437622,198,071,120
416,3,0.011577444741857512,059,104,156
417,3,0.0063141246053880495,149,084,054
418,3,0.008280441871855393,115,021,032
419,3,0.005013491835693773,058,122,090
420,3,0.17698646057123368,003,164,134
421,3,0.01391844995596292,046,138,199
422,3,0.136957805802143,187,047,146
423,3,0.0855905664010177,152,184,171
424,3,0.05101054216573098,052,123,015
425,3,0.0706005620892709,003,190,161
426,3,0.055744600510318154,041,089,132
427,3,0.004133763965541659,159,125,090
428,3,0.06298971386294194,035,034,151
429,3,0.014667949517214285,069,018,194
430,3,0.06626212632436057,161,118,116
431,3,0.013436854395288633,062,117,054
432,3,0.08294492090172201,156,173,113
433,3,0.008858628423207726,051,021,031
434,3,0.02546844891426847,122,102,185
435,3,0.03364430989307987,114,037,176
436,3,0.001551304738878212,071,050,005
437,3,0.01878344951861699,161,016,046
438,3,0.028279388369859104,190,064,151
439,3,0.0011605378846868408,104,099,143
440,3,0.0659128375727287,034,047,032
441,3,0.018111256164264233,087,103,059
442,3,0.06696372371469284,181,053,097
443,3,0.04807584983026725,110,133,136
444,3,0.02742399808292928,057,122,136
445,3,0.06554753304965799,053,103,039
446,3,0.08085978111067282,000,022,006
447,3,0.054782740498223514,015,024,029
448,3,0.005439443623559526,075,165,191
449,3,0.003661594533807544,196,074,015
450,3,0.009072475894841836,070,016,074
451,3,0.08550178639271422,040,059,022
452,3,0.01739966570197926,168,181,033
453,3,0.038665019801072065,114,168,018
454,3,0.008908733001426028,066,105,051
455,3,0.15190533942941808,161,094,120
456,3,0.05777929916829183,049,055,083
457,3,0.062433370528908294,048,012,024
458,3,0.07208957285315176,014,049,003
459,3,0.010013661787031447,070,027,054
460,3,0.004560571082976805,016,117,199
461,3,0.09381076652313003,099,034,091
462,3,0.08236714261967581,065,019,043
463,3,0.10527070251635462,043,165,134
464,3,0.0065962333158741115,027,066,105
465,3,0.07204042728189208,060,049,023
466,3,0.0476329228141652,071,081,055
467,3,0.03716995564009706,148,174,119
468,3,0.012354066635961503,191,121,067
469,3,0.07723810222426808,181,150,072
470,3,0.034479613073289506,099,071,017
471,3,0.019486894190893778,063,077,124
472,3,0.02966463972889888,152,001,114
473,3,0.05393930189453233,148,039,065
474,3,0.028275889446099156,048,170,015
475,3,0.024361530787637697,073,098,061
476,3,0.0813390539688501,038,003,107
477,3,0.19530040058499465,007,024,157
478,3,0.03021097291051633,102,096,069
479,3,0.08719282022173536,109,055,047
480,3,0.02923313595854915,043,054,071
481,3,0.015265104486262393,007,155,056
482,3,0.06336344881483214,121,090,024
483,3,0.027825732473763742,150,189,066
484,3,0.056712025314570425,024,062,080
485,3,0.04393661771890356,142,034,013
486,3,0.07651999989417224,187,167,045
487,3,0.00660085888334816,021,036,121
488,3,0.012643830617900198,168,103,198
489,3,0.05760060433916381,065,012,073
490,3,0.026449448343744186,080,007,170
491,3,0.024859302749208667,184,170,059
492,3,0.007532758672282758,005,167,188
493,3,0.021686593832023315,059,121,155
494,3,0.029311341794918677,043,042,104
495,3,0.012649511650573486,045,046,061
496,3,0.024684815841977237,099,153,150
497,3,0.005431194298443298,106,125,090
498,3,0.03265403525236765,110,016,155
499,3,0.07909821397572636,052,165,024
500,3,0.07930523402962641,081,122,171
501,3,0.009427452553860571,138,142,049
502,3,0.09329713622701086,098,187,178
503,3,0.07357459934017474,147,063,187
504,3,0.1593452564566762,070,120,169
505,3,0.06742773706076155,164,129,122
506,3,0.045709957736860374,037,116,063
507,3,0.043934598466579766,054,191,047
508,3,0.010660942015135233,026,122,018
509,3,0.08479590770160828,022,037,140
510,3,0.021575376574075156,096,137,098
511,3,0.05778245977428054,050,024,029
512,3,0.05191952642584585,071,065,196
513,3,0.03700386211455309,025,074,094
514,3,0.019086510064318163,094,018,038
515,3,0.020266546127305052,068,123,133
516,3,0.0379714508793636,005,136,048
517,3,0.08175074516692982,125,173,084
518,3,0.14289552513976167,120,050,078
519,3,0.04125413744004314,150,191,094
520,3,0.04323971840847862,118,167,032
521,3,0.06666175105304406,072,166,056
522,3,0.057775266003877945,089,046,037
523,3,0.16342356600487096,085,120,044
524,3,0.008070277060490239,153,049,077
525,3,0.034306638691592894,199,131,119
526,3,0.0764717272847465,134,031,196
527,3,0.046786238140275827,088,109,087
528,3,0.1092051546265127,090,053,022
529,3,0.028484574730733514,050,121,088
530,3,0.03349287935151901,033,048,047
531,3,0.055964000545886905,169,151,127
532,3,0.010292023115184068,007,129,097
533,3,0.00176881163437137,113,039,190
534,3,0.029154496093093507,163,185,142
535,3,0.03599516077999476,117,127,001
536,3,0.007168355494373224,103,026,177
537,3,0.17742644628596482,157,143,122
538,3,0.06356876775287368,072,077,143
539,3,0.05761978487090236,098,083,127
540,3,0.05752124403033876,119,025,182
541,3,0.09591051156656727,146,011,055
542,3,0.05495135106117055,170,158,089
543,3,0.005574551071337308,013,026,181
544,3,0.05953139976237609,024,143,097
545,3,0.21185742461129642,072,157,024
546,3,0.01743391417412532,149,033,051
547,3,0.04069423197107891,075,116,191
548,3,0.07342788846351156,146,025,107
549,3,0.1590841277877063,187,146,003
550,3,0.013799891279021259,198,054,195
551,3,0.06171995129190444,025,024,058
552,3,0.04041861927137913,079,110,016
553,3,0.00797587485393747,181,153,129
554,3,0.07280186310916381,019,184,072
555,3,0.0632776404786709,072,075,167
556,3,0.06267084907548426,090,065,124
557,3,0.008408256622638444,069,138,036
558,3,0.1820085573979071,074,042,157
559,3,0.015700534331512084,019,041,035
560,3,0.01606769732967539,185,129,008
561,3,0.03429532074099906,117,073,088
562,3,0.08377828238924467,071,171,108
563,3,0.09620171714649894,074,092,173
564,3,0.07382667816042654,088,114,004
565,3,0.09733864721553276,024,003,054
566,3,0.013705510848336933,190,078,124
567,3,0.05281501996567217,034,008,067
568,3,0.0125581125952976,182,068,198
569,3,0.019466642830054504,138,144,090
570,3,0.01651844480761988,153,107,156
571,3,0.0030302978897911448,077,178,039
572,3,0.028259939770325482,073,025,050
573,3,0.03351554062903872,194,114,069
574,3,0.020205095726564926,098,176,188
575,3,0.013699196945904935,103,073,061
576,3,0.051906147458671725,155,055,185
577,3,0.03953480013448307,136,032,102
578,3,0.18359735458924498,157,082,137
579,3,0.06620062246974123,008,146,025
580,3,0.026210358889778296,150,060,176
581,3,0.0436737210089887,089,099,067
582,3,0.04551516264167099,118,001,161
583,3,0.08096409136844063,067,173,090
584,3,0.016988452224692807,039,015,123
585,3,0.08410414372809083,022,165,073
586,3,0.017655347571514657,015,011,036
587,3,0.0018591124570562778,090,104,049
588,3,0.06985480031127356,134,061,071
589,3,0.01489265962521713,155,193,082
590,3,0.025949423702447127,176,057,088
591,3,0.016247509696268203,042,195,073
592,3,0.02836761969457302,159,192,109
593,3,0.04645310093694377,055,005,067
594,3,0.0009166636914251791,199,039,045
595,3,0.012716341499611428,019,063,049
596,3,0.018849070001446866,132,196,087
597,3,0.1849024082321935,157,192,008
598,3,0.16173586289604225,120,177,194
599,3,0.09631835331018868,171,007,109
600,3,0.1717030855993068,019,165,157
601,3,0.04300417178380733,114,185,008
602,3,0.00827700869057113,075,156,037
603,3,0.012018919048517707,066,115,189
604,3,0.06440750312439225,133,072,190
605,3,0.01773123878478644,138,066,083
606,3,0.10874406487790889,084,171,127
607,3,0.000847213539124092,099,190,039
608,3,0.025253277505630334,071,189,170
609,3,0.04890129903026763,146,078,183
610,3,0.10015207791649183,107,134,025
611,3,0.027159049283736914,047,125,178
612,3,0.011637242659918834,077,177,121
613,3,0.0022663079708303835,165,015,068
614,3,0.04768242497773312,082,193,141
615,3,0.005272714139061718,015,113,064
616,3,0.016812302839964044,113,069,082
617,3,0.01654038296637861,078,103,008
618,3,0.044680117520660034,116,170,113
619,3,0.02775529217334205,151,105,077
620,3,0.11745750804011745,173,019,134
621,3,0.02399527856699546,048,142,192
622,3,0.00622040050042616,039,131,106
623,3,0.051007487640794213,189,184,146
624,3,0.08339947084505606,022,131,029
625,3,0.021707294306007152,071,032,163
626,3,0.029909615685605573,156,025,081
627,3,0.11227250646805309,068,022,065
628,3,0.029817101569191595,136,069,147
629,3,0.17095905572809356,157,125,134
630,3,0.02660182592402338,074,163,181
631,3,0.0634151257250094,072,099,045
632,3,0.08299714434177385,077,104,171
633,3,0.08423637470437773,173,097,058
634,3,0.02450645568885179,152,161,102
635,3,0.08080200825204964,003,080,102
636,3,0.04701877984567271,055,138,075
637,3,0.03513217630623289,150,077,070
638,3,0.026724361845484657,041,069,163
639,3,0.10784117129273962,124,065,134
640,3,0.004356684937887767,081,066,006
641,3,0.03569933186496965,116,182,125
642,3,0.07942687489292355,182,148,053
643,3,0.021327372304867143,040,011,099
644,3,0.05244942713337086,189,118,160
645,3,0.05545921090966144,106,150,116
646,3,0.01982050044208883,085,014,107
647,3,0.04574628298623851,195,127,156
648,3,0.028949957461218978,041,132,144
649,3,0.025251051504710964,107,018,005
650,3,0.006763721030520808,031,165,188
651,3,0.05192919331123114,160,039,065
652,3,0.025581401491822975,189,082,125
653,3,0.09336905293115672,159,118,003
654,3,0.1404944754322165,072,022,017
655,3,0.03934414508344364,027,114,018
656,3,0.021399319126867544,079,070,183
657,3,0.06551321278821154,127,144,119
658,3,0.02609339961011936,059,123,066
659,3,0.05524462091657156,143,089,144
660,3,0.009339041460062925,185,077,061
661,3,0.015999979032279676,175,001,016
662,3,0.004092155942363229,148,147,099
663,3,0.03252097937230125,007,041,088
664,3,0.032087255295752404,056,110,148
665,3,0.020166246215243877,105,109,194
666,3,0.00963864267962189,148,137,094
667,3,0.013806536317363949,156,054,195
668,3,0.07940753606029372,134,189,011
669,3,0.07226469603833097,075,117,187
670,3,0.11541871022195949,163,125,171
671,3,0.021164059426232562,026,051,132
672,3,0.0097885795612217,016,096,168
673,3,0.0048405800668361865,050,058,194
674,3,0.045552926878817956,005,098,127
675,3,0.06853703221786511,131,053,153
676,3,0.0020816516240639293,001,006,122
677,3,0.10671546928725917,091,106,121
678,3,0.12432240918848425,017,171,052
679,3,0.04441145785087308,004,151,159
680,3,0.0774856793255082,187,056,001
681,3,0.04229279181343615,119,166,196
682,3,0.023019478924460435,031,105,088
683,3,0.0038798182752787236,137,077,032
684,3,0.09812502775674015,108,008,171
685,3,0.10089372478367331,146,190,055
686,3,0.033680748456011655,085,132,192
687,3,0.0046428228018088324,063,075,056
688,3,0.01031493393887084,142,049,155
689,3,0.0023270316848580386,021,026,156
690,3,0.005138198427135809,099,184,138
691,3,0.07178101839001538,081,080,164
692,3,0.15671029421877414,120,088,131
693,3,0.023747321260380483,183,175,051
694,3,0.021949024635412262,138,123,140
695,3,0.09074262436478364,064,091,140
696,3,0.05205001249786845,088,006,108
697,3,0.03417371030974614,124,031,088
698,3,0.006656823664561773,061,050,161
699,3,0.054070316909347826,056,025,088
700,3,0.017662723567342664,000,125,107
701,3,0.05903942705872467,079,142,118
702,3,0.006461623195551214,160,188,167
703,3,0.02749532857152992,088,006,188
704,3,0.08097546226289343,167,173,041
705,3,0.08405680449279884,067,171,070
706,3,0.03484749191117564,142,116,075
707,3,0.11040968007253471,173,089,081
708,3,0.022890673450322696,193,027,073
709,3,0.021610121478744637,163,006,178
710,3,0.030552251858000257,144,163,177
711,3,0.08513753844542071,003,099,136
712,3,0.09369666119204634,003,118,029
713,3,0.03972348100244971,108,016,029
714,3,0.01397305782687519,175,006,061
715,3,0.01968799598035431,014,059,073
716,3,0.00569889751303243,105,133,061
717,3,0.03321799926822422,168,075,110
718,3,0.07930534257632738,072,175,076
719,3,0.080145615486922,187,143,198
720,3,0.04044315176518265,000,181,017
721,3,0.03934471219315294,076,127,099
722,3,0.008280466546484622,012,185,077
723,3,0.03823599328657723,108,117,015
724,3,0.06326420501977337,115,024,097
725,3,0.07276723428167664,134,107,036
726,3,0.07789476324198696,055,190,187
727,3,0.021425365343741176,044,029,078
728,3,0.0061693515171692415,174,038,106
729,3,0.009054378728401091,199,077,185
730,3,0.1385899822471709,146,171,006
731,3,0.00883807812917825,113,029,148
