,num_topics,evidence_r2,2,3
554,2,0.07655996552338207,040,187
555,2,0.005607672937983921,070,039
556,2,0.010129650305371385,018,038
557,2,0.017979848139167975,062,192
558,2,0.0016459990187188689,016,137
559,2,0.0009539234651568806,038,078
560,2,0.0005927416280684383,066,190
561,2,0.007217470516912239,029,068
562,2,0.004462365332175922,103,105
563,2,0.01202357344066407,000,018
564,2,0.016325227615023752,081,124
565,2,0.023692811105691436,195,092
566,2,0.0007717430865609165,194,021
567,2,0.0015958784151016703,078,067
568,2,0.04187146254400531,165,034
569,2,0.10941006880705628,171,033
570,2,0.006462289512875752,097,037
571,2,0.0078026185881520105,177,070
572,2,0.0022796170539075566,013,068
573,2,0.05439541708483808,181,065
574,2,0.04858119823314422,094,118
575,2,0.022822966957468993,075,088
576,2,0.03097703563180154,043,129
577,2,0.004109741438342307,152,040
578,2,0.006866205464518327,183,035
579,2,0.0019662164687397343,122,061
580,2,0.08315392216760531,091,050
581,2,0.010374662171257043,189,097
582,2,0.17142490381682696,157,195
583,2,0.05140223894699858,127,094
584,2,0.1725037862736556,091,157
585,2,0.0062396009908950445,054,168
586,2,0.012100441904126291,058,059
587,2,0.020333953193283683,098,195
588,2,0.18168759254645672,024,120
589,2,0.005774909272900142,087,131
590,2,0.03794863841412521,114,059
591,2,0.0038021815983572127,149,148
592,2,0.013402790196888836,117,130
593,2,0.02364679863038288,074,109
594,2,0.06707231275379555,012,164
595,2,0.004564650200181264,131,058
596,2,0.021627474110160416,025,129
597,2,0.003329439504324516,159,050
598,2,0.002298235933588799,113,090
599,2,0.014764644521193082,196,083
600,2,0.000407904755523103,167,099
601,2,0.08701461769880825,175,173
602,2,0.00577516553271018,155,160
603,2,0.047225041336287465,118,121
604,2,0.033681202903092955,158,116
605,2,0.02239432077168424,115,170
606,2,0.03813569408232309,052,090
607,2,0.001216983823294937,113,026
608,2,0.002143230363976234,105,036
609,2,0.06748193322659135,072,064
610,2,0.07825062401672367,001,022
611,2,0.00043975153202735484,078,071
612,2,0.10175282494779847,151,171
613,2,0.01005471963231519,063,087
614,2,0.08471580475090679,146,055
615,2,0.027793045029021912,018,163
616,2,0.032499922077619536,016,116
617,2,0.08933247187005611,059,173
618,2,0.007758110003185492,115,031
619,2,0.011576883221978251,070,166
620,2,0.17121199483477512,157,113
621,2,0.01757394231384768,113,170
622,2,0.005850472239392279,168,056
623,2,0.05166139290245508,034,155
624,2,0.03562097141431897,136,007
625,2,0.020459314453068367,069,169
626,2,0.10216843958862398,101,108
627,2,0.00039464494632268643,032,006
628,2,0.011275533892520784,189,199
629,2,0.07667412899283199,123,072
630,2,0.012730337324863505,085,070
631,2,0.07934067190262717,022,153
632,2,0.009640416747724534,182,121
633,2,0.0014774803373979184,039,140
634,2,0.008223010577028789,074,096
635,2,0.01742572041478785,062,090
636,2,0.03102658995376162,043,000
637,2,0.022654872902502676,085,144
638,2,0.0009449910012369056,184,045
639,2,0.002334768359389283,148,066
640,2,0.005732441112794029,069,061
641,2,0.010195240850279785,147,019
642,2,0.01271618088521087,161,189
643,2,0.0031671124718939403,076,184
644,2,7.875496359621703e-05,160,104
645,2,0.058301714296658314,056,024
646,2,0.015481650593254681,021,062
647,2,0.00304820978864373,054,013
648,2,0.038295391999307205,035,017
649,2,0.05391841814909171,065,076
650,2,0.006934079630653733,084,177
651,2,0.005339315279761059,149,133
652,2,0.009987333053645409,189,026
653,2,0.14980624595496494,120,114
654,2,0.005279219674152791,158,036
655,2,0.007229695683882098,049,198
656,2,0.020593697713457093,168,123
657,2,0.01773939321561846,098,199
658,2,0.14416707037907173,099,120
659,2,0.05098106583702178,152,146
660,2,0.023018171326006476,163,198
661,2,0.026224294251988578,062,123
662,2,0.005198831444869545,087,147
663,2,0.011468991752383362,046,012
664,2,0.07426323619939645,105,187
665,2,0.009913850275956149,074,155
666,2,0.14564591415034,120,172
667,2,0.03293399472991965,140,108
668,2,0.03941103764843046,141,194
669,2,0.02683818479422273,077,044
670,2,0.02903084013523738,043,184
671,2,0.03263780235231373,015,116
672,2,0.06535609461449865,023,104
673,2,0.013449514580236577,094,070
674,2,0.07689315293533172,023,169
675,2,0.04680716764215964,163,116
676,2,0.005608957093908518,142,147
677,2,0.005750791955990819,013,191
678,2,0.013300233894081304,008,152
679,2,0.028452362099302464,109,062
680,2,0.05001652549536406,019,118
681,2,0.07795609770240641,119,065
682,2,0.012302604755623503,182,037
683,2,0.0009197246450518559,039,199
684,2,0.06854323624482217,053,094
685,2,0.11956958236893211,024,134
686,2,0.0035322661829191304,149,058
687,2,0.01590691532571986,195,051
688,2,0.007745062027697425,143,130
689,2,0.005653433281217701,161,131
690,2,0.08227273811457825,173,021
691,2,0.009333775858540672,133,070
692,2,0.09385334142695212,109,171
693,2,0.07954571076682937,168,187
694,2,0.08128934675435273,022,029
695,2,0.05548035238694804,089,169
696,2,0.08051253518771939,191,022
697,2,0.08877051196544306,173,029
698,2,0.08088157244898397,173,031
699,2,0.021313996493804832,102,152
700,2,0.001367500782023634,160,090
701,2,0.0058363483663895765,057,158
702,2,0.0005725637552206342,075,190
703,2,0.06645614646062403,065,011
704,2,0.03336622197321848,109,082
705,2,0.03193942143067596,013,047
706,2,0.005093627053942451,063,165
707,2,0.015719476725012393,098,075
708,2,0.05203581688804049,065,066
709,2,0.009842209256536893,137,007
710,2,0.006267710798145032,121,036
711,2,0.023090229107523008,088,152
712,2,0.04960264693468375,037,055
713,2,0.029073831619851553,147,043
714,2,0.008680202079486166,021,085
715,2,0.18837492330020267,157,025
716,2,0.020499188848244754,073,144
717,2,0.058485664696106165,018,024
718,2,0.01692096284330169,046,193
719,2,0.1703974375675894,138,157
720,2,0.0019186892240600217,194,054
721,2,0.004150687683103227,078,084
722,2,0.0031111950856145265,057,005
723,2,0.0142594388119619,167,144
724,2,0.0020679706821153943,149,184
725,2,0.030175930879897672,110,099
726,2,0.05198912180187887,004,017
727,2,0.06721857915341878,178,164
728,2,0.007271955763260007,061,198
729,2,0.015335581671004128,177,107
730,2,0.07396656737175866,187,021
731,2,0.0011932810211302547,038,143
732,2,0.021121008456902457,073,083
733,2,0.011602606748342459,082,104
734,2,0.005914261636236096,021,027
735,2,0.07586352150146214,053,033
736,2,0.00036506044076678457,042,178
737,2,0.013005646095499146,122,124
738,2,0.050210526325344396,146,058
739,2,0.0349397246929819,151,130
740,2,0.14250801047236283,039,120
741,2,0.013628583302518038,033,037
742,2,0.010346185721580414,161,033
743,2,0.004717305949226924,021,063
744,2,0.044014208890112316,137,055
745,2,0.06532197628468661,146,114
746,2,0.09090655133039949,136,022
747,2,0.17647016288515138,144,157
748,2,0.008015608016562759,160,130
749,2,0.008780269853848832,013,115
750,2,0.14457551793334167,120,125
751,2,0.04283392666243169,017,166
752,2,0.013209485067285587,125,175
753,2,0.007042205375596966,198,199
754,2,0.011806228133110053,071,132
755,2,0.04381584809267702,068,118
756,2,0.015900745078441414,011,099
757,2,0.026825285732348214,132,004
758,2,0.0218306947360275,008,094
759,2,0.07518644444222133,187,190
760,2,0.0036803886310762257,076,147
761,2,0.0034210804892518265,080,066
762,2,0.013030218603778843,105,062
763,2,0.04126703218620964,052,117
764,2,0.006977463325397615,185,177
765,2,0.06869834979825284,032,003
766,2,0.0031747024385794242,172,042
767,2,0.019166246704782286,123,133
768,2,0.0347100944719011,043,142
769,2,0.007522292445085843,168,148
770,2,0.02988612516153688,165,043
771,2,0.0028923995831813265,032,117
772,2,0.011871840829149383,192,177
773,2,0.06876749294622087,001,003
774,2,0.012356643170919113,132,041
775,2,0.004768582412171485,063,199
776,2,0.040816265631787196,096,052
777,2,0.015579938533853532,077,033
778,2,0.03581775347371241,116,018
779,2,0.0010824987698939692,013,071
780,2,0.007911036528131965,148,191
781,2,0.004410092646641939,190,158
782,2,0.005454502584600784,133,147
783,2,0.00988724323286394,038,059
784,2,0.013523946178776836,132,014
785,2,0.016214613358810026,011,090
786,2,0.03893725699733441,127,199
787,2,0.06540702396283193,023,075
788,2,0.027928724095777513,025,044
789,2,0.0107418358763115,029,106
790,2,0.10745143238471433,118,171
791,2,0.0012732798531904788,071,054
792,2,0.02999420607658887,110,067
793,2,0.0017843262519817715,122,068
794,2,0.05230090842472013,032,065
795,2,0.004224409714563837,084,105
796,2,0.007053311288610531,155,156
797,2,0.014255317014869262,085,115
798,2,0.014275078250072792,191,029
799,2,0.1302489663214158,164,187
800,2,0.005682778674006017,191,125
801,2,0.08277610110682265,183,173
802,2,0.06631507528851832,017,141
803,2,0.0021493703167836387,015,149
804,2,0.029050938401174453,108,032
805,2,0.005950977285051118,122,168
806,2,0.0721900796507351,187,050
807,2,0.010563201683818968,189,054
808,2,0.07757318436302085,023,079
809,2,0.0040110566915873,074,199
810,2,0.01773905076070892,182,007
811,2,0.047686232388583716,114,136
