,num_topics,evidence_r2,2,3,4,5,6,7,8
318,7,0.13065668142266995,061,159,057,091,116,194,130
319,7,0.013354447785995482,027,081,177,099,066,068,021
320,7,0.1171800452785633,017,198,063,022,158,147,025
321,7,0.07441728580387941,188,141,176,119,078,074,158
322,7,0.06638569443266373,155,131,161,060,140,136,116
323,7,0.14499837355548995,094,057,082,003,007,072,121
324,7,0.1506087787293776,094,150,047,027,035,013,173
325,7,0.07375320452332401,044,090,048,127,012,192,085
326,7,0.03584503852417642,015,058,143,105,050,088,073
327,7,0.09318466806076053,015,173,049,104,137,001,051
328,7,0.059175617566246785,194,131,103,127,033,014,067
329,7,0.09669698868236587,087,004,114,116,014,096,073
330,7,0.07790514861894038,107,141,160,034,070,184,113
331,7,0.018312609308701266,041,066,160,013,107,103,194
332,7,0.10200937241444863,122,189,059,091,099,143,080
333,7,0.16166114359317096,042,004,134,161,122,060,170
334,7,0.025984694099716044,077,012,122,123,181,050,172
335,7,0.1011455604640501,064,191,174,022,092,131,087
336,7,0.0329613320848714,149,191,189,046,026,156,184
337,7,0.05903836662230355,118,008,056,149,014,016,013
338,7,0.10777541348855468,094,059,127,082,004,033,102
339,7,0.08397555261423639,027,127,001,036,161,063,024
340,7,0.05664450870746662,166,191,006,079,167,085,151
341,7,0.09586603414679551,146,193,006,172,026,177,118
342,7,0.09990476261231274,181,016,168,148,026,071,091
343,7,0.0918138697944646,156,004,060,188,169,079,047
344,7,0.12366129794611458,051,024,194,115,199,022,064
345,7,0.06927554519020762,138,172,032,088,189,110,131
346,7,0.03586883830657461,071,047,000,042,097,067,137
347,7,0.03823741371997924,068,104,085,083,078,082,147
348,7,0.10652374554547461,188,153,171,136,155,075,113
349,7,0.040583102822043804,080,182,063,137,168,011,143
350,7,0.07389194120526643,041,024,148,167,130,143,198
351,7,0.08544462846194822,187,155,168,077,165,117,015
352,7,0.1857948374669497,157,133,080,059,051,001,105
353,7,0.011394513757602698,140,190,152,094,049,006,061
354,7,0.02357139867453384,189,199,075,007,122,050,115
355,7,0.09389017174541048,063,098,004,189,138,079,110
356,7,0.1556462284655007,136,101,049,132,037,018,065
357,7,0.1907531080585464,090,044,039,177,055,091,003
358,7,0.05844940148205091,025,059,016,032,140,110,188
359,7,0.19055328230138235,000,054,042,122,137,157,031
360,7,0.09167063389776087,008,057,012,132,121,052,110
361,7,0.09495096912399448,058,158,022,195,073,161,148
362,7,0.06332993242719398,118,061,194,189,071,062,045
363,7,0.12608722478247214,127,069,077,038,116,053,194
364,7,0.12342388596764631,001,055,075,151,072,144,070
365,7,0.08118004040787175,071,079,051,136,052,035,087
366,7,0.16635617394103341,061,192,083,167,104,120,097
367,7,0.10241211773298098,198,005,192,142,026,016,171
368,7,0.0826263753568508,032,160,124,043,013,052,088
369,7,0.1782667718730493,035,183,044,091,101,122,006
370,7,0.03667262485180611,102,103,081,152,096,021,142
371,7,0.08695606623753938,036,084,058,019,054,134,015
372,7,0.05131474357846444,069,014,184,195,097,025,079
373,7,0.11054832804206727,013,163,068,023,149,114,037
374,7,0.16056857616285736,149,194,031,123,173,072,110
375,7,0.21118657894283555,165,131,158,166,097,120,048
376,7,0.0328104994546673,107,176,094,130,076,050,132
377,7,0.07471250173579103,113,119,147,137,037,155,150
378,7,0.028550390415916338,015,102,199,177,143,156,167
379,7,0.054457609770384496,107,127,177,194,174,148,183
380,7,0.05458898813854962,158,121,194,119,006,080,124
381,7,0.07090482689505984,094,195,017,074,025,105,194
382,7,0.08952052500352248,130,170,062,161,196,103,003
383,7,0.01970948825169805,143,195,068,077,148,103,056
384,7,0.08818992522395108,185,067,054,025,105,053,196
385,7,0.09120216205677112,040,045,187,013,170,166,070
386,7,0.2023172655785358,019,106,119,120,004,063,130
387,7,0.12796695018797577,054,066,023,127,019,069,003
388,7,0.1232689654191147,055,029,022,138,132,045,137
389,7,0.08955825516684945,023,013,105,130,158,081,098
390,7,0.09377414732553768,176,069,000,143,080,171,188
391,7,0.11464917099270133,187,029,059,102,105,131,110
392,7,0.07165156571148401,046,192,096,037,098,043,105
393,7,0.10770891763203161,091,172,184,094,176,161,068
394,7,0.10051487243555735,150,049,062,069,058,156,108
395,7,0.11140826702952511,051,014,165,004,052,024,001
396,7,0.07289928692586278,150,109,191,058,114,188,166
397,7,0.04199095925747476,099,084,174,144,088,121,185
398,7,0.032684882542524774,026,074,042,194,196,136,199
399,7,0.10197475013750479,169,061,018,181,046,072,049
400,7,0.06360184929318835,004,189,008,045,184,142,151
401,7,0.06347804979553628,055,147,011,148,174,140,184
402,7,0.17491451025145177,004,003,022,045,119,012,143
403,7,0.10128028648990006,146,026,175,132,107,034,012
404,7,0.14146270793230653,171,191,122,014,118,067,065
405,7,0.10932749724020341,106,040,034,164,123,129,160
406,7,0.08961578196705333,041,032,092,170,114,034,007
407,7,0.13566325468234686,108,134,171,046,076,056,160
408,7,0.10101878087103744,008,184,171,158,090,054,035
409,7,0.20006047895075374,102,091,157,054,175,081,058
410,7,0.030131930026192855,166,001,085,060,094,078,045
411,7,0.061594741949060894,048,033,127,078,044,150,041
412,7,0.11142861076404653,134,039,075,007,019,165,146
413,7,0.07411283154673698,114,156,047,117,166,018,129
414,7,0.1285642206456883,170,069,072,096,047,192,023
415,7,0.14726057140278193,146,122,034,140,023,055,084
416,7,0.052655082705325706,156,054,177,159,011,066,136
417,7,0.03414219322646106,021,088,178,050,013,193,103
418,7,0.12647599518904828,142,107,148,070,134,063,004
419,7,0.22550475187307595,114,048,045,121,043,065,157
420,7,0.10968855933886024,052,059,079,065,038,161,117
421,7,0.06662609443334289,138,142,146,097,074,096,083
422,7,0.07120285651123626,034,068,018,005,098,039,191
423,7,0.14877148115669425,150,052,148,067,106,101,094
424,7,0.14224228478883993,070,085,087,105,118,080,091
425,7,0.029091974132394727,006,167,199,107,178,062,125
426,7,0.0936834003815602,118,177,081,115,059,048,191
427,7,0.035754405025211655,042,069,008,041,037,192,070
428,7,0.04618576364881544,105,150,041,113,031,038,151
429,7,0.07042226211223901,050,096,160,075,089,088,035
430,7,0.09967015621038167,005,042,065,083,192,082,048
431,7,0.07837326352622098,078,146,183,087,048,138,011
432,7,0.030784018432749027,075,044,106,160,172,174,014
433,7,0.09075629275882358,185,140,153,052,121,116,175
434,7,0.014697190557314777,035,045,056,181,040,039,041
435,7,0.0824144478676232,144,127,105,146,064,182,062
436,7,0.03560063370175759,066,158,088,104,027,035,178
437,7,0.10984637724378798,161,082,159,109,116,097,072
438,7,0.09935491338534053,078,153,048,072,166,191,132
439,7,0.05064563180490611,138,151,037,130,062,012,097
440,7,0.01897853542418737,198,159,140,071,060,185,113
441,7,0.03225298406889332,153,123,160,000,176,048,064
442,7,0.10021734340683863,140,118,147,039,088,146,099
443,7,0.12648348528914466,022,084,029,146,107,167,198
444,7,0.08577274210272556,193,170,037,038,023,165,190
445,7,0.08220058097014038,026,053,144,147,084,050,129
446,7,0.13277264346258855,150,118,003,151,017,181,026
447,7,0.04350842675956512,037,098,036,172,087,175,045
448,7,0.09377991882680525,084,003,025,029,125,018,133
449,7,0.03375523296648397,045,131,172,104,064,043,056
450,7,0.09465326136949692,006,130,074,079,023,106,073
451,7,0.10064452511337896,013,166,193,091,142,190,090
452,7,0.1713141920305784,000,107,120,117,115,152,166
453,7,0.12053097570032345,033,119,066,052,024,191,167
454,7,0.12074429507955053,087,078,184,085,127,022,098
455,7,0.0998384792042104,122,150,102,059,089,032,116
456,7,0.05525431558083638,054,084,165,014,199,118,138
457,7,0.12078445901862811,156,019,161,021,055,076,164
458,7,0.07483303709103295,005,129,123,199,004,041,017
459,7,0.03244188799076664,048,041,121,190,142,036,032
460,7,0.09993422857185696,194,022,096,188,027,149,109
461,7,0.0476001635389095,038,007,155,050,018,004,094
462,7,0.10429948310249215,039,152,138,013,003,063,118
463,7,0.19315786991942407,003,122,091,144,167,173,096
464,7,0.13172877868307953,187,127,155,026,185,189,004
465,7,0.1549392943711716,124,090,118,116,189,101,032
466,7,0.14362909592662454,053,138,150,132,118,031,136
467,7,0.13547462930306364,022,190,065,059,007,198,018
468,7,0.09043655495864744,032,012,029,060,053,008,045
469,7,0.1372080795127203,171,152,026,023,011,142,169
470,7,0.05995313296568816,146,006,058,026,105,183,081
471,7,0.0794934030058948,024,129,181,041,071,151,193
472,7,0.06661847311688207,034,151,013,198,039,097,172
473,7,0.010419246221242795,021,177,131,064,097,049,016
474,7,0.18333822118299103,183,182,168,077,060,120,070
475,7,0.1762574998844697,106,150,078,187,071,090,003
476,7,0.08195430783365165,116,089,061,026,099,011,057
477,7,0.09533561651492783,144,075,160,169,042,023,166
478,7,0.1288910059484072,099,149,164,131,150,051,072
479,7,0.1343297900815713,142,102,074,141,043,097,091
480,7,0.02848752584106018,061,189,104,155,181,198,038
481,7,0.05901620713710509,018,012,087,192,108,058,117
482,7,0.24381885998349806,101,183,069,052,120,056,072
483,7,0.13631459848308547,061,173,080,052,000,081,089
484,7,0.12066166204897733,031,063,119,016,022,080,151
485,7,0.06467793303448888,050,047,189,168,041,069,043
486,7,0.06306289182460023,140,123,121,108,071,137,019
487,7,0.03901002492397043,147,184,195,019,193,191,078
488,7,0.10364086543516049,098,172,044,076,140,022,027
489,7,0.05028508157055367,073,037,133,170,150,071,081
490,7,0.1859815948553556,164,053,069,098,120,063,091
491,7,0.07973740569446197,105,146,092,025,131,153,054
492,7,0.20190157001990638,073,120,190,163,099,108,158
493,7,0.1358349841630715,105,047,012,184,134,114,001
494,7,0.039116180335603934,113,183,109,083,181,105,156
495,7,0.08610216961052874,080,032,087,023,088,069,104
496,7,0.11901322171300022,156,132,134,170,079,052,142
497,7,0.18914351703651888,072,195,137,104,017,120,132
498,7,0.0464235587818439,183,150,115,121,181,051,097
499,7,0.05801176603725988,174,041,127,044,098,033,006
500,7,0.1060852038565665,091,034,153,172,178,013,106
501,7,0.08203395384774248,066,148,141,033,076,047,021
502,7,0.07840232809422254,155,029,060,038,003,039,043
503,7,0.12566223736489124,053,168,176,108,084,189,062
504,7,0.21189655008993002,048,144,027,132,029,140,157
505,7,0.13608994040254907,022,021,091,105,190,066,059
506,7,0.1245695568416576,167,164,080,134,059,137,001
507,7,0.051228686265680334,026,142,047,084,036,189,167
508,7,0.1160979566084348,022,161,102,133,026,119,070
509,7,0.05257160269052363,045,051,060,122,000,170,011
510,7,0.10328461803515188,042,078,035,003,108,038,124
511,7,0.11768683051591033,050,055,003,029,170,007,016
512,7,0.03722176970318403,159,035,097,060,175,130,152
513,7,0.09101962973016087,108,142,118,119,021,029,045
514,7,0.0919129766121789,041,181,150,113,065,116,039
