,topic_01,topic_02,topic_03,evidence_r2
1249,099,127,183,0.021207259004728196
1250,017,142,091,0.030878181093545454
1251,038,121,173,0.04560466649975348
1252,044,148,072,0.06511109502235435
1253,094,079,058,0.0349762842818232
1254,182,160,192,0.00832892982500899
1255,069,001,003,0.037728877729282684
1256,042,114,129,0.013260679773413608
1257,041,124,012,0.0062124419287511445
1258,085,065,196,0.037881058434766746
1259,097,062,060,0.022743356749512
1260,123,041,040,0.012485359259628348
1261,114,113,177,0.01405495998375228
1262,045,193,195,0.06043290467712992
1263,060,176,034,0.026623833629402127
1264,166,136,176,0.01864730595088182
1265,003,084,050,0.02653160407181987
1266,168,114,131,0.011084095229210167
1267,022,141,140,0.01648249336049523
1268,068,001,083,0.01821086820451434
1269,169,036,127,0.01662240721741559
1270,150,005,165,0.03751449799248774
1271,063,148,188,0.005410211488391381
1272,087,073,125,0.023819053140746504
1273,123,025,019,0.020727193822394185
1274,027,007,024,0.030859752327052625
1275,048,023,046,0.05298771617835951
1276,182,019,136,0.026123060923939234
1277,024,159,098,0.026788426382836517
1278,050,045,136,0.035348512129801724
1279,032,029,090,0.02104338312642673
1280,034,061,060,0.020266346137375213
1281,168,199,192,0.013891303233513841
1282,110,056,043,0.036221469914386684
1283,127,057,054,0.016452064512587516
1284,080,122,113,0.014844232956824577
1285,115,000,060,0.00891164220437568
1286,181,184,165,0.009171064306882748
1287,149,045,155,0.050517736237691624
1288,127,136,055,0.024078975255557022
1289,169,136,193,0.034144262411462956
1290,045,001,182,0.042032759883653625
1291,184,132,067,0.0016626922352386275
1292,137,021,022,0.02152135489230622
1293,102,047,083,0.01675058932252571
1294,158,035,067,0.021606265477701836
1295,027,191,079,0.004232896257320817
1296,164,161,171,0.017750439438134924
1297,076,119,107,0.009367542530058559
1298,061,157,065,0.039844854528271245
1299,127,122,084,0.016979900774705015
1300,193,113,021,0.04578790422268053
1301,172,033,087,0.028407201502943624
1302,176,097,072,0.06928227111751761
1303,199,046,087,0.023603961602059464
1304,157,004,131,0.028541045485572458
1305,196,099,110,0.021013756437266662
1306,058,080,014,0.029069352663564474
1307,129,057,163,0.02278928481868636
1308,105,109,084,0.013187713022051906
1309,123,027,194,0.007136018396343813
1310,006,043,047,0.03401793278651388
1311,143,125,140,0.007290989941193815
1312,178,108,151,0.027712132419249746
1313,174,142,153,0.009192744324359348
1314,069,063,003,0.027912192501904687
1315,151,031,106,0.02057772605777508
1316,066,182,194,0.008722448857982457
1317,096,140,004,0.024665154782195553
1318,096,151,022,0.02192048289132742
1319,003,073,163,0.03907773788095015
1320,160,105,017,0.01088853414521651
1321,085,182,012,0.0147642586045994
1322,064,174,153,0.00861382309161507
1323,091,170,134,0.03653445233486652
1324,176,137,081,0.017868725505343797
1325,084,133,191,0.004774671200133418
1326,066,098,165,0.020247331980985495
1327,047,064,062,0.029511295571658436
1328,156,050,014,0.005036101087420475
1329,055,060,082,0.010929828204807257
1330,003,178,152,0.031829534168411944
1331,163,131,123,0.028890559111698133
1332,103,190,164,0.01201326602906816
1333,177,084,011,0.010091859784512658
1334,171,195,185,0.014260804543985817
1335,067,172,104,0.012602741270883566
1336,025,080,115,0.023276766877800226
1337,167,108,158,0.032896836052374034
1338,130,102,195,0.013535721268338241
1339,036,001,068,0.018919371076058566
1340,012,051,096,0.007052343152841867
1341,104,132,064,0.0018494482143972535
1342,185,054,116,0.022487305806146662
1343,040,018,134,0.01655752560771051
1344,124,198,005,0.019700616880804933
1345,144,074,193,0.029134142313032796
1346,018,094,125,0.01723643270330888
1347,147,183,094,0.01378552515354825
1348,033,192,117,0.015045552617832247
1349,159,055,146,0.018807940090939446
1350,085,080,122,0.018179410125959694
1351,120,188,050,0.015299928587040212
1352,035,053,144,0.029620534512724506
1353,037,039,026,0.004218672504117782
1354,051,004,146,0.02888792223002512
1355,104,000,157,0.018832368715634873
1356,144,040,062,0.019602315339752097
1357,070,054,190,0.00805087297887197
1358,088,000,195,0.024385962110362258
1359,136,195,185,0.015261370497509419
1360,096,169,171,0.0066969745942885295
1361,156,088,114,0.02826983111712278
1362,108,032,090,0.005565151645354205
1363,155,168,177,0.017119515502371452
1364,163,123,079,0.029662761909345026
1365,071,008,155,0.005367293594028433
1366,014,107,189,0.005335740368298203
1367,143,057,173,0.0097996531178971
1368,136,063,124,0.007824555240030895
1369,043,003,040,0.034819968180529015
1370,137,097,023,0.05030963300326696
1371,022,134,007,0.009164896074879136
1372,185,191,106,0.0108683112914163
1373,161,005,008,0.022760210129983194
1374,094,127,176,0.02564249085293624
1375,129,122,073,0.008991910060024755
1376,190,018,097,0.02049377979218092
1377,170,171,109,0.022634269416866748
1378,084,175,169,0.005124631818939074
1379,188,057,192,0.007259404843416251
1380,087,164,172,0.025261830786162842
1381,006,119,015,0.017097452734680774
1382,082,017,189,0.015963811257347582
1383,050,090,056,0.01878154658154696
1384,043,190,035,0.024999804271663706
1385,134,085,066,0.020096046900160203
1386,101,068,164,0.030896464662861667
1387,142,017,155,0.014591391917151197
1388,035,140,001,0.023717894185895205
1389,054,080,066,0.022867075648429824
1390,003,073,052,0.03246186257955608
1391,165,090,189,0.017535731397651633
1392,076,070,063,0.0013712866393740253
1393,038,070,190,0.017000572043576967
1394,061,059,187,0.014880022364309742
1395,084,191,127,0.020070623653668518
1396,082,008,172,0.01481526241103781
1397,024,123,199,0.031493854549024425
1398,089,091,094,0.04124814357368911
1399,115,087,053,0.047814363636355384
1400,016,034,064,0.01603158267961724
1401,178,158,018,0.024743543784117916
1402,019,003,181,0.04004333771761459
1403,043,103,169,0.029634623929080117
1404,015,183,018,0.007521605338279724
1405,176,066,161,0.024329187091661875
1406,195,101,006,0.04244669826713299
1407,130,072,000,0.0603338741044267
1408,177,081,024,0.02908738094842489
1409,045,188,098,0.03313087694564776
1410,159,029,198,0.022797816711530694
1411,156,001,073,0.023995279226519894
1412,000,044,026,0.014401303427789225
1413,035,116,194,0.0219791030026123
1414,173,056,065,0.04334549255147668
1415,144,041,134,0.009571912173648611
1416,160,083,172,0.012873390407143859
1417,153,014,160,0.004819992803568596
1418,051,176,173,0.015862303498183294
1419,190,131,116,0.017718728180958654
1420,127,035,057,0.01945087094231368
1421,091,152,056,0.04053337162943771
1422,091,021,125,0.04757478281934091
1423,096,008,013,0.033441109374825806
1424,159,036,149,0.016264308622977453
1425,082,097,191,0.020889956208721583
1426,148,084,194,0.0019475768347877453
1427,007,101,011,0.03565599250975526
1428,075,151,167,0.04134543749198505
1429,148,120,147,0.011132166194644633
1430,174,141,107,0.016862897530025456
1431,178,184,045,0.03909129969239511
1432,063,158,104,0.015488543985548442
1433,161,067,169,0.017196805660143366
1434,101,098,175,0.03343423273601753
1435,107,153,064,0.004493382230987719
1436,017,088,084,0.024871979761280194
1437,034,065,109,0.04110096377702488
1438,021,153,090,0.020328736786473622
1439,166,106,045,0.03170742502030277
1440,132,081,042,0.0076877280951112015
1441,166,101,113,0.03135445505450496
1442,011,092,065,0.03597274411377038
1443,188,194,181,0.005853561346108926
1444,123,117,008,0.015993235367481762
1445,148,164,123,0.010128492658062593
1446,024,187,196,0.03532108941446799
1447,025,125,072,0.0589884714214739
1448,091,049,029,0.03672809693945067
1449,123,067,098,0.009645646262784635
1450,191,103,004,0.024623311799242154
1451,151,169,088,0.03252159622607598
1452,134,078,053,0.03266522997342958
1453,006,151,055,0.03259469415312122
1454,035,078,057,0.018787034070167907
1455,152,011,051,0.0030984667572593327
1456,103,172,099,0.025509389925364223
1457,021,083,192,0.02259213536560678
1458,187,140,060,0.008940052628052753
1459,068,129,005,0.010131603246121168
1460,187,036,066,0.01288855402499367
1461,025,034,044,0.02480113363132508
1462,071,189,142,0.007688255289669432
1463,194,132,163,0.02258409300842712
1464,132,004,078,0.029594747678575617
1465,025,081,007,0.006114795701810394
1466,129,076,049,0.004171794778018434
1467,116,176,082,0.029218720620775795
1468,176,022,026,0.017447261633184108
1469,088,062,150,0.04323264495809631
1470,130,167,127,0.03191622263977845
1471,115,022,076,0.008722900196045713
1472,119,192,101,0.03724693537838719
1473,160,012,161,0.01851223189026141
1474,061,013,136,0.03772741777971389
1475,052,077,061,0.006968961647947469
1476,051,165,092,0.014194939203681867
1477,185,081,146,0.016156019722898263
1478,168,104,066,0.011618753353353384
1479,023,103,141,0.049601038413943255
1480,079,153,087,0.022511338310846063
1481,075,182,000,0.012670397125565835
1482,037,047,150,0.032881961743930654
1483,148,115,167,0.03208751013382094
1484,063,037,121,0.026885469452690214
1485,143,011,042,0.009830009113809601
1486,192,053,042,0.031025405820094498
1487,076,110,064,0.006144781799045873
1488,026,140,119,0.013203978799327443
1489,066,105,057,0.008976052359887743
1490,146,016,192,0.015195965028545255
1491,055,169,158,0.025428440569707167
1492,025,012,074,0.008414720235357942
1493,134,081,080,0.017416125333133747
1494,123,045,119,0.03778064573978346
1495,019,124,052,0.016086301049243357
1496,005,113,049,0.014969831504143327
1497,014,134,029,0.02307039561895008
1498,143,187,158,0.023181711792045978
1499,036,004,167,0.03876796600541765
1500,121,151,184,0.04232995044842269
1501,137,129,188,0.009366057621270407
1502,090,015,176,0.016487727906827065
1503,155,001,189,0.028358598745708896
1504,173,000,025,0.005588870954869263
1505,158,150,017,0.028432368148944454
1506,033,110,072,0.06738564709962402
1507,176,034,032,0.027653964682882504
1508,138,133,097,0.015005026023390822
1509,027,183,103,0.0065512213842044975
1510,069,168,047,0.020416901320353675
1511,194,106,172,0.012650393335897459
1512,103,124,073,0.015251852121782039
1513,039,007,187,0.012988560807022154
1514,033,166,090,0.010490223945880506
1515,191,041,123,0.009147150565453233
1516,120,177,152,0.02118485799330705
1517,127,170,051,0.025379385734324744
1518,063,146,161,0.021686924836296417
1519,175,017,118,0.019042581258513658
1520,004,059,108,0.025085102403200055
1521,187,003,099,0.03450753129452955
1522,113,076,106,0.00039572924287323286
1523,110,041,178,0.015163958692820723
1524,123,119,064,0.015051244305133826
1525,023,121,066,0.06094316105792086
1526,156,096,125,0.006334989561291082
1527,081,108,160,0.0006530538576814404
1528,094,082,137,0.021043144843048478
1529,019,173,070,0.01715306395760774
1530,172,058,061,0.03331744090916222
1531,036,147,049,0.004669543128406395
1532,019,175,054,0.02019030511500486
1533,051,088,068,0.018558637200315142
1534,040,038,080,0.03237644468726153
1535,188,183,073,0.011380399893575976
1536,048,125,103,0.033408626764762195
1537,188,103,068,0.011344251131052752
1538,194,127,091,0.03683703228575308
1539,171,118,120,0.02312809388532766
1540,127,013,005,0.04641867626282847
1541,165,118,106,0.02083343296585005
1542,132,161,102,0.017000210623607126
1543,042,131,159,0.006489935717484907
1544,176,193,082,0.036734046264191855
1545,005,074,120,0.016534236250604795
1546,090,004,001,0.03767309374172645
1547,052,069,027,0.003590171771764017
1548,046,087,039,0.02226606323645075
1549,007,094,050,0.018061549069238847
1550,050,034,080,0.02464947146870755
1551,114,089,110,0.019086742457700034
1552,155,174,133,0.009459823182821125
1553,048,199,021,0.03319395190270413
1554,014,067,003,0.025592019775715125
1555,121,106,070,0.02743422340013657
1556,031,134,005,0.01473720745911089
1557,115,089,157,0.031182263137108923
1558,087,090,029,0.027097639674368623
1559,166,014,194,0.001924364438797399
1560,044,039,004,0.031438344738010215
1561,041,133,022,0.0037078194791690944
1562,189,175,116,0.019292372885081344
1563,193,056,151,0.05309850015738804
1564,014,141,061,0.0170985519975706
1565,055,140,087,0.027565528779506687
1566,036,012,025,0.00628247691017958
1567,184,170,048,0.04725590196607066
1568,026,106,034,0.016585274746874656
1569,171,188,039,0.0063452261129260945
1570,116,122,194,0.018068313150011672
1571,150,129,071,0.019859926900840597
1572,091,136,038,0.0395361992811607
1573,136,033,158,0.02466622263608098
1574,114,182,172,0.02253135765992298
1575,034,085,191,0.02427395300217594
1576,066,069,149,0.017083192729368535
1577,192,024,110,0.03519896682927537
1578,109,188,142,0.013273412450171884
1579,016,034,063,0.016037128730437833
1580,088,108,113,0.019054880202528435
1581,011,143,037,0.006058367371758688
1582,160,196,054,0.012746515050150786
1583,137,121,089,0.04115725290112948
1584,049,192,072,0.06085954268734173
1585,169,035,033,0.0194105448298435
1586,125,014,195,0.010654373606141632
1587,029,136,176,0.02522104906707634
1588,146,007,057,0.017589747538842238
1589,169,194,188,0.008027312619308669
1590,035,181,134,0.012860159674396687
1591,195,188,177,0.016682839113850267
1592,148,163,153,0.027049842662601797
1593,148,013,107,0.0336469351594626
1594,038,155,062,0.031879379185655754
1595,029,149,171,0.027164005947459713
1596,033,087,032,0.02516426619195178
1597,034,051,175,0.01610981585659088
1598,163,066,023,0.05158952860792576
1599,022,059,166,0.00726279013432829
1600,134,006,113,0.012114273217303961
1601,108,073,101,0.0366085693135455
1602,140,161,195,0.022635125641308762
1603,101,170,166,0.039744032596428
1604,099,057,183,0.008303098802269204
1605,071,188,052,0.005377371684322729
1606,081,034,084,0.01562145561096151
1607,174,023,084,0.040783675226775284
1608,012,158,065,0.041193593476558266
1609,099,085,003,0.03308913581135009
1610,118,054,017,0.021594971435417665
1611,026,058,164,0.02738714657722774
1612,159,158,150,0.02839857797477585
1613,024,152,103,0.03376510389522258
1614,079,024,067,0.02614309979387086
1615,115,192,160,0.006468298723443566
1616,023,142,169,0.039191521083078884
1617,089,047,194,0.02349344187172764
1618,074,150,136,0.027238781415140023
1619,176,050,081,0.013925676030887124
1620,121,079,153,0.028942133439897377
1621,031,151,059,0.024450204022192112
1622,001,088,105,0.029976889444587762
1623,196,103,168,0.01957813101265138
1624,049,068,061,0.010128954853273253
1625,178,113,163,0.02719883765454667
1626,199,107,113,0.00778175596552011
1627,148,165,084,0.008942772463170767
1628,101,189,088,0.04927519201060837
1629,187,057,190,0.0071848719297208374
1630,000,001,025,0.017838836859683904
1631,195,173,191,0.016493534675602328
1632,114,018,081,0.011591661994711178
1633,000,142,160,0.0035629326236972236
1634,080,165,129,0.022710100872920247
1635,116,175,132,0.017188750005369346
1636,166,061,091,0.032040743586625786
1637,067,052,199,0.008503864881954759
1638,059,061,000,0.011751923088249572
1639,033,000,022,0.015656310047540867
1640,164,174,007,0.01179060515888053
1641,074,190,189,0.009437549152345737
1642,177,026,184,0.009262140522859674
1643,005,058,164,0.0363940071354657
1644,124,029,088,0.03014127624421481
1645,132,040,084,0.008417417574676511
1646,118,001,039,0.027875586146990594
1647,036,190,033,0.013392369965129713
1648,166,059,130,0.003380089675304121
1649,043,081,034,0.03092442321797928
1650,035,149,023,0.050041684587399105
1651,125,091,195,0.029255357018104777
1652,101,113,029,0.035906823262899734
1653,054,001,016,0.019515548390299675
1654,069,077,083,0.002553273904667197
1655,142,150,152,0.021567874706058143
1656,000,109,058,0.03034958611635208
1657,094,144,123,0.018790345813731735
1658,039,008,071,0.003938787193959903
1659,081,119,174,0.01600539552792679
1660,078,039,069,0.01689674989457335
1661,027,025,158,0.015550200059986974
1662,115,190,132,0.005460833187474701
1663,045,084,131,0.03303536897520454
1664,176,026,189,0.016980062394431616
1665,062,021,068,0.02429062818869443
1666,046,192,165,0.008051740313381628
1667,134,036,084,0.005785145826832427
1668,161,084,178,0.02235800724214887
1669,196,063,187,0.01630150926170082
1670,140,070,073,0.011778323460416296
1671,195,172,132,0.0197883459272733
1672,081,090,193,0.029874475563370084
1673,185,188,059,0.012646433374080224
1674,178,172,058,0.033472327886511555
1675,035,151,044,0.030860908696225264
1676,106,168,107,0.00588111344514497
1677,164,185,181,0.010916835071786424
1678,153,083,176,0.016542661648363377
1679,075,053,088,0.04314813226816627
1680,068,011,116,0.019537062034943986
1681,025,074,199,0.011120818489606776
1682,185,021,159,0.020378505101713462
1683,079,113,073,0.008364527427744406
1684,029,189,041,0.019564434249363383
1685,058,025,049,0.025107370349502833
1686,103,160,027,0.006228782763168517
1687,176,066,138,0.017232963427418646
1688,074,055,087,0.028819380019690644
1689,192,016,115,0.006579071482972654
1690,165,188,082,0.012544259261824564
1691,167,088,121,0.05385335621063059
1692,032,149,018,0.017997302641744373
1693,031,067,193,0.025365580468862947
1694,177,137,122,0.013827321049793562
1695,056,159,116,0.030634871184955337
1696,021,038,063,0.03054115189071327
1697,064,133,198,0.010187029778997547
1698,193,181,104,0.026240399348636978
1699,176,174,158,0.02801311589380784
1700,114,181,182,0.015784779713775232
1701,170,077,132,0.018839114875675245
1702,078,042,029,0.025151746615502235
1703,164,043,007,0.023887458630376335
1704,109,088,155,0.03132116153568876
1705,165,151,029,0.036524130826020906
1706,083,050,036,0.0008483383499513497
1707,084,157,085,0.022018062513648795
1708,194,013,051,0.031912279561825296
1709,072,070,163,0.06483832279864155
1710,109,124,068,0.010817792354720912
1711,160,090,185,0.007450205379485597
1712,014,102,050,0.006010527966982093
1713,092,131,039,0.00826902906737903
1714,120,071,018,0.0206347706977984
1715,196,085,041,0.012891483989822095
1716,027,118,083,0.011478851500289822
1717,061,089,068,0.018809088573949917
1718,138,085,170,0.023681170018591602
1719,169,070,116,0.019726712645087296
1720,057,133,077,0.0017102673506982358
1721,194,150,055,0.025931734191742772
1722,160,178,185,0.013890942673538298
1723,067,118,080,0.026697852332186356
1724,089,066,169,0.01958768128889088
1725,159,011,059,0.00501953187946047
1726,098,055,040,0.01736798729438238
1727,144,042,070,0.009865486252443767
1728,037,062,119,0.02040517723146762
1729,037,092,147,0.006072014211776056
1730,189,008,131,0.005154467908774385
1731,163,107,051,0.021803041055447836
1732,071,166,118,0.012753042719421237
1733,043,158,004,0.04195226435858035
1734,151,051,000,0.02034144689347639
1735,167,116,191,0.03707884792952132
1736,103,177,131,0.01572851181641588
1737,188,011,159,0.005812567328071672
1738,057,181,013,0.035437206368317264
1739,022,196,091,0.03356680362417064
1740,199,054,049,0.012161951346767785
1741,075,191,194,0.011345956432739945
1742,047,127,079,0.021193340803264293
1743,016,150,152,0.021665155200153996
1744,044,066,114,0.022745620874486283
1745,001,124,050,0.017540465291003615
1746,117,193,059,0.045069703421174334
1747,029,070,077,0.01648743692835586
1748,050,123,055,0.01190219016208538
1749,064,023,003,0.04998436350337854
1750,079,172,160,0.013505387242482625
1751,073,047,008,0.024686488405319174
1752,137,008,096,0.008869029680721119
1753,083,136,018,0.010745431978685271
1754,055,041,155,0.011805226058072549
1755,165,038,033,0.031955049524065804
1756,124,022,187,0.008295975046875292
1757,169,051,092,0.009382068949519429
1758,150,181,119,0.03072214693684039
1759,158,118,161,0.03298069109425572
1760,044,080,005,0.03365572457989907
1761,149,168,129,0.018679397409737675
1762,078,033,026,0.01983376968660444
1763,124,069,117,0.013112604753891643
1764,188,173,168,0.011569427570610524
1765,090,096,198,0.011466472364887847
1766,161,094,022,0.026687549342613748
1767,014,044,103,0.02139914040858093
1768,058,083,122,0.025374518655194356
1769,029,116,071,0.02676861494973337
1770,166,193,191,0.024662451957476184
1771,013,090,160,0.032691851288967566
1772,173,022,036,0.0058325496290826395
1773,040,054,129,0.012305484746134243
1774,053,120,161,0.041061817186544
1775,122,074,165,0.010107473780374243
1776,062,192,173,0.0213249812151608
1777,032,153,064,0.0060692118012425356
1778,113,104,014,0.0014789224073659124
1779,014,029,137,0.020195680230163382
1780,056,000,065,0.041754301017604245
1781,070,176,141,0.023652293089054033
1782,091,001,181,0.040060017161037687
1783,031,029,131,0.0169908820185114
1784,130,120,068,0.011320418568199764
1785,148,106,026,0.001983500365348112
1786,000,054,196,0.012330884937342135
1787,012,134,005,0.02006887790907841
1788,023,078,185,0.049728315220670116
1789,118,147,103,0.016848362907127212
1790,012,016,105,0.009128085535912822
1791,170,151,195,0.031189369056901395
1792,016,134,103,0.00866121332696268
1793,060,049,031,0.005671782876120912
1794,089,087,051,0.027317000365627342
1795,182,192,064,0.007722366133210423
1796,039,120,007,0.016194869780852605
1797,023,188,035,0.04359585669625776
1798,078,096,106,0.013486594137160246
1799,034,131,168,0.018391519980093474
1800,035,147,134,0.011850742199263853
1801,051,016,173,0.0032698372027811784
1802,068,079,151,0.021321235756224466
1803,041,177,039,0.009681980558767234
1804,105,021,137,0.01938984788806386
1805,108,184,084,0.0003785638513896794
1806,103,108,087,0.028750025027072357
1807,004,011,079,0.02266647495564711
1808,026,019,178,0.02283272785211754
1809,104,067,174,0.005540911821291461
1810,113,033,194,0.010675379067726976
1811,019,059,029,0.03190053239830182
1812,092,196,102,0.015932238540184218
1813,132,146,129,0.013457182239818954
1814,182,065,167,0.04701044635274698
1815,199,194,096,0.009416935627847733
1816,140,195,005,0.025110559059800974
1817,098,161,169,0.01973084832618477
1818,191,192,075,0.010740738621684787
1819,001,143,064,0.020123688867060285
1820,169,149,107,0.01807306477781845
1821,120,024,125,0.035205907486339116
1822,075,097,067,0.01754152924576735
1823,115,176,147,0.01868631349398464
1824,189,109,066,0.018451845692178725
1825,089,114,065,0.03559366600688141
1826,194,067,123,0.007270318338439052
1827,173,190,079,0.0037080046991286864
1828,098,118,188,0.01770381550505229
1829,062,161,011,0.024953224178362654
1830,004,177,171,0.02916206796258003
1831,031,183,133,0.003056935241322112
1832,175,058,054,0.02797444941867233
1833,174,170,083,0.022632050065344855
1834,185,001,178,0.026236140728752688
1835,016,038,166,0.017097130746081546
1836,165,190,151,0.029848896761935695
1837,134,049,147,0.007921397590220591
1838,097,146,042,0.020072335757519766
1839,109,173,040,0.018092194198826128
1840,155,102,165,0.016948940338661123
1841,113,083,026,0.0009399893248253077
1842,078,148,014,0.015009119833656603
1843,147,058,056,0.03159117842270054
1844,115,106,132,0.005821982084219912
1845,133,123,038,0.020990955592791405
1846,131,057,130,0.001020397534176376
1847,163,166,007,0.026710200378439186
1848,169,160,085,0.009040821022949008
1849,096,127,144,0.016556140654420792
1850,181,013,097,0.035403575916089114
1851,117,069,165,0.02281227880137615
1852,153,193,199,0.03645081007290463
1853,119,051,006,0.015607025359855808
1854,077,124,005,0.010206423538522857
1855,082,047,037,0.018654944605195012
1856,035,006,156,0.020187405649619405
1857,001,130,084,0.01831475017045936
1858,188,182,173,0.01280212527512703
1859,052,065,022,0.029819789123594287
1860,055,098,032,0.014097328159491718
1861,025,091,076,0.023035089893555405
1862,015,052,006,0.010923806891066423
1863,039,105,196,0.012417795303014012
1864,069,056,192,0.02094159141321561
1865,120,014,183,0.014069043539663983
1866,038,006,052,0.023929325307883387
1867,133,142,105,0.006344978224133158
1868,026,025,047,0.017611603470414017
1869,079,044,141,0.020230812178315682
1870,032,018,121,0.03001980240856872
1871,104,022,199,0.011458103183094925
1872,078,048,108,0.03452990108528042
1873,122,146,062,0.021623578879621963
1874,079,075,113,0.006671591613768402
1875,198,171,166,0.010038774253136373
1876,137,199,105,0.013827575539969272
1877,015,141,150,0.027270246960210298
1878,088,166,075,0.023863964082519673
1879,073,001,062,0.02656522552260787
1880,099,155,097,0.027096390720553587
1881,164,140,055,0.014075512007731605
1882,123,108,155,0.011921554020621339
1883,076,150,085,0.02915736953139214
1884,102,065,045,0.05132825232880889
1885,018,164,017,0.013119200843902834
1886,087,015,006,0.028040865598314424
1887,068,120,176,0.02497147670595623
1888,124,090,079,0.004590191138852395
1889,079,015,106,0.0037787156884566686
1890,177,125,102,0.011531422186410456
1891,166,152,081,0.0024529766483651905
1892,089,195,160,0.02009533194143498
1893,092,168,063,0.012153455265538016
1894,161,064,194,0.016039910044933547
1895,123,148,192,0.0065576840205366915
1896,040,008,016,0.007552042434903816
1897,165,089,107,0.020079495831685334
1898,156,004,047,0.03554164847242025
1899,039,113,159,0.0036744362539390396
1900,108,188,107,0.0037997591742681136
1901,052,105,146,0.01579001954899628
1902,194,043,102,0.020663255027468685
1903,000,078,137,0.016785641425432596
1904,064,036,148,0.0014784935933745968
1905,034,016,015,0.018625574049959237
1906,138,169,072,0.05967226725260133
1907,134,019,026,0.018212482528279894
1908,102,071,149,0.019370968148301193
1909,109,143,196,0.01615683862554773
1910,048,013,017,0.04387951800673917
1911,172,063,101,0.03716480886975948
1912,131,107,013,0.03174100557197157
1913,181,051,063,0.0024685003307733933
1914,049,104,191,0.008446429404392441
1915,152,090,073,0.012991098488701947
1916,021,035,156,0.02538200263071222
1917,194,104,189,0.0058299841374496175
1918,061,144,054,0.01326991437956726
1919,039,046,151,0.021424932225287963
1920,110,098,152,0.010775250256022106
1921,011,144,149,0.018754016105129834
1922,161,079,069,0.01708833175320912
1923,066,176,097,0.023516550938328384
1924,054,090,118,0.01769954134512597
1925,102,034,031,0.018969436187369126
1926,058,101,106,0.05028827076004827
1927,013,137,004,0.044169676731403595
1928,170,098,017,0.0231572435203089
1929,011,117,098,0.014503506707356784
1930,168,059,083,0.008815651197837115
1931,069,088,116,0.03174342542337172
1932,016,079,015,0.0038548307511167
1933,187,059,144,0.013172073596027678
1934,104,046,077,0.0008930812614769135
1935,157,167,062,0.03887485014896741
1936,004,190,059,0.02531283669987139
1937,087,102,001,0.028672847220337805
1938,081,121,107,0.026175369801206827
1939,148,146,082,0.02110957934345914
1940,084,157,013,0.0428250374036756
1941,122,045,066,0.03398167661028584
1942,149,114,123,0.024453343069388622
1943,188,157,026,0.01987779960581504
1944,075,172,042,0.019807577600118975
1945,195,097,104,0.017806264729230414
1946,123,165,187,0.018965150477397663
1947,026,083,105,0.0058326133186560325
1948,127,121,042,0.03627537613772713
1949,060,022,059,0.006151823420956215
1950,067,175,136,0.007280024149194597
1951,151,103,132,0.028086523355167703
1952,090,173,036,0.007260179227747132
1953,193,198,113,0.031284021739866885
1954,141,149,078,0.030901616797733622
1955,174,123,164,0.013065180587957359
1956,143,025,098,0.007807052382647783
1957,168,133,018,0.010633108949556935
1958,006,142,114,0.01341377718804404
1959,157,071,121,0.04225202316848797
1960,027,001,105,0.018791351279093815
1961,109,031,133,0.011347015151606854
1962,076,081,037,0.0008346015705229526
1963,144,068,080,0.01779656429963572
1964,134,075,056,0.032085301565793145
1965,168,038,008,0.02209945782943712
1966,015,054,192,0.011093373564428077
1967,029,013,071,0.040359458345930466
1968,161,140,045,0.03961495388103753
1969,011,083,054,0.009542074423033342
1970,081,109,174,0.014987025786112329
1971,119,177,170,0.028570165173021578
1972,185,008,192,0.007432769139517292
1973,110,129,121,0.0347357081825963
1974,184,196,084,0.010027518506357413
1975,194,131,149,0.01653924870457668
1976,011,187,151,0.027408175938446133
1977,024,070,120,0.03530564840264383
1978,153,088,023,0.049507406176096835
1979,008,066,062,0.02145232659523888
1980,084,117,074,0.014430546416905443
1981,025,114,137,0.014101836817564162
1982,166,084,149,0.0156682739671391
1983,132,035,017,0.014105608625910038
1984,198,042,067,0.01351705765664879
1985,065,133,159,0.02986159208203565
1986,119,076,159,0.00960121761550381
1987,075,194,193,0.02824654236725055
1988,044,129,173,0.015517260713314052
1989,134,055,193,0.027169313051292887
1990,102,178,152,0.014679246474417873
1991,120,196,003,0.042433234046609036
1992,090,023,078,0.04751135060198819
1993,185,014,031,0.007140021774225791
1994,081,132,142,0.0021240845061609726
1995,108,131,042,0.0065745231617868605
1996,019,155,041,0.018483744626406784
1997,083,036,136,0.007327884514164329
1998,192,108,116,0.019133978383904404
1999,187,037,115,0.011606961011079497
2000,001,034,071,0.028404813034516585
2001,199,063,038,0.02195109238408588
2002,079,084,129,0.00026603354785048605
2003,034,189,031,0.018307798490881932
2004,032,083,142,0.002372163247075898
2005,096,058,104,0.025425516993475727
2006,129,042,000,0.0077845623880501424
2007,178,044,071,0.01991263500595153
2008,024,066,185,0.02839253452378221
2009,013,024,170,0.04948723040166714
2010,117,188,050,0.012601332379098218
2011,173,146,031,0.015182875758757652
2012,090,050,038,0.01821067339846494
2013,019,195,149,0.033925841308050875
2014,114,170,169,0.023043251537947063
2015,042,177,082,0.014428880015730505
2016,019,050,069,0.015984598397949856
2017,068,185,071,0.007806930091051378
2018,187,108,107,0.00627964995031749
2019,097,141,058,0.03485126664592808
2020,181,169,024,0.028798545080392257
2021,043,188,053,0.03569679005333637
2022,131,059,183,0.0032980753613555125
