,topic_01,topic_02,topic_03,scenario_r2
744,116,007,137,0.012746852270239306
745,033,092,109,0.018715340273106507
746,105,103,054,0.031104433695380962
747,035,143,066,0.013478610225814203
748,011,036,084,0.0030846304979228467
749,078,160,006,0.0043548413690155385
750,017,039,055,0.03234493925330706
751,166,050,101,0.028289323069907835
752,133,127,067,0.03807407755605963
753,049,113,142,0.012946173703567099
754,036,012,192,0.0037863327497463795
755,091,016,059,0.013775340378334722
756,013,049,143,0.017349016895150116
757,085,160,039,0.014716957474068426
758,056,193,133,0.010686388857568452
759,137,051,151,0.010611259108748827
760,000,076,150,0.006398994385287793
761,134,054,000,0.030311300963514975
762,082,042,129,0.009340719487106353
763,103,076,155,0.039100518302301435
764,080,156,072,0.03276864436016291
765,017,048,131,0.0038674669525265992
766,018,056,075,0.016262661198668593
767,122,143,040,0.01812854346967252
768,173,026,122,0.020244277925249854
769,012,048,068,0.004627983065473962
770,143,077,163,0.024634660363150318
771,161,082,017,0.010065782573168702
772,061,018,097,0.00463992530520585
773,006,155,129,0.032176278544667425
774,153,160,084,0.004455826008037289
775,181,051,034,0.01983897772338139
776,113,109,114,0.01379905831513828
777,054,005,118,0.03989089286564185
778,023,115,074,0.007685815239518945
779,065,110,076,0.008534911541343115
780,071,165,026,0.01663163486336139
781,146,091,040,0.0014840171334484786
782,183,157,094,0.011877384772562505
783,157,172,174,0.025648965658957468
784,001,043,037,0.03057420227697616
785,165,013,120,0.008062296085814658
786,114,019,183,0.0034600730924865264
787,127,107,193,0.03501058956730574
788,077,102,146,0.000726519464902764
789,196,062,193,0.015216066929048866
790,026,191,101,0.032126313378258664
791,013,125,026,0.021240536039364266
792,047,060,131,0.008869075535552051
793,142,130,066,0.010085048011989062
794,076,055,068,0.021296543734383167
795,046,149,153,0.03906933313690786
796,098,066,191,0.009244721948492018
797,170,066,137,0.025046323668202253
798,037,141,123,0.04645046184057644
799,129,007,044,0.011307980825772557
800,023,099,047,0.01019955550259155
801,185,195,105,0.011374350869300276
802,110,174,004,0.03854622535586527
803,176,099,178,0.0015775007118976614
804,022,003,104,0.012802515593814068
805,021,024,071,0.004114032755950903
806,116,106,049,0.006969688398933749
807,167,036,119,0.00873772456426436
808,045,123,082,0.051329799594199144
