,num_topics,scenario_r2,2,3,4
277,3,0.0023258391494747066,070,175,146
278,3,0.009010453969500731,031,109,148
279,3,0.01582127404879108,130,016,007
280,3,0.01195232559731041,034,067,184
281,3,0.006156019091711151,199,119,049
282,3,0.004380277736908744,069,107,032
283,3,0.02654643961887071,033,088,035
284,3,0.002220974316897051,105,115,103
285,3,0.015323745469329797,153,017,130
286,3,0.045770293343568524,127,113,008
287,3,0.009077505141802833,077,173,008
288,3,0.017717777573231897,101,025,053
289,3,0.006654986418186626,036,085,017
290,3,0.025736912239257892,117,000,149
291,3,0.01098409985655835,102,134,169
292,3,0.015031080121728824,190,130,077
293,3,0.020078931303987524,194,026,152
294,3,0.0077907397919798616,052,182,198
295,3,0.020247310146688013,130,136,051
296,3,0.024434977844180916,153,146,001
297,3,0.026858708068587256,189,137,037
298,3,0.0011323117667236815,120,089,090
299,3,0.026591204877406627,153,091,174
300,3,0.020218494956250388,189,067,101
301,3,0.016886519513860443,026,070,091
302,3,0.016079292496591124,026,074,122
303,3,0.01590374734422062,008,050,091
304,3,0.01966333081716154,129,029,006
305,3,0.020473026925389437,055,075,114
306,3,0.017638492172665776,085,003,069
307,3,0.010541569085009361,163,000,076
308,3,0.021684823583926427,062,194,053
309,3,0.04289550592226066,044,005,017
310,3,0.008592254702538105,109,082,090
311,3,0.016038156573005447,176,024,101
312,3,0.005458284765463395,006,134,076
313,3,0.03541722051387419,063,169,022
314,3,0.006998208879158585,069,116,076
315,3,0.02322175098853163,106,149,168
316,3,0.03561357147342181,189,016,143
317,3,0.020195836886933938,156,036,047
318,3,0.01952417016459751,029,199,099
319,3,0.007229257558458602,077,191,069
320,3,0.003815529956006203,032,199,036
321,3,0.00860158512499698,096,015,105
322,3,0.037303518045571415,005,063,084
323,3,0.015051722050271943,011,055,040
324,3,0.029896765253013102,087,001,199
325,3,0.009992427995095254,189,105,036
326,3,0.0030498119903087373,038,078,134
327,3,0.0342455591141243,155,014,170
328,3,0.01651516245348983,015,013,018
329,3,0.012993979707887848,023,198,037
330,3,0.0005142625879877016,114,083,131
331,3,0.030523544805153846,107,155,106
332,3,0.019767892036277823,090,034,094
333,3,0.00941699653949013,058,166,082
334,3,0.0001647925642656034,114,176,073
335,3,0.0038462268601516802,097,040,124
336,3,0.018873950083967306,177,158,116
337,3,0.005959713445656378,164,012,076
338,3,0.006099650884741736,077,064,117
339,3,0.0036213660067359044,103,084,047
340,3,0.01613756580791681,113,038,169
341,3,0.001471789110173316,178,079,104
342,3,0.03253797020964533,049,149,181
343,3,0.014634960408234976,091,049,004
344,3,0.0025535829500009655,153,157,161
345,3,0.003788759336973313,045,138,032
346,3,0.0021769799881642404,141,036,188
347,3,0.0022014714176478156,074,153,138
348,3,0.0034747816342255433,096,031,024
349,3,0.004548590639679051,166,124,178
350,3,0.012663408958050515,122,124,082
351,3,0.03138450057118736,183,170,029
352,3,0.024521913814628538,062,091,163
353,3,0.007357785360438185,144,150,087
354,3,0.0019109254183281577,058,140,196
355,3,0.020969800317481413,107,147,134
356,3,0.005203468543554912,076,108,032
357,3,0.0072677972841221905,131,087,032
358,3,0.008939820899840356,059,097,081
359,3,0.021945400515296476,076,015,003
360,3,0.004938818753286167,107,184,019
361,3,0.01078105140652208,068,142,106
362,3,0.020630404073678887,178,120,143
363,3,0.018046421930947965,050,157,191
364,3,0.024114599945985304,094,039,067
365,3,0.003487962299098979,017,027,164
366,3,0.0024288057894403803,008,037,035
367,3,0.012052345344074289,113,176,167
368,3,0.013575642949788858,143,083,176
369,3,0.01453082948486395,161,171,181
370,3,0.009856182130550395,107,113,138
371,3,0.017276891590871646,087,055,108
372,3,0.00970117681464755,027,130,068
373,3,0.04526160977188842,159,123,073
374,3,0.017968078028738566,171,168,113
375,3,0.002558293603668216,077,192,165
376,3,0.004470550267637985,132,007,185
377,3,0.0050512648453576725,191,037,150
378,3,0.025183114073509594,133,156,121
379,3,0.01063554190573035,090,016,122
380,3,0.006107605265321947,076,012,035
381,3,0.023364114051176665,136,092,007
382,3,0.014565158716261073,065,070,136
383,3,0.0012484565792032498,051,049,073
384,3,0.010685953759950406,021,113,041
385,3,0.0065711608330941695,108,087,153
386,3,0.014845014951955116,160,115,181
387,3,0.002657618614106294,049,107,183
388,3,0.003716652898148709,138,000,007
389,3,0.0466099902754995,163,127,113
390,3,0.0014766084008533964,074,031,053
391,3,0.03260450852731722,015,063,195
392,3,0.004433852707160901,129,061,198
393,3,0.03666730289654352,148,155,198
394,3,0.00816697123165655,151,015,172
395,3,0.012540728904744447,003,049,150
396,3,0.02824476945851062,017,147,076
397,3,0.013903918207947452,137,017,040
398,3,0.0018451671528363356,167,192,142
399,3,0.00634711844450675,012,185,036
400,3,0.00709584886439385,132,013,058
401,3,0.009962611620108253,051,167,039
402,3,0.0013984141029578234,117,067,073
403,3,0.00967321870397897,096,116,075
404,3,0.023547075151459707,178,149,065
405,3,0.016137257244528747,195,072,163
406,3,0.0278549416215379,174,138,058
407,3,0.005950964893983057,106,132,081
408,3,0.0034114255719657205,153,191,138
409,3,0.006007590599457546,199,106,012
410,3,0.002164121856533696,040,083,049
411,3,0.01767332837754987,094,007,033
412,3,0.008278967491244238,013,089,021
413,3,0.00044786355139014855,105,107,042
414,3,0.011323462561603548,048,034,052
415,3,0.002542560405412897,198,071,120
416,3,0.020234729254077877,059,104,156
417,3,0.035518261869566636,149,084,054
418,3,0.003457152947874853,115,021,032
419,3,0.002693208816044401,058,122,090
420,3,0.01279327747877046,003,164,134
421,3,0.02000914594023151,046,138,199
422,3,0.0012981600418272565,187,047,146
423,3,0.008374632448180819,152,184,171
424,3,0.054112853960572194,052,123,015
425,3,0.02240570927653307,003,190,161
426,3,0.0028953086776174475,041,089,132
427,3,0.000897899708585892,159,125,090
428,3,0.010040227985878447,035,034,151
429,3,0.009769716049594646,069,018,194
430,3,0.0033334530069998314,161,118,116
431,3,0.04199778068553517,062,117,054
432,3,0.02540083880674182,156,173,113
433,3,0.0029853542679012524,051,021,031
434,3,0.0034982353713977066,122,102,185
435,3,0.002453729637092672,114,037,176
436,3,0.03475233216649798,071,050,005
437,3,0.021716866985763694,161,016,046
438,3,0.016597719413590672,190,064,151
439,3,0.015232147087841041,104,099,143
440,3,0.013746955573035735,034,047,032
441,3,0.012867424226646995,087,103,059
442,3,0.0136903385023599,181,053,097
443,3,0.018325879766108888,110,133,136
444,3,0.0211613342296737,057,122,136
445,3,0.01138721023712419,053,103,039
446,3,0.001373832111698392,000,022,006
447,3,0.03303441354690695,015,024,029
448,3,0.010892427505511781,075,165,191
449,3,0.00796956694216866,196,074,015
450,3,0.009662809735904831,070,016,074
451,3,0.007139829499315797,040,059,022
452,3,0.02554414218217116,168,181,033
453,3,0.00798777302100162,114,168,018
454,3,0.000736873250107184,066,105,051
455,3,0.010224745091694132,161,094,120
456,3,0.014768936118766507,049,055,083
457,3,0.0032477975475325715,048,012,024
458,3,0.013103297321731877,014,049,003
459,3,0.02640586907936404,070,027,054
460,3,0.009195452331360432,016,117,199
461,3,0.008833400834259653,099,034,091
462,3,0.013382809447129218,065,019,043
463,3,0.008981658973830187,043,165,134
464,3,0.00041567109534179636,027,066,105
465,3,0.014400005169427854,060,049,023
466,3,0.013096562106760579,071,081,055
467,3,0.03295553564337517,148,174,119
468,3,0.006616188146647217,191,121,067
469,3,0.013871654687548696,181,150,072
470,3,0.0026812047757540647,099,071,017
471,3,0.02825916678991447,063,077,124
472,3,0.02748632142729801,152,001,114
473,3,0.0166813193564066,148,039,065
474,3,0.01724672522984827,048,170,015
475,3,0.009970372893804647,073,098,061
476,3,0.012785201696028481,038,003,107
477,3,0.003275287763919721,007,024,157
478,3,0.0037573178008730723,102,096,069
479,3,0.02267596844347053,109,055,047
480,3,0.03307351610500475,043,054,071
481,3,0.03745808335308343,007,155,056
482,3,0.003793225317895499,121,090,024
483,3,0.00901292937008813,150,189,066
484,3,0.03902081628611953,024,062,080
485,3,0.016857409379707144,142,034,013
486,3,0.005641430293536032,187,167,045
487,3,0.005061463809943656,021,036,121
488,3,0.008996592067156639,168,103,198
489,3,0.0029867150794382624,065,012,073
490,3,0.030564970722619766,080,007,170
491,3,0.018623378299631455,184,170,059
492,3,0.024811781399078248,005,167,188
493,3,0.04147780354273234,059,121,155
494,3,0.009615185652965264,043,042,104
495,3,0.025890488379518795,045,046,061
496,3,0.0019844506552286756,099,153,150
497,3,0.008215800616456215,106,125,090
498,3,0.05332651196096472,110,016,155
499,3,0.0046372221971476835,052,165,024
500,3,0.0019261814399499366,081,122,171
501,3,0.0021360607922700225,138,142,049
502,3,0.012054101612502754,098,187,178
503,3,0.0426076194928805,147,063,187
504,3,0.0072137051122759255,070,120,169
505,3,0.0043223698217802475,164,129,122
506,3,0.02530325393879662,037,116,063
507,3,0.027144399447901923,054,191,047
508,3,0.016834566402393336,026,122,018
509,3,0.002043764376477464,022,037,140
510,3,0.020415035466416764,096,137,098
511,3,0.0381737497151623,050,024,029
512,3,0.0025459294655485465,071,065,196
513,3,0.010663560096047964,025,074,094
514,3,0.012111056696600841,094,018,038
515,3,0.04811589282399664,068,123,133
516,3,0.032987729388765485,005,136,048
517,3,0.01108726384951142,125,173,084
518,3,0.016424346129247036,120,050,078
519,3,0.011046037563987365,150,191,094
520,3,0.004102030440777615,118,167,032
521,3,0.008744810305732376,072,166,056
522,3,0.019888098352980776,089,046,037
523,3,0.009736339832048024,085,120,044
524,3,0.0031544740126557835,153,049,077
525,3,0.005249671537084777,199,131,119
526,3,0.00285932137137046,134,031,196
527,3,0.02767190351384785,088,109,087
528,3,0.00010911505735067273,090,053,022
529,3,0.03276738527171741,050,121,088
530,3,0.010026808241412888,033,048,047
531,3,0.04258020248797123,169,151,127
532,3,0.0022004140211860923,007,129,097
533,3,0.022420615867016602,113,039,190
534,3,0.006100189406681222,163,185,142
535,3,0.05201765243019063,117,127,001
536,3,0.03142389726265138,103,026,177
537,3,0.015268454352310945,157,143,122
538,3,0.022225048226788613,072,077,143
539,3,0.043612696102187765,098,083,127
540,3,0.0060839769137196464,119,025,182
541,3,0.01433142298416279,146,011,055
542,3,0.014129264752884008,170,158,089
543,3,0.03325611843248055,013,026,181
544,3,0.018695288649022035,024,143,097
545,3,0.0015708768289326436,072,157,024
546,3,0.022323860564627318,149,033,051
547,3,0.01042479051339551,075,116,191
548,3,0.0006873531604152383,146,025,107
549,3,0.013619757342797412,187,146,003
550,3,0.031822223049316256,198,054,195
551,3,0.003108763035295392,025,024,058
552,3,0.011558550683590685,079,110,016
553,3,0.015853472901946164,181,153,129
554,3,0.004900097694871208,019,184,072
555,3,0.010186206866138914,072,075,167
556,3,0.006380918270118552,090,065,124
557,3,0.005545579528413391,069,138,036
558,3,0.0005523112309131495,074,042,157
559,3,0.003947580670709883,019,041,035
560,3,0.002921295998797313,185,129,008
561,3,0.021051515979657598,117,073,088
562,3,0.00047155783572805365,071,171,108
563,3,0.01903472753155011,074,092,173
564,3,0.03440450445945675,088,114,004
565,3,0.03717261376201331,024,003,054
566,3,0.016892826225522017,190,078,124
567,3,0.009718496628619677,034,008,067
568,3,0.005146251779779676,182,068,198
569,3,0.0042408883080269355,138,144,090
570,3,0.015881281950966053,153,107,156
571,3,0.013517007137641368,077,178,039
572,3,0.01703553209168429,073,025,050
573,3,0.009984874708514058,194,114,069
574,3,0.009021432610468394,098,176,188
575,3,0.002804258092265477,103,073,061
576,3,0.05008949265228335,155,055,185
577,3,0.014150929061932382,136,032,102
578,3,0.024474578070549535,157,082,137
579,3,0.0003714979523167239,008,146,025
580,3,0.007091184315633714,150,060,176
581,3,0.0024102625402001587,089,099,067
582,3,0.026274777730330934,118,001,161
583,3,0.012204302284518076,067,173,090
584,3,0.06770538301036977,039,015,123
585,3,0.0005000582951680821,022,165,073
586,3,0.010543017040016256,015,011,036
587,3,0.001488463214205149,090,104,049
588,3,0.0032424817328124966,134,061,071
589,3,0.03309908995735211,155,193,082
590,3,0.02697379840000491,176,057,088
591,3,0.007838634780590326,042,195,073
592,3,0.0021891865595475846,159,192,109
593,3,0.03637001412795471,055,005,067
594,3,0.012021896299905022,199,039,045
595,3,0.02999063403129376,019,063,049
596,3,0.005170459833437557,132,196,087
597,3,0.0007718566866100618,157,192,008
598,3,0.024743883132710698,120,177,194
599,3,0.0032424664581270912,171,007,109
600,3,0.0032155827560094163,019,165,157
601,3,0.0018611936572513477,114,185,008
602,3,0.01939116290644749,075,156,037
603,3,0.009846282184547861,066,115,189
604,3,0.020834637225479957,133,072,190
605,3,0.0013088909659755288,138,066,083
606,3,0.03588943104064046,084,171,127
607,3,0.018352915844519924,099,190,039
608,3,0.015148855813457485,071,189,170
609,3,0.0033609387395503454,146,078,183
610,3,0.0019410131508631467,107,134,025
611,3,0.0029030938841992926,047,125,178
612,3,0.020914129845468477,077,177,121
613,3,0.01076274065338556,165,015,068
614,3,0.009284732215278368,082,193,141
615,3,0.02027630681096293,015,113,064
616,3,0.02400703751435096,113,069,082
617,3,0.002707978405641742,078,103,008
618,3,0.02308543228144666,116,170,113
619,3,0.0021752667227762368,151,105,077
620,3,0.011564754246672915,173,019,134
621,3,0.0015874792581653807,048,142,192
622,3,0.019148039550123785,039,131,106
623,3,0.01111541305325614,189,184,146
624,3,0.021598673174851757,022,131,029
625,3,0.005740035361355589,071,032,163
626,3,0.014552791193878645,156,025,081
627,3,0.004791022893494978,068,022,065
628,3,0.039301346675099436,136,069,147
629,3,0.001955328952200408,157,125,134
630,3,0.016646691822170268,074,163,181
631,3,0.0024596344025428207,072,099,045
632,3,0.0024096074343369356,077,104,171
633,3,0.010664767131587483,173,097,058
634,3,0.003906600057793419,152,161,102
635,3,0.03201197108255438,003,080,102
636,3,0.01793587947358244,055,138,075
637,3,0.0009618101875115137,150,077,070
638,3,0.007484630450955376,041,069,163
639,3,0.008200356834286215,124,065,134
640,3,0.0009587049029035066,081,066,006
641,3,0.0026726798595818613,116,182,125
642,3,0.006082162931951185,182,148,053
643,3,0.003328852386976777,040,011,099
644,3,0.01236309422676174,189,118,160
645,3,0.006950297085722368,106,150,116
646,3,0.002582519060935984,085,014,107
647,3,0.05324278703918306,195,127,156
648,3,0.0051595074296680865,041,132,144
649,3,0.03016721617182594,107,018,005
650,3,0.0020036501229725445,031,165,188
651,3,0.014760623836090003,160,039,065
652,3,0.014812282371440832,189,082,125
653,3,0.015414358173288734,159,118,003
654,3,0.0023694956574233927,072,022,017
655,3,0.0023497076985888876,027,114,018
656,3,0.0014875578565206604,079,070,183
657,3,0.042716415607691016,127,144,119
658,3,0.04701783645934443,059,123,066
659,3,0.017569923399936793,143,089,144
660,3,0.004390676197183141,185,077,061
661,3,0.031872380455156835,175,001,016
662,3,0.02423265476319314,148,147,099
663,3,0.023312421836253594,007,041,088
664,3,0.01561190148451641,056,110,148
665,3,0.016334718987157326,105,109,194
666,3,0.026017426071323624,148,137,094
667,3,0.05149044285702631,156,054,195
668,3,0.009772540080903669,134,189,011
669,3,0.007692665456521475,075,117,187
670,3,0.005087937838234469,163,125,171
671,3,0.016009212837639564,026,051,132
672,3,0.01566314526372492,016,096,168
673,3,0.020762035487874697,050,058,194
674,3,0.053199716582611356,005,098,127
675,3,0.002063387601195621,131,053,153
676,3,0.025370425330924817,001,006,122
677,3,0.007509841090666658,091,106,121
678,3,0.005541369058131407,017,171,052
679,3,0.014276885230604441,004,151,159
680,3,0.028845846783096207,187,056,001
681,3,0.006187170200775527,119,166,196
682,3,0.023426151505935633,031,105,088
683,3,0.010804593334147738,137,077,032
684,3,2.4471465423392402e-05,108,008,171
685,3,0.02801892053902888,146,190,055
686,3,0.003951574952842929,085,132,192
687,3,0.026960948991732736,063,075,056
688,3,0.0315069483517324,142,049,155
689,3,0.029547841652595275,021,026,156
690,3,0.0024837326947162452,099,184,138
691,3,0.021685752311995654,081,080,164
692,3,0.021628396645713588,120,088,131
693,3,0.00441934496690044,183,175,051
694,3,0.04502077845435637,138,123,140
695,3,0.007890471188646608,064,091,140
696,3,0.02121435934593341,088,006,108
697,3,0.025824207084616524,124,031,088
698,3,0.019678217061508185,061,050,161
699,3,0.025884255327347394,056,025,088
700,3,0.0023066212542230957,000,125,107
701,3,0.0017238544929998323,079,142,118
702,3,0.004226676386690609,160,188,167
703,3,0.02041814309167056,088,006,188
704,3,0.01308509651952705,167,173,041
705,3,0.00165296978322238,067,171,070
706,3,0.010222626480149488,142,116,075
707,3,0.012211611130791389,173,089,081
708,3,-0.0003272746623834699,193,027,073
709,3,0.00411467754686623,163,006,178
710,3,0.023270068190053728,144,163,177
711,3,0.025008628251822373,003,099,136
712,3,0.03746715534457146,003,118,029
713,3,0.03694530709736055,108,016,029
714,3,0.004576692491946255,175,006,061
715,3,0.007414614605132264,014,059,073
716,3,0.007193536488354524,105,133,061
717,3,0.013792339339300241,168,075,110
718,3,0.006227260743531526,072,175,076
719,3,0.018238254826689615,187,143,198
720,3,0.0175115848416727,000,181,017
721,3,0.03819579406863549,076,127,099
722,3,0.004671154307502645,012,185,077
723,3,0.008776614938795335,108,117,015
724,3,0.002523064877521408,115,024,097
725,3,0.0033158846728108538,134,107,036
726,3,0.0314228203204473,055,190,187
