,num_topics,evidence_r2,2,3,4,5,6,7
161,6,0.08952528065782983,110,193,174,172,131,024
162,6,0.028562481143600826,001,019,148,184,196,123
163,6,0.04197444573805531,191,054,088,087,189,076
164,6,0.026827010854203692,153,140,004,045,181,105
165,6,0.10905152424942122,105,011,047,109,065,019
166,6,0.17776499658934064,166,157,125,045,158,185
167,6,0.1136340185751118,163,026,091,031,063,061
168,6,0.10096221213692835,183,166,072,032,004,106
169,6,0.02661587526310394,148,036,124,050,195,058
170,6,0.1396384677187711,187,160,101,142,076,014
171,6,0.10194134601108229,102,005,035,171,019,142
172,6,0.05748362259641937,082,061,077,073,116,178
173,6,0.11716432425188594,091,025,153,190,067,083
174,6,0.1280088548090733,022,134,192,099,150,014
175,6,0.13419648610100265,119,108,007,024,003,103
176,6,0.03831754860784975,169,041,184,083,061,084
177,6,0.05009425624968833,166,191,195,082,174,182
178,6,0.046679377479037165,048,177,058,001,004,094
179,6,0.09406501490334918,050,137,122,113,090,101
180,6,0.11840329091341673,091,074,038,193,144,089
181,6,0.026245434985984417,199,019,104,082,094,054
182,6,0.22659281070076442,087,013,157,184,178,120
183,6,0.06298397465752725,133,109,052,198,129,199
184,6,0.20774986115654714,120,124,041,101,142,075
185,6,0.19218921442956594,070,120,143,155,084,022
186,6,0.04807413251419468,165,176,198,132,169,144
187,6,0.02900156346184879,049,007,037,067,033,148
188,6,0.12636527181420154,184,098,004,049,023,141
189,6,0.14141033728190655,012,164,097,052,134,038
190,6,0.03458494546509605,079,027,121,174,066,189
191,6,0.1379407505230208,008,001,055,150,025,187
192,6,0.15071184985164932,042,074,127,091,138,160
193,6,0.12186264079338116,065,022,156,174,177,027
194,6,0.10291141314123298,170,004,089,181,082,077
195,6,0.05360459065419532,191,102,074,087,175,042
196,6,0.12625657923997602,102,024,101,007,014,038
197,6,0.04897508179890975,041,085,040,194,136,169
198,6,0.13553580207691285,023,065,089,043,133,117
199,6,0.04356180121676245,046,087,160,062,159,094
200,6,0.03680863395647871,048,174,080,027,105,107
201,6,0.027097083273230127,149,059,113,124,013,061
202,6,0.10135559260848848,170,188,130,168,092,134
203,6,0.13766398905768873,024,088,022,169,124,038
204,6,0.031049875007483352,090,007,000,057,018,140
205,6,0.0829012274510671,147,187,159,041,008,094
206,6,0.06746199915719053,170,034,191,156,124,143
207,6,0.05592160920172351,088,144,012,105,114,196
208,6,0.08167509478549217,044,041,151,021,089,117
209,6,0.075733916467419,037,161,148,043,034,185
210,6,0.11310207904638414,182,122,171,104,059,018
211,6,0.11253008537239617,049,062,065,056,024,151
212,6,0.039464503820442975,167,108,143,190,161,016
213,6,0.02279131406105228,155,122,037,029,165,068
214,6,0.06928809986520634,011,144,099,070,043,169
215,6,0.1777202260541375,006,052,039,120,129,040
216,6,0.03875723343900184,032,172,102,096,008,059
217,6,0.10636987134825748,053,084,079,149,007,055
218,6,0.08822980253080404,119,121,141,189,099,079
219,6,0.1323710187198126,173,115,151,184,127,125
220,6,0.10119702686207643,081,118,152,150,018,088
221,6,0.031254067064605984,092,106,194,082,147,184
222,6,0.05034077070707943,039,152,174,005,118,181
223,6,0.09207739477206411,147,102,156,023,123,165
224,6,0.05478342379489676,144,073,155,169,006,019
225,6,0.19206748220633052,041,088,143,157,133,042
226,6,0.06105510324351948,011,080,102,079,105,192
227,6,0.04519712763155781,165,159,051,017,068,078
228,6,0.1202893762240691,121,053,163,172,062,065
229,6,0.08302261026988866,134,113,078,049,190,153
230,6,0.014543470356279897,054,096,195,105,066,147
231,6,0.0901162587262655,163,008,103,013,136,052
232,6,0.033331398673799306,049,061,031,115,109,057
233,6,0.08582586202941334,011,015,134,138,078,083
234,6,0.0850736158516402,168,136,074,137,011,089
235,6,0.18811896708953058,005,193,120,125,183,024
236,6,0.09261146952054378,075,196,132,106,193,022
237,6,0.02974306446445263,076,036,073,163,183,165
238,6,0.1711957278820847,173,121,060,064,101,194
239,6,0.07567265321373695,005,189,105,181,072,019
240,6,0.08985854223640066,018,151,141,178,034,098
241,6,0.244297508389272,065,190,063,187,073,157
242,6,0.08050282389178498,000,119,195,121,055,142
243,6,0.18803503859516935,163,189,083,130,157,000
244,6,0.09651761525494507,150,037,170,003,038,078
245,6,0.08582124448235096,067,114,015,024,044,185
246,6,0.04542061913148243,143,035,121,033,109,194
247,6,0.14775465891825323,098,048,170,138,142,091
248,6,0.08350048531300558,037,088,082,034,168,147
249,6,0.11692650857490339,016,133,090,101,049,141
250,6,0.03634521610217489,082,074,190,008,066,013
251,6,0.1433678632545522,059,045,134,097,127,012
252,6,0.12987369560476547,070,068,089,036,091,017
253,6,0.09441987974675226,183,174,040,149,134,175
254,6,0.09998323609512105,042,007,149,185,080,187
255,6,0.049596404180600184,140,000,138,142,148,141
256,6,0.045738439850019574,140,080,136,032,198,150
257,6,0.04495975654932782,188,080,160,189,092,169
258,6,0.035470236943366484,172,045,150,025,161,064
259,6,0.07216436860589537,190,062,037,046,127,103
260,6,0.04814757039968087,133,147,105,116,097,107
261,6,0.23456610293039948,178,118,107,157,120,089
262,6,0.07689666048638455,140,077,185,072,041,144
263,6,0.08658449965742843,150,046,032,169,097,114
264,6,0.0920494753981318,165,015,022,125,155,191
265,6,0.10061260889689783,141,042,096,036,003,104
266,6,0.12009562692368791,136,003,004,177,181,019
267,6,0.06191412685428688,119,129,132,115,016,031
268,6,0.18608084091808785,125,192,013,195,120,116
269,6,0.05974032031741827,132,088,080,063,124,130
270,6,0.05918840976301032,068,014,089,147,000,107
271,6,0.046085242683722494,018,098,027,084,025,194
272,6,0.019780152268351503,153,021,125,079,061,152
273,6,0.08850973354337133,079,118,052,076,026,167
274,6,0.14262099675767004,034,004,150,109,023,196
275,6,0.1057093819194197,189,163,077,194,198,091
276,6,0.02528782088566861,084,038,170,067,148,125
277,6,0.08362512639070974,166,006,097,165,065,141
278,6,0.0518627422919532,000,141,074,113,181,037
279,6,0.10394439577605319,039,011,101,032,178,015
280,6,0.1432049821921656,055,104,191,053,047,027
281,6,0.06187193679197922,104,011,062,025,069,099
282,6,0.16793135942050774,192,147,059,137,080,120
283,6,0.049092953557154706,161,188,192,000,004,094
284,6,0.0768001376630183,107,052,151,059,096,031
285,6,0.09034094592290165,173,133,103,117,036,005
286,6,0.03356241604295929,094,125,147,193,012,004
287,6,0.16626581513801375,129,003,007,153,091,163
288,6,0.0891689078683281,171,190,067,016,019,155
289,6,0.034398102399674,158,102,049,005,193,014
290,6,0.03496753385854756,016,079,094,106,097,107
291,6,0.15677235938245704,190,159,034,110,171,164
292,6,0.10483865058512165,051,148,053,039,043,130
293,6,0.08780514541688245,104,199,049,147,173,191
294,6,0.09814018266636271,046,124,189,150,065,125
295,6,0.027150709988981392,149,063,184,124,155,078
296,6,0.07880847030366367,147,189,043,177,116,114
297,6,0.06519236894813552,059,016,118,067,170,194
298,6,0.12366919998950354,146,097,007,036,025,053
299,6,0.2087073702163963,079,053,026,137,101,120
300,6,0.046485283712563774,106,176,142,174,141,001
301,6,0.12492369945438198,003,156,107,050,065,181
302,6,0.04063763643795393,119,063,137,081,184,049
303,6,0.0573854148148748,036,018,119,098,184,159
304,6,0.12552162404475242,033,144,087,183,049,171
305,6,0.04239675202729298,031,198,103,019,012,004
306,6,0.04675536346066589,099,089,049,036,056,159
307,6,0.12469179617455106,052,034,023,153,045,076
308,6,0.05744521947892822,061,148,165,087,123,108
309,6,0.07751252209820614,072,060,149,006,196,079
310,6,0.08784767421324424,196,153,078,034,134,079
311,6,0.06576516351745287,047,115,188,054,074,116
312,6,0.1451506605219024,193,039,029,164,003,141
313,6,0.04355400654203023,058,188,083,011,159,042
314,6,0.08943292924125534,050,023,167,092,087,043
315,6,0.02234524500465007,062,015,076,129,188,026
316,6,0.01563865866456038,084,068,094,066,178,172
317,6,0.08476669770607304,049,082,029,127,121,089
318,6,0.10700661456841487,168,105,022,156,116,090
319,6,0.005984111856800811,176,067,015,161,196,006
320,6,0.08782139290798996,123,052,110,184,151,013
321,6,0.09638524549783145,156,124,060,025,023,064
322,6,0.0715319439771479,032,055,109,183,176,096
323,6,0.03281785541837945,165,081,005,056,192,004
324,6,0.08799050937946762,057,024,150,063,048,058
325,6,0.19597481519786786,157,131,050,070,110,194
326,6,0.10561872147828699,015,072,021,147,024,038
327,6,0.08688568885182701,147,071,174,146,118,012
328,6,0.18589770022761343,157,183,021,117,158,087
329,6,0.09642278532540971,103,178,173,018,084,159
330,6,0.09624987844154687,196,187,170,037,062,069
331,6,0.05060661762380225,063,032,118,026,117,184
332,6,0.08512440610294458,185,035,056,000,187,103
333,6,0.0158183109449459,080,084,058,178,094,071
334,6,0.07939143849571673,051,027,003,040,062,104
335,6,0.04652589131799134,025,096,006,169,026,109
336,6,0.10627837919920369,134,075,056,184,044,026
337,6,0.10416667767501897,103,167,148,101,153,161
338,6,0.22788385124652055,105,101,157,172,132,121
339,6,0.08433334749969479,166,029,065,048,008,060
340,6,0.1226469772258919,027,065,125,049,171,152
341,6,0.06679725852204776,034,099,110,196,113,013
342,6,0.032020465784597274,125,163,013,198,042,084
343,6,0.2293027952350004,057,120,157,072,065,144
344,6,0.028033473488280558,115,098,066,062,194,099
345,6,0.06080809353326666,141,107,033,104,191,038
346,6,0.1514419134660272,091,138,132,053,061,120
347,6,0.0974166685775184,124,069,004,132,133,065
348,6,0.10873977455541106,158,134,143,057,141,045
349,6,0.11906882804066166,005,099,035,088,134,022
350,6,0.044530471138464645,191,004,158,190,046,054
351,6,0.05193086343606468,149,194,104,114,113,151
352,6,0.04927183881239916,012,097,034,013,149,000
353,6,0.0791999230832876,060,047,121,142,153,108
354,6,0.0707963224342506,188,049,124,055,185,016
355,6,0.05014466068586443,070,063,198,142,136,085
356,6,0.08041553697105075,107,072,143,167,158,063
357,6,0.09900230250370279,138,059,055,042,082,088
358,6,0.18488876369160445,157,134,117,088,061,133
359,6,0.04275225082822687,188,116,140,115,147,066
360,6,0.056337915523693605,196,118,184,152,166,087
361,6,0.137150813854658,047,152,173,125,052,170
362,6,0.03878622459564118,087,080,059,151,062,183
363,6,0.08612918863081687,155,090,003,062,192,158
364,6,0.08776111330111647,164,109,018,140,015,062
365,6,0.04778667813453197,193,008,074,094,158,033
366,6,0.032618051583412466,007,184,063,005,144,152
367,6,0.20011772102362202,120,177,130,091,124,004
368,6,0.08434957356943962,067,131,181,076,091,165
369,6,0.05245921662584496,123,182,064,082,075,008
370,6,0.07997976183485656,032,031,007,046,127,033
371,6,0.07228780079518138,152,165,108,118,013,166
372,6,0.05366544483146818,182,096,155,193,025,149
373,6,0.05163866692206709,199,131,031,061,188,118
374,6,0.18904856538669168,059,120,039,117,121,092
375,6,0.03269810061209211,073,138,159,070,066,025
376,6,0.042071258733446304,188,079,099,025,045,049
377,6,0.01828333132828941,176,087,042,038,008,137
378,6,0.09980340088956874,074,067,065,066,080,024
379,6,0.09062136928966535,198,060,011,117,023,165
380,6,0.031282960282659755,081,165,021,172,188,109
381,6,0.09974545502988919,147,012,163,115,189,022
382,6,0.05485504584172074,190,052,102,155,099,185
383,6,0.0688597256552953,048,051,085,193,109,037
384,6,0.17417742474106213,044,194,105,149,120,045
385,6,0.015036857187145314,152,075,056,076,005,175
386,6,0.04038119994392442,193,196,056,168,151,054
387,6,0.07953375566344467,195,199,043,015,024,144
388,6,0.03207218747617835,039,129,124,092,143,077
389,6,0.0598666557300539,150,165,125,031,160,034
390,6,0.09085325382383269,181,027,108,137,150,064
391,6,0.08232662997457818,067,088,089,042,175,027
392,6,0.22852535053050183,188,032,120,155,108,003
393,6,0.1165017957856912,005,084,072,123,166,052
394,6,0.20762149327195656,085,166,127,046,114,157
395,6,0.04574268141479343,047,069,049,102,125,168
396,6,0.19529282863479158,178,090,043,099,120,025
397,6,0.10878905199588118,101,025,199,040,066,063
398,6,0.08392748823926621,151,041,024,138,124,013
399,6,0.10561152623925651,069,053,017,132,142,192
400,6,0.03156490961561065,015,040,192,150,188,149
401,6,0.10114041839647792,187,137,138,176,107,004
402,6,0.05003896972388033,073,051,038,185,163,136
403,6,0.15661448345752804,092,080,087,022,051,101
404,6,0.037754318034668444,160,087,025,071,152,102
405,6,0.1039689041622105,114,091,064,084,172,013
406,6,0.023000652678096034,153,194,012,006,068,004
407,6,0.0875455319784838,081,061,024,071,011,123
408,6,0.08235203199378605,011,007,041,105,024,153
409,6,0.016381071822895832,078,184,195,069,021,042
410,6,0.05531720012450747,056,050,004,070,181,108
411,6,0.05876783257164775,161,183,141,050,048,168
412,6,0.014169657985943274,050,021,016,176,124,006
413,6,0.16507528003103455,068,021,120,137,177,196
414,6,0.007258923583969179,075,125,077,081,090,178
415,6,0.07743647516426833,027,053,061,103,104,183
416,6,0.03789561676342024,160,078,119,000,194,104
417,6,0.061828690476475545,118,046,117,027,148,057
418,6,0.10739449643708487,083,171,036,103,124,032
419,6,0.09648187832494648,088,102,132,025,130,037
420,6,0.021630513725313327,097,035,133,019,158,075
421,6,0.03511171395333024,019,080,124,198,037,076
422,6,0.04883967116372756,005,176,178,041,080,118
423,6,0.1130314957514289,164,099,175,017,117,041
424,6,0.10370811040124284,193,080,153,134,038,044
425,6,0.17534889977792512,120,192,137,134,107,062
426,6,0.007916775982782287,113,178,152,143,080,077
427,6,0.11610017120979965,011,115,024,057,055,070
428,6,0.208801820872639,060,120,104,073,101,188
429,6,0.05319013149822149,037,031,198,185,115,110
430,6,0.11329687900161389,063,109,024,129,003,000
431,6,0.10585721506730728,189,196,032,072,004,046
432,6,0.03879170643520102,040,075,098,193,007,041
433,6,0.019981449711328536,018,006,042,131,147,195
434,6,0.09865625314953486,048,122,194,056,025,072
435,6,0.1233060934054282,063,170,136,198,173,191
436,6,0.011239903306627497,178,121,067,133,042,183
437,6,0.08494274081876063,016,019,043,143,146,027
438,6,0.03102410287408819,012,181,172,117,102,013
439,6,0.09125914042733152,099,174,163,124,023,195
440,6,0.13954488563087453,173,065,151,071,001,159
441,6,0.04268352385084684,132,198,016,025,168,038
442,6,0.024191821272207314,067,046,061,013,175,130
443,6,0.03594573487358366,153,060,165,183,098,044
444,6,0.11774605762322854,191,116,014,173,125,078
445,6,0.04804466645421013,194,118,172,061,039,031
446,6,0.1169522735275762,084,080,108,171,114,144
447,6,0.03780182106157115,192,124,021,115,085,159
448,6,0.0533162624624719,193,011,159,070,163,129
449,6,0.0571885274043491,088,000,175,125,069,079
450,6,0.06732154277172664,127,123,122,005,152,043
451,6,0.019650910591862747,105,012,061,131,004,196
452,6,0.08899783000401906,181,005,003,011,001,153
453,6,0.08009368544787177,096,042,155,012,164,122
454,6,0.02019709097924871,076,074,057,183,085,050
455,6,0.08614388932109207,124,003,042,036,105,090
456,6,0.04738436794702172,039,192,182,098,071,046
457,6,0.061194727340894484,036,117,074,052,004,149
458,6,0.06980505829536243,011,069,166,143,044,083
459,6,0.10632456297271753,194,151,051,032,035,022
460,6,0.05879111691541583,006,089,033,078,188,066
461,6,0.033747176939251666,057,193,168,194,067,098
462,6,0.16825431439280458,169,038,187,091,076,166
463,6,0.05568532201961529,163,097,161,130,170,063
464,6,0.10299037493399898,056,198,077,101,049,121
465,6,0.11959556101126745,099,121,029,164,072,013
466,6,0.1120716530495921,049,142,087,119,198,053
467,6,0.012909608580100707,014,051,105,039,194,013
468,6,0.09693824848190324,055,125,080,119,118,056
469,6,0.11757445137456113,079,054,023,006,143,072
470,6,0.056973690184080494,182,102,012,172,088,098
471,6,0.18130184964174445,183,106,198,085,007,157
472,6,0.19257537776762224,070,110,165,184,157,161
473,6,0.07355806454275793,140,065,098,117,025,099
474,6,0.030672662331484246,057,054,067,194,079,195
475,6,0.05211362890887494,004,143,042,103,088,038
476,6,0.02740475813444565,038,148,138,096,140,169
477,6,0.08600749511601768,167,184,088,029,072,021
478,6,0.09101680219050956,167,001,014,053,060,114
479,6,0.12442168442766344,037,189,101,051,083,078
480,6,0.04078814020066324,033,017,001,149,057,147
481,6,0.14146915231161383,024,026,188,055,123,023
482,6,0.054976118473200386,079,190,025,193,184,014
483,6,0.07872483793276008,023,104,066,059,149,168
484,6,0.041271870109506836,082,113,178,098,001,132
485,6,0.10292281740532883,008,148,173,133,185,153
486,6,0.24073333845791067,043,035,007,105,187,120
487,6,0.18331598190234577,101,065,062,132,173,090
488,6,0.11195484492537033,161,193,022,137,048,090
489,6,0.19971970176458576,018,046,044,157,194,034
490,6,0.11756617016323523,063,036,136,018,017,055
491,6,0.06693304357395169,122,038,102,034,041,044
492,6,0.07065418486059516,118,117,074,079,177,189
493,6,0.09141298088345329,034,032,146,069,011,183
494,6,0.2005106626504779,054,188,181,052,039,157
495,6,0.053457747093386465,039,044,031,079,059,132
496,6,0.08784595198702949,057,069,094,134,132,032
497,6,0.10774829072447834,101,158,106,183,161,191
498,6,0.07382857627008199,042,141,110,084,069,166
499,6,0.05784100003992765,142,055,161,051,149,174
500,6,0.04015952078873475,136,080,073,147,006,033
501,6,0.06798166450886334,121,170,108,013,132,029
502,6,0.1650099409786958,134,055,089,187,001,168
503,6,0.07873103014270288,109,164,129,000,165,006
504,6,0.03307839388937994,123,075,196,077,130,085
505,6,0.02354498074781819,019,045,099,161,029,155
506,6,0.15145844264931552,146,136,108,117,052,047
507,6,0.18878415329398124,096,172,083,187,171,173
508,6,0.05364879688455981,031,129,036,115,047,044
509,6,0.16713042118371935,004,171,046,134,149,142
510,6,0.0647898054359286,046,196,166,152,017,081
511,6,0.022837884327566282,117,133,037,060,195,045
512,6,0.01380607320984395,125,105,049,185,035,058
513,6,0.0949272685177186,113,058,007,029,134,105
514,6,0.21437271245569645,084,157,152,047,109,031
515,6,0.052588637367939284,026,021,175,001,109,123
516,6,0.05620126559448346,062,058,140,017,079,066
517,6,0.019743102960637637,078,183,092,026,054,014
518,6,0.06858561444492439,057,080,167,034,047,192
519,6,0.0448234106322839,166,011,046,189,148,193
520,6,0.05776596752644125,194,035,026,133,060,089
521,6,0.07108267001423274,040,057,082,127,092,004
522,6,0.0405946947177227,056,081,037,150,140,070
523,6,0.1625329260441548,177,082,055,133,022,171
524,6,0.05406538740497879,165,066,012,041,118,082
525,6,0.038494189444973514,167,045,007,114,071,148
526,6,0.2084300564950412,178,005,047,198,157,064
527,6,0.037877966692370646,026,175,018,085,143,177
528,6,0.10096800686917085,075,096,065,199,108,110
529,6,0.03962862561677927,163,044,085,159,026,058
530,6,0.07518484684799331,057,036,079,198,024,015
531,6,0.03789300818267283,170,040,192,000,190,198
532,6,0.07812649253573667,116,148,151,155,011,037
533,6,0.04164981769572795,161,117,132,185,068,175
534,6,0.0957996739419189,011,097,087,187,184,021
535,6,0.07910868302434138,121,187,026,105,196,183
536,6,0.031076054925112007,105,109,166,138,176,103
537,6,0.11071895456421799,168,173,000,037,159,163
538,6,0.13949234922895049,171,004,175,121,110,156
539,6,0.06332823557063139,097,142,104,089,098,096
540,6,0.08853202930818249,117,140,133,041,132,022
541,6,0.10010193623467478,171,021,160,016,169,092
542,6,0.0500101505184104,088,005,019,199,006,102
543,6,0.04497233996294436,183,062,063,163,000,014
544,6,0.12897983352636788,059,072,115,019,195,023
545,6,0.17233184883710206,053,022,040,023,076,116
546,6,0.1506621190146662,118,183,066,141,101,166
547,6,0.024739121876675374,084,125,166,026,064,062
548,6,0.11272472948607415,023,047,059,024,172,104
549,6,0.12638739007548105,101,116,177,087,163,081
550,6,0.08795515282765987,088,140,054,181,053,066
551,6,0.042536632021466625,054,196,108,090,068,140
552,6,0.026050233225655584,014,104,019,008,140,177
553,6,0.03782486442006494,066,160,182,069,088,081
554,6,0.09096820147481233,066,045,046,063,173,031
555,6,0.0202125235909687,191,199,097,107,005,153
556,6,0.07971074736127426,008,151,193,089,000,125
