,num_topics,evidence_r2,2,3,4,5,6,7
1070,6,0.061710276805016284,118,158,131,169,140,183
1071,6,0.1016541189385739,050,035,017,172,169,003
1072,6,0.0649915368309687,130,153,141,071,151,077
1073,6,0.10170784793516852,090,196,173,059,121,168
1074,6,0.03900482804282912,080,152,196,075,119,181
1075,6,0.055769723524117354,191,073,046,181,108,068
1076,6,0.10959263428751453,102,199,134,006,087,054
1077,6,0.08221756317176154,153,011,061,082,034,121
1078,6,0.034939051132280574,041,025,125,044,117,138
1079,6,0.09017932729192091,130,022,016,129,018,021
1080,6,0.1989252470501035,015,078,120,023,148,158
1081,6,0.11510749033919143,101,129,059,195,036,110
1082,6,0.03307817241116473,068,061,191,007,004,057
1083,6,0.11542446353095959,033,156,011,110,053,122
1084,6,0.1140516678384984,025,096,171,178,104,159
1085,6,0.13260314616053126,151,051,065,134,084,168
1086,6,0.14657301806366452,073,187,172,083,052,084
1087,6,0.0792877517740227,078,144,116,195,118,081
1088,6,0.01619713064579431,056,085,061,090,155,075
1089,6,0.03863307695455942,038,051,088,178,075,073
1090,6,0.053030396174770233,147,097,017,182,198,063
1091,6,0.08964403503257434,024,189,167,184,082,011
1092,6,0.04479371897119211,118,071,050,149,039,042
1093,6,0.12987735249889543,173,115,025,047,178,176
1094,6,0.11366648726883144,103,017,012,134,102,064
1095,6,0.060278444821114885,170,110,105,198,031,132
1096,6,0.04797336195895219,131,031,108,170,099,113
1097,6,0.11386782982865662,103,037,026,056,136,101
1098,6,0.03995652586900966,106,133,150,051,039,125
1099,6,0.11219735435214084,053,116,012,194,151,131
1100,6,0.12747095644112505,119,091,106,184,183,019
1101,6,0.09824740273652732,083,044,098,006,080,003
1102,6,0.031631329854516665,125,198,102,013,066,106
1103,6,0.04893271691964207,083,125,070,184,066,110
1104,6,0.04033395831181397,182,063,169,050,175,159
1105,6,0.08555405109129188,092,084,072,156,183,158
1106,6,0.21656421115147373,039,171,026,157,121,071
1107,6,0.17990054249615395,089,019,065,120,074,091
1108,6,0.04765438844627057,156,048,115,036,081,090
1109,6,0.08790193434072224,174,021,185,121,194,187
1110,6,0.043631319420108894,169,000,025,033,050,038
1111,6,0.12820401139766446,082,005,175,091,196,117
1112,6,0.10112056728054108,065,109,057,153,178,108
1113,6,0.038577177113708117,125,131,147,124,061,150
1114,6,0.11275732345533906,089,152,055,166,177,017
1115,6,0.04855742104099803,196,059,082,190,048,060
1116,6,0.025954450840139698,177,199,070,007,190,019
1117,6,0.1837709954010499,068,098,157,167,199,032
1118,6,0.08152008907965769,032,026,053,117,083,064
1119,6,0.09140254533549197,083,061,164,198,150,131
1120,6,0.16780521132037396,171,130,116,065,063,187
1121,6,0.21712670742855145,027,151,120,052,026,146
1122,6,0.024670859256628708,063,076,085,090,067,132
1123,6,0.021224468057544632,027,178,194,107,148,199
1124,6,0.1168807622958491,017,141,134,143,061,104
1125,6,0.04947343616598221,156,068,132,004,083,069
1126,6,0.048369704140254544,143,040,045,015,176,118
1127,6,0.1954650479814064,023,053,094,187,134,114
1128,6,0.13804506867879418,023,083,058,091,013,199
1129,6,0.08740351372342037,129,196,052,077,065,014
1130,6,0.03531713920073554,063,183,033,081,138,073
1131,6,0.09454142957652789,182,173,075,090,046,074
1132,6,0.09771864573333477,105,169,014,166,003,165
1133,6,0.09988777962340079,081,000,134,032,184,161
1134,6,0.10264224659361332,027,189,185,065,052,124
1135,6,0.19966400905953752,142,193,013,056,120,047
1136,6,0.1217021259011879,143,072,118,046,048,182
1137,6,0.029790608454277945,121,071,176,056,163,000
1138,6,0.026962803398332347,007,176,183,006,123,045
1139,6,0.0689023472689343,000,163,119,008,059,178
1140,6,0.14209732850198353,116,140,089,052,174,053
1141,6,0.0921630178056585,022,121,027,012,096,058
1142,6,0.041669732046713204,083,147,084,170,188,103
1143,6,0.03332128476530072,195,136,054,069,031,137
1144,6,0.011329233623144752,067,041,007,061,005,039
1145,6,0.0544420998010513,017,067,148,178,194,011
1146,6,0.0655113826875462,129,082,074,169,012,141
1147,6,0.10714833271007151,185,194,182,004,094,053
1148,6,0.09358402137942501,148,075,060,024,011,116
1149,6,0.052512353339023154,184,046,147,097,148,141
1150,6,0.04075696151086439,047,000,025,078,018,054
1151,6,0.04456257928540641,191,085,094,199,044,190
1152,6,0.05492801416638726,121,141,152,073,172,051
1153,6,0.12901646100971975,067,022,071,151,129,055
1154,6,0.11275144754119115,101,168,103,044,070,074
1155,6,0.11714251919272056,011,083,105,050,098,187
1156,6,0.10482420258786274,076,053,027,110,096,062
1157,6,0.23362695527246147,120,195,004,024,006,073
1158,6,0.06433014486180377,175,153,069,055,064,129
1159,6,0.030192462398584308,068,019,082,038,063,011
1160,6,0.06314813220852666,054,040,049,118,045,102
1161,6,0.03266358297158989,005,097,092,062,050,195
1162,6,0.20743889167489826,050,052,062,159,157,192
1163,6,0.014239846602241757,066,176,036,057,045,082
1164,6,0.10604181838500082,173,054,153,066,087,082
1165,6,0.09044542467233041,024,191,081,046,159,123
1166,6,0.038704745194044876,166,125,048,144,194,045
1167,6,0.1299691281979244,053,052,168,151,059,132
1168,6,0.035784544453367095,080,045,107,069,172,062
1169,6,0.029804750914297573,149,007,018,105,172,013
1170,6,0.037224561620060714,174,001,017,005,176,161
1171,6,0.03510595281632789,170,092,041,056,054,156
1172,6,0.09481593606242422,155,132,069,123,187,075
1173,6,0.1606146505409729,040,158,189,120,104,105
1174,6,0.10447565903538736,072,083,090,019,097,089
1175,6,0.061318673596181816,156,037,011,000,127,039
1176,6,0.097672828833272,176,148,143,066,134,005
1177,6,0.0810659212943815,019,026,151,065,097,064
1178,6,0.03454798892412436,004,104,190,175,172,015
1179,6,0.11583660004460605,089,014,117,022,167,156
1180,6,0.059325929008606004,174,032,060,055,077,084
1181,6,0.06858057034172615,017,043,087,137,051,059
1182,6,0.08693380818138574,104,136,118,043,106,015
1183,6,0.10218985629953647,049,164,189,039,141,140
1184,6,0.09574065230736484,172,131,169,003,163,074
1185,6,0.043875236222194025,156,136,054,183,005,193
1186,6,0.11517077532356479,064,181,110,187,177,098
1187,6,0.09055928045915063,038,013,078,171,113,029
1188,6,0.040071749491531916,177,078,138,167,017,016
1189,6,0.11011695793355925,014,082,184,110,124,187
1190,6,0.07369227859013405,054,053,013,038,191,132
1191,6,0.08818427041391619,048,119,132,074,169,008
1192,6,0.13403444886228932,164,053,074,038,131,065
1193,6,0.06934292457195279,069,106,188,198,055,001
1194,6,0.07696216277552614,084,097,055,119,000,041
1195,6,0.09205732969531488,079,102,058,085,149,164
1196,6,0.1594734703175824,120,079,144,190,168,046
1197,6,0.012103929273600045,069,031,178,001,035,015
1198,6,0.019379351125656252,062,081,029,064,104,174
1199,6,0.09267257010416685,015,170,072,092,094,069
1200,6,0.11483505666819283,018,087,091,196,021,140
1201,6,0.07676339727109294,096,033,168,052,038,175
1202,6,0.06437506925116976,065,035,060,172,152,129
1203,6,0.10390972546480204,141,124,143,123,136,024
1204,6,0.04951573959384503,077,019,094,090,048,106
1205,6,0.08069744713177629,040,109,068,036,055,073
1206,6,0.07427334315363865,087,195,096,114,185,052
1207,6,0.08208945589338845,134,077,015,078,174,123
1208,6,0.04388691810847423,151,099,198,181,161,150
1209,6,0.17060457359638825,125,120,165,070,059,141
1210,6,0.0263817090670867,161,068,042,191,063,051
1211,6,0.042415590996886854,099,125,130,184,088,008
1212,6,0.1190562231290705,057,134,188,108,140,178
1213,6,0.056026548168902957,188,054,116,182,151,198
1214,6,0.08639837244067161,106,087,025,072,158,178
1215,6,0.07835507297060973,148,160,044,003,167,029
1216,6,0.027837353110634955,081,196,038,013,109,029
1217,6,0.03408219637091148,174,088,168,068,194,066
1218,6,0.12009304910699847,023,143,034,174,085,082
1219,6,0.05387613659615298,140,138,084,031,119,018
1220,6,0.020576696468679545,075,195,015,087,121,008
1221,6,0.058092909805807946,075,123,026,125,119,085
1222,6,0.11427526984956693,194,091,147,142,027,132
1223,6,0.019458444132100405,015,035,077,185,131,087
1224,6,0.1031362966477789,138,072,127,056,073,042
1225,6,0.039370173365056216,192,040,067,013,178,151
1226,6,0.09299373268493338,140,121,109,130,023,035
1227,6,0.15825420777599986,013,105,173,171,087,114
1228,6,0.06035108402631906,191,080,102,150,069,130
1229,6,0.06529714532568898,034,092,194,148,059,075
1230,6,0.019192159881498583,000,058,094,078,090,049
1231,6,0.20962320952975677,183,190,151,067,108,120
1232,6,0.02719793075489796,054,177,178,050,170,106
1233,6,0.14877822641244898,008,134,127,035,029,192
1234,6,0.03512923364298537,042,015,106,044,077,181
1235,6,0.09437980250571909,185,103,171,199,027,142
1236,6,0.07208630082774414,067,098,103,007,118,185
1237,6,0.07687819207412416,034,081,012,110,125,098
1238,6,0.06893631924789922,181,024,194,026,000,123
1239,6,0.036960313791786104,184,144,067,041,042,044
1240,6,0.05699990960702228,090,172,098,142,119,194
1241,6,0.058042813324026166,007,172,144,026,110,076
1242,6,0.08188961375110271,088,198,013,035,043,025
1243,6,0.012607425560078989,039,018,012,071,113,013
1244,6,0.06247919037269334,110,008,114,039,021,057
1245,6,0.023443812308496348,059,153,061,085,099,076
1246,6,0.050513640781111424,042,108,059,005,085,049
1247,6,0.07159819534343781,050,113,049,003,125,045
1248,6,0.15638820954102195,055,098,023,167,053,006
1249,6,0.22879981141012207,075,091,113,196,101,157
1250,6,0.017155436632475318,177,147,195,131,039,185
1251,6,0.133173892450689,063,181,116,187,062,118
1252,6,0.11803833365888472,173,017,144,182,012,015
1253,6,0.021772248295518493,166,094,178,071,085,080
1254,6,0.20009895078728723,170,052,090,096,138,157
1255,6,0.1881299576329426,019,120,116,058,025,172
1256,6,0.0962677308444988,194,153,176,164,034,066
1257,6,0.02525512811635977,001,013,051,066,082,077
1258,6,0.10152399120260258,117,057,053,051,007,136
1259,6,0.02038799607470987,058,143,129,097,056,092
1260,6,0.08829097425749999,033,073,050,012,003,069
1261,6,0.057973428606614696,008,151,166,148,081,083
1262,6,0.06133165568659016,038,006,146,076,074,008
1263,6,0.07037257967439237,136,189,013,011,088,172
1264,6,0.06261551475588656,087,114,167,001,004,018
1265,6,0.12612175848600105,196,125,104,171,003,011
1266,6,0.11098496369994448,075,181,059,007,091,163
1267,6,0.05892734912252007,114,005,013,054,014,108
1268,6,0.0523523337190267,113,060,047,175,087,045
1269,6,0.038064004322156286,063,103,029,181,048,042
1270,6,0.1393211479161628,027,184,102,129,065,091
1271,6,0.015028032940660019,040,066,189,041,121,001
1272,6,0.10677673814978872,023,151,052,096,176,048
1273,6,0.03465424912299364,158,113,004,019,117,013
1274,6,0.01834603413990643,104,059,156,181,078,080
1275,6,0.1269435310940713,118,181,072,052,027,199
1276,6,0.12002421262281682,134,006,099,185,151,163
1277,6,0.08783358914993833,053,000,166,189,175,147
1278,6,0.03280412466183358,074,192,057,018,060,062
1279,6,0.11744928592486015,069,045,155,087,160,091
1280,6,0.05691842257409274,084,081,080,122,106,118
1281,6,0.007262397895090533,041,026,167,006,056,166
1282,6,0.09193837346440237,142,070,192,083,023,073
1283,6,0.1805191527915866,074,189,069,051,007,157
1284,6,0.11670047974196707,119,096,101,196,058,067
1285,6,0.08133566140996962,146,136,097,074,149,037
1286,6,0.21111282159800138,057,127,025,005,140,157
1287,6,0.10202678020361433,000,029,171,193,148,097
1288,6,0.2041570552619557,156,025,053,006,173,187
1289,6,0.09909108899493224,016,046,033,134,147,199
1290,6,0.01525811580598202,181,190,060,148,056,105
1291,6,0.11192259904389668,187,155,090,018,144,079
1292,6,0.0783063358573568,014,178,118,141,001,050
1293,6,0.09208051331307854,017,044,118,006,199,152
1294,6,0.04477373262143436,191,167,121,040,079,092
1295,6,0.12334920601083732,071,164,035,022,184,142
1296,6,0.06902955493076945,017,075,013,166,088,152
1297,6,0.036945357046504146,137,074,073,004,016,198
1298,6,0.17782919228584415,173,039,101,035,021,146
1299,6,0.09507030118617632,195,017,023,015,097,196
1300,6,0.18353806778680193,140,071,184,181,136,120
1301,6,0.1530776494725975,053,023,054,119,158,151
1302,6,0.028888853399296144,026,136,177,153,147,012
1303,6,0.1152596680632818,001,127,187,107,199,013
1304,6,0.12936964531421036,048,193,061,089,158,053
1305,6,0.037680667662889356,122,077,000,114,066,195
1306,6,0.05754407855849031,013,105,127,035,063,138
1307,6,0.05137639145747763,193,151,036,140,080,169
1308,6,0.048503051783170936,016,076,102,025,097,084
1309,6,0.11457499892565626,191,129,163,113,134,027
1310,6,0.11856592912676345,171,048,123,136,032,027
1311,6,0.15229698570219308,003,167,173,198,121,188
1312,6,0.05588400863517795,062,169,076,075,147,017
1313,6,0.018735268426266605,106,105,152,138,183,073
1314,6,0.14852709771801798,071,000,091,109,104,023
1315,6,0.01687357618312213,054,060,078,156,073,058
1316,6,0.10581322750275035,191,089,178,119,049,171
1317,6,0.051524738270798176,039,017,163,058,013,117
1318,6,0.18629332364374795,101,146,064,022,098,104
1319,6,0.06878239473622283,192,055,013,161,035,070
1320,6,0.0347350437028795,191,014,155,029,192,032
1321,6,0.049783530723259695,066,082,054,084,029,114
1322,6,0.06307747513833473,195,165,071,188,055,170
1323,6,0.0959538178535525,026,148,150,003,103,037
1324,6,0.16454678748365759,039,176,003,077,091,150
1325,6,0.10059750195122241,079,083,189,117,087,022
1326,6,0.0895328259188326,153,033,072,170,194,123
1327,6,0.07050982856908095,184,097,160,015,023,188
1328,6,0.024020804670231932,153,082,014,031,106,183
1329,6,0.17047537764643683,070,120,167,140,080,062
1330,6,0.1314366032501867,064,169,174,129,072,091
1331,6,0.012022606850598305,149,036,096,161,078,113
1332,6,0.13868922862828714,171,189,057,035,091,130
1333,6,0.07302155678803168,047,125,184,000,056,024
1334,6,0.15168006515507437,144,101,014,123,081,171
1335,6,0.01690992329996044,159,084,199,160,137,073
1336,6,0.08177773662348453,063,029,079,166,140,053
1337,6,0.10868731249491548,079,155,148,134,182,074
1338,6,0.06238706812636896,130,056,008,160,172,089
1339,6,0.12351322136870269,022,070,146,105,068,016
1340,6,0.08694350483804347,166,059,129,176,158,022
1341,6,0.06603158816056232,061,146,027,076,193,167
1342,6,0.06983656029496255,196,164,016,031,077,050
1343,6,0.08074907033025602,021,165,198,015,088,072
1344,6,0.029027595901047976,012,115,049,158,059,094
1345,6,0.12701117974551135,047,116,175,187,094,106
1346,6,0.07222752128303656,090,001,118,021,110,106
1347,6,0.043654344202276874,130,079,087,062,185,142
1348,6,0.08844541582887178,014,118,109,106,136,077
1349,6,0.12598781201515896,034,137,004,076,129,023
1350,6,0.06918776415056427,129,185,063,071,117,024
1351,6,0.18734934047821117,042,157,074,007,170,165
1352,6,0.09591379187104265,054,072,047,040,178,163
1353,6,0.06140639150739502,088,184,056,084,039,017
1354,6,0.18667385454836183,064,039,031,045,157,049
1355,6,0.05848764773555282,012,172,170,114,060,046
1356,6,0.03178955450267362,008,031,025,042,078,142
1357,6,0.02416749474078339,069,166,131,159,087,143
1358,6,0.011239162809132286,149,190,005,070,031,013
1359,6,0.03563732451054513,042,016,087,071,110,067
1360,6,0.027667095458023927,070,071,096,085,174,019
1361,6,0.13683360577617787,136,150,084,102,173,159
1362,6,0.08407523590056853,026,055,063,038,161,163
1363,6,0.04099190624500193,071,116,190,181,167,050
1364,6,0.13370031131515325,092,185,005,171,072,071
1365,6,0.068452001141183,127,041,060,119,092,172
1366,6,0.11740679755912597,181,082,004,053,011,192
1367,6,0.018562399116369477,038,142,137,147,059,040
1368,6,0.051379811590897995,175,114,057,158,161,167
1369,6,0.08211190521029044,124,065,062,142,163,195
1370,6,0.043097571479722374,130,193,005,082,004,046
1371,6,0.11948387048637477,110,122,091,011,019,196
1372,6,0.015186283135114498,008,039,125,087,165,042
1373,6,0.03911707870995129,167,035,074,149,098,109
1374,6,0.03468789363941016,067,032,015,119,012,137
1375,6,0.1290801512191585,017,029,140,198,043,134
1376,6,0.04856969688835133,114,099,012,188,059,037
1377,6,0.0364998142784414,036,136,070,153,121,161
1378,6,0.03939515876008304,092,088,161,125,064,078
1379,6,0.1823373252432331,097,141,189,168,064,157
1380,6,0.10614835925394905,160,004,081,024,011,063
1381,6,0.16962435684279953,134,189,021,177,114,120
1382,6,0.12621374179145706,190,158,060,164,003,153
1383,6,0.06430819216232364,015,038,172,055,165,083
1384,6,0.1183795601862685,034,168,099,062,156,173
1385,6,0.011731530226348208,087,026,039,069,152,013
1386,6,0.06704901060222057,110,198,025,051,148,102
1387,6,0.08494798013602023,141,084,182,000,055,066
1388,6,0.0487158025705966,106,040,079,169,124,005
1389,6,0.030922084998439403,155,077,159,115,140,096
1390,6,0.07478085403924639,134,041,198,039,104,045
1391,6,0.06085958767624555,048,096,025,045,011,131
1392,6,0.1996856760300395,055,115,113,182,120,053
1393,6,0.15551714489042945,116,060,107,024,016,173
1394,6,0.08781349227642266,013,176,143,022,016,123
1395,6,0.012195851151389658,014,087,153,152,104,140
1396,6,0.033137949670773104,176,097,070,083,159,124
1397,6,0.035411627038330784,015,198,044,000,031,124
1398,6,0.09155212930847934,000,022,027,184,018,137
1399,6,0.10393278444070697,059,105,149,159,078,091
1400,6,0.01651253356957605,160,178,143,000,037,064
1401,6,0.047057074454103454,049,059,170,082,087,177
1402,6,0.21696573768337346,120,035,005,108,191,187
1403,6,0.03653580724030836,138,132,174,057,079,189
1404,6,0.04940035541118315,141,182,077,183,084,122
1405,6,0.12712395594070924,166,134,136,063,098,090
1406,6,0.03099814307676596,074,153,004,148,068,058
1407,6,0.08133882225262601,151,060,018,046,034,177
1408,6,0.09717225726655265,041,076,170,050,173,190
1409,6,0.04950460802122236,143,000,167,084,115,034
1410,6,0.07829346125703074,047,073,174,046,189,107
1411,6,0.03679069434953752,129,001,158,136,107,117
1412,6,0.03125540995482856,096,115,040,069,144,066
1413,6,0.040986160449102416,078,149,081,102,090,079
1414,6,0.08693937843554078,017,035,142,118,031,130
1415,6,0.025382065270865395,084,104,059,081,045,182
1416,6,0.12465970335391074,125,169,194,108,101,185
1417,6,0.08970278204730686,074,019,191,063,045,171
1418,6,0.011858901177651093,014,029,056,194,061,012
1419,6,0.13959082789258104,137,164,072,048,007,059
1420,6,0.10809122717973363,151,108,150,092,143,042
1421,6,0.11055284836497559,198,109,087,173,005,014
1422,6,0.12420951345929698,072,079,138,044,191,055
1423,6,0.15667026260029449,173,106,189,108,190,024
1424,6,0.13722820631310984,173,115,127,076,088,056
1425,6,0.06709934725437572,196,072,084,176,156,056
1426,6,0.17761575047726874,157,191,091,054,039,138
1427,6,0.057213308678300434,182,121,144,141,031,057
1428,6,0.1234933941122025,134,195,125,118,103,013
1429,6,0.1296334762154847,156,054,146,136,164,067
1430,6,0.0902844590078925,023,114,152,195,178,125
1431,6,0.05776744729909933,061,035,110,062,060,018
1432,6,0.07342954334122509,165,168,004,192,088,163
1433,6,0.0351603350191676,088,113,070,084,049,041
1434,6,0.03535875224198759,070,081,062,094,125,181
1435,6,0.020102119763683923,056,106,082,007,160,137
1436,6,0.047945836433380795,040,147,172,094,046,169
1437,6,0.02532303810834513,103,046,041,148,076,051
1438,6,0.11114289286861112,127,105,059,094,187,148
1439,6,0.07111555481038245,031,037,083,110,151,172
1440,6,0.10167500983068367,059,088,140,164,096,031
1441,6,0.020578026816618467,029,137,007,026,105,113
1442,6,0.08034249182295283,195,017,119,109,188,006
1443,6,0.07628506835856241,072,124,138,191,045,176
1444,6,0.032925934863781814,033,094,176,083,115,038
1445,6,0.18756329395477656,044,120,054,058,008,000
1446,6,0.08268465052912877,192,032,131,175,003,125
1447,6,0.05233293828381824,143,077,104,192,163,082
1448,6,0.13359927091257018,011,003,072,147,043,165
1449,6,0.10480698568833269,177,088,131,191,087,022
1450,6,0.016819725721576417,066,014,070,054,185,181
1451,6,0.026964210150905554,184,147,037,008,090,087
1452,6,0.04756697836930046,076,127,113,106,027,067
1453,6,0.2294392599360363,152,171,157,164,143,040
1454,6,0.1628223150220789,171,043,091,152,133,182
1455,6,0.04225810887821835,150,148,005,113,082,038
1456,6,0.10847544854248559,075,019,185,061,171,089
1457,6,0.0058643684807719865,167,181,196,075,097,184
1458,6,0.06500071108445449,189,041,066,151,018,127
1459,6,0.13948293600533945,171,033,194,006,114,102
1460,6,0.03183500012476481,076,044,115,066,105,167
1461,6,0.036680825316731114,014,046,033,199,172,012
1462,6,0.14357462725462333,047,050,021,171,150,170
1463,6,0.1569562246213274,144,193,024,091,053,121
1464,6,0.051611335441640094,036,137,087,049,017,062
1465,6,0.07001832420644982,075,152,036,053,076,078
1466,6,0.03682476579061722,021,138,137,117,087,088
1467,6,0.11556289823096488,188,060,000,173,176,048
1468,6,0.2276416919619576,075,110,024,120,188,003
1469,6,0.08748847296254514,094,090,071,006,056,134
1470,6,0.02346409669989158,042,158,069,142,085,190
1471,6,0.0825151956828879,170,072,062,090,138,015
1472,6,0.08376305480760993,146,051,048,000,192,193
1473,6,0.018722382544304805,142,000,035,104,148,080
1474,6,0.17878403289946587,085,071,120,178,052,054
1475,6,0.05492096035032701,127,102,168,044,078,099
1476,6,0.05461755092561682,190,062,133,068,088,011
1477,6,0.03945542386651413,158,085,071,084,088,006
1478,6,0.05751135022438136,052,039,131,004,045,084
1479,6,0.06827836538347987,116,132,058,016,114,077
1480,6,0.09344145459688757,172,074,065,052,103,191
1481,6,0.07947648779622407,068,181,156,187,067,103
1482,6,0.06865215808578784,158,092,118,165,046,103
1483,6,0.028568673523136412,075,194,191,152,027,192
1484,6,0.12014468018559266,110,018,081,103,080,101
1485,6,0.13242192249264995,155,082,164,006,063,023
1486,6,0.10315681687410427,083,059,046,173,014,152
1487,6,0.13757894686364291,134,075,156,047,151,133
1488,6,0.07153420655970122,198,065,085,077,196,182
1489,6,0.06317981654319837,147,063,169,129,141,193
1490,6,0.11581784553298302,026,046,175,138,065,146
1491,6,0.02436878903152162,161,160,077,159,138,062
1492,6,0.037544862060163164,116,176,071,064,133,068
1493,6,0.01855439888819621,133,152,138,042,132,143
1494,6,0.08678167765451561,182,092,011,012,051,146
1495,6,0.024990765383077096,038,077,189,063,115,014
1496,6,0.10470203646485332,125,109,199,037,016,173
1497,6,0.20876143591597096,003,195,176,120,166,019
1498,6,0.047612279960923654,182,097,043,117,019,181
1499,6,0.1541519677783807,005,165,050,134,048,023
1500,6,0.022245788846889103,153,189,096,060,117,080
1501,6,0.08126829995132023,138,134,078,143,176,039
1502,6,0.07296173457322164,169,054,062,132,175,008
1503,6,0.05572810330774447,054,160,124,117,047,088
1504,6,0.08644215089619478,051,144,023,050,190,040
1505,6,0.015460534307397134,078,015,027,031,087,008
1506,6,0.05687225386865424,037,151,006,094,048,129
1507,6,0.12429584332398014,065,198,173,094,006,069
1508,6,0.11336557559485816,123,141,072,165,170,136
1509,6,0.0547190050068036,069,116,048,057,085,161
1510,6,0.07388447274603827,098,035,148,163,046,083
1511,6,0.058384036291571184,152,058,011,034,165,125
1512,6,0.19041631346231647,082,149,157,155,156,142
1513,6,0.004991447140009653,050,199,129,152,071,140
1514,6,0.035957604847850266,191,057,109,148,061,029
1515,6,0.06684123937004871,079,165,127,166,038,159
1516,6,0.09926820153324134,181,036,015,132,171,184
1517,6,0.10920537811797171,035,077,134,161,088,034
1518,6,0.0854790896255111,195,079,088,007,026,055
1519,6,0.12610060563762993,118,090,061,073,173,001
1520,6,0.09603901739707776,137,043,108,047,136,031
1521,6,0.044873295731978846,168,070,169,068,124,098
1522,6,0.05304311174152487,124,094,006,153,151,036
1523,6,0.16304186586002567,164,025,193,187,175,115
1524,6,0.043072056566081485,132,025,129,071,027,148
1525,6,0.1929943273506407,072,013,182,064,130,120
1526,6,0.060320489866420135,031,025,082,046,165,199
1527,6,0.08748333555771026,014,023,125,071,044,036
1528,6,0.022843633120436913,166,049,132,137,167,070
1529,6,0.09210125546756853,166,108,016,047,131,088
1530,6,0.10269055834603313,083,059,046,130,022,105
1531,6,0.15485320328051677,134,006,115,156,048,164
1532,6,0.0240784526717438,182,181,184,153,041,195
1533,6,0.067185323420899,109,033,188,035,141,117
1534,6,0.16000698129057878,117,008,156,091,048,065
1535,6,0.05100521908175326,070,011,067,194,047,001
1536,6,0.04975159112520655,198,192,032,119,103,160
1537,6,0.15455437426431595,042,022,068,187,066,084
1538,6,0.04089256548415732,105,132,130,092,077,097
1539,6,0.15534295481683014,053,050,195,187,066,169
1540,6,0.18047793409401192,150,023,190,196,055,173
1541,6,0.16763238590064788,026,120,049,107,065,080
1542,6,0.03242473306556881,054,105,071,189,163,085
1543,6,0.06808539596267127,063,098,084,149,117,108
1544,6,0.07858442301849633,151,160,073,025,079,141
1545,6,0.0689329354991044,109,191,087,034,140,073
1546,6,0.04587079933801075,182,194,035,094,163,176
1547,6,0.12573238480105386,080,167,193,036,164,171
1548,6,0.0249747490045531,174,168,032,192,051,195
1549,6,0.02952306492335266,192,185,165,106,073,184
1550,6,0.17896663021050974,073,161,147,054,120,008
1551,6,0.14573748825018662,106,171,038,011,022,052
1552,6,0.11304185971038616,080,109,156,055,069,134
1553,6,0.09238798790335845,192,014,150,053,168,148
1554,6,0.03462896472179078,153,189,138,103,062,076
1555,6,0.07821017625973792,189,196,049,073,175,118
1556,6,0.12051192285517143,000,034,043,048,153,164
1557,6,0.037101409293782694,184,074,105,094,051,011
1558,6,0.06101929859603972,119,165,140,151,125,051
1559,6,0.052559190664503874,198,094,078,192,150,060
1560,6,0.04348401162721094,015,110,103,041,046,177
1561,6,0.13714457298021643,148,022,023,027,199,013
1562,6,0.02607645001483616,195,087,090,036,192,159
1563,6,0.019836756214329343,155,029,076,081,016,027
1564,6,0.060370975926132275,174,079,149,018,082,007
1565,6,0.06674485359638327,080,043,029,181,047,094
1566,6,0.03312458114699168,085,130,182,152,172,084
1567,6,0.11633517415310968,069,176,008,101,016,004
1568,6,0.08731171130079585,175,046,071,024,159,090
1569,6,0.03213470223205972,082,073,029,178,152,185
1570,6,0.04021951614497765,138,181,144,083,069,075
1571,6,0.04219321539213616,140,029,047,090,001,014
1572,6,0.06947740493739285,140,165,072,073,041,161
1573,6,0.2138656628590152,157,143,170,055,058,082
1574,6,0.0631878222790565,098,052,198,035,188,045
1575,6,0.08214747615072937,177,118,037,090,008,043
1576,6,0.10316971411911269,056,123,052,185,146,174
1577,6,0.05807530592321686,074,098,183,090,094,110
1578,6,0.10826184862707544,131,022,132,194,163,189
1579,6,0.05748419272221339,087,083,067,167,108,049
1580,6,0.13930014331303753,118,084,029,025,134,195
1581,6,0.015204055295926278,026,000,087,068,029,096
1582,6,0.09366980566069372,119,012,065,129,033,170
1583,6,0.035451579761436425,059,004,036,168,021,190
1584,6,0.07914023623354216,104,076,065,084,048,188
1585,6,0.08470418998418006,072,177,016,064,182,092
1586,6,0.03536407886401205,148,044,167,077,084,054
1587,6,0.029009285200188972,165,160,018,012,027,169
1588,6,0.019643696709378933,084,167,105,174,176,083
1589,6,0.08357399436648927,160,022,104,152,131,191
1590,6,0.06600023473624328,142,024,060,038,098,042
1591,6,0.016350213385815215,012,184,130,140,161,174
1592,6,0.07114161951313125,138,074,130,017,124,082
1593,6,0.061096538862406846,144,192,107,098,132,158
1594,6,0.11573576047842216,151,053,092,106,025,049
1595,6,0.06913543295860047,138,175,131,043,156,110
1596,6,0.14346311133355683,101,054,017,083,025,130
1597,6,0.21710384236674385,064,182,088,166,157,127
1598,6,0.06490698118876936,192,051,132,092,147,102
1599,6,0.015053951831446089,001,080,159,078,031,192
1600,6,0.06396669935463828,012,079,155,184,131,118
1601,6,0.07232270369598115,131,024,160,059,008,021
1602,6,0.10291259478382109,047,136,034,000,024,123
1603,6,0.11834863742646995,078,018,136,102,187,127
1604,6,0.03795639776368076,152,051,155,074,063,083
1605,6,0.10040442923331416,094,131,092,091,137,076
1606,6,0.016696560998426535,076,021,132,084,056,013
