,num_topics,scenario_r2,2,3,4,5
217,4,0.019286865256524788,195,106,041,125
218,4,0.020096798866593768,017,074,076,016
219,4,0.002949688590909938,019,122,015,041
220,4,0.03317579238966195,052,152,099,173
221,4,0.02157840924322796,138,012,022,075
222,4,0.014474136199006726,187,050,122,105
223,4,0.004451300655205492,072,176,161,183
224,4,0.004592398315905966,043,178,063,031
225,4,0.013717968627215527,039,024,144,089
226,4,0.01974310806739188,182,007,025,125
227,4,0.012850133016225618,038,039,024,188
228,4,0.031844170744918854,063,041,097,123
229,4,0.008383288058383287,096,182,000,171
230,4,0.003992528204406098,011,013,165,015
231,4,0.03381347675973745,079,115,116,053
232,4,0.007292344404729922,199,061,023,027
233,4,0.01085890778780485,185,053,039,014
234,4,0.01033685154334063,060,061,105,014
235,4,0.006078142845102552,148,185,014,060
236,4,0.01540445233497878,103,018,167,091
237,4,0.009255951319487088,039,087,054,156
238,4,0.036221444866352925,104,056,115,079
239,4,0.0058770692289565885,004,019,160,092
240,4,0.04212235892269833,171,155,050,092
241,4,0.00479065287236502,122,027,193,175
242,4,0.024046755144983223,000,062,018,134
243,4,0.010684630835840703,005,021,048,046
244,4,0.04913198088156845,115,091,157,189
245,4,0.0016615546604035192,058,113,089,004
246,4,0.01695042220970433,058,073,006,193
247,4,0.009824023486829092,104,072,198,113
248,4,0.013944259508342438,084,015,136,171
249,4,0.01663709747206421,165,057,117,098
250,4,0.039890405526313066,006,078,066,173
251,4,0.009767679533200901,107,060,153,075
252,4,0.002049291380257001,004,063,184,148
253,4,0.014370823509289532,165,141,152,011
254,4,0.022639120257728962,027,164,188,022
255,4,0.008501919864836394,113,087,119,063
256,4,0.002228672019155442,106,036,152,138
257,4,0.016182595369887975,168,017,189,087
258,4,0.012721289521924528,055,142,042,116
259,4,0.011135904078461434,108,066,140,193
260,4,0.031587099360726456,150,125,062,055
261,4,0.005335211959648478,147,170,106,185
262,4,0.0056773263225535775,158,118,089,175
263,4,0.015902044666101345,047,138,076,181
264,4,0.019672587924875584,148,082,091,015
265,4,0.0240109752242188,029,099,075,051
266,4,0.01755087475296979,131,092,059,053
267,4,0.014307329489087972,189,057,187,199
268,4,0.02660367318379675,067,034,055,172
269,4,0.014975967613156449,163,040,050,121
270,4,0.026250910675750805,073,137,117,119
271,4,0.01587203963505479,001,172,064,121
272,4,0.008950080360736745,152,166,052,081
273,4,0.016098068438736957,042,022,169,194
274,4,0.012045552334204013,004,099,174,163
275,4,0.006175766111118253,147,037,109,003
276,4,0.005397687724780664,032,092,183,015
277,4,0.010283328085552546,103,110,189,013
278,4,0.0139934441591405,198,137,000,143
279,4,0.021199487860315003,192,063,048,101
280,4,0.00911932746799593,003,070,153,057
281,4,0.029923997398805025,115,167,066,120
282,4,0.028103616829230793,163,188,082,079
283,4,0.013942432994285436,041,122,013,001
284,4,0.015032685252762246,060,094,029,183
285,4,0.010328688248253393,035,006,084,079
286,4,0.011691297737350115,065,054,113,174
287,4,0.01214853561299356,134,066,114,169
288,4,0.020494446267783628,176,156,098,055
289,4,0.023784785357425564,031,001,113,044
290,4,0.026077895265169238,101,061,117,023
291,4,0.022608616302737916,119,074,051,192
292,4,0.004981993703738863,116,156,023,068
293,4,0.00904638706488814,039,082,056,106
294,4,0.006863043042500516,140,099,133,159
295,4,0.014928993089679432,161,148,022,187
296,4,0.0031985355358008505,175,004,178,061
297,4,0.02211317921692535,036,003,101,076
298,4,0.024076479573374554,183,050,146,077
299,4,0.012412662014099407,097,196,069,027
300,4,0.0153225620844889,137,064,183,051
301,4,0.03929546708370146,146,062,091,037
302,4,0.029196905536720608,164,054,088,035
303,4,0.01395128657894995,001,168,190,106
304,4,0.022729477828773437,119,188,187,098
305,4,0.012210611004772276,019,196,088,067
306,4,0.023168961656340525,001,107,074,088
307,4,0.005231511786530696,019,184,147,031
308,4,0.021041583144404963,146,003,156,170
309,4,0.030547546755469557,004,022,029,044
310,4,0.002278774268527517,147,046,184,041
311,4,0.005676040637515256,192,138,130,165
312,4,0.05724225855068943,157,062,029,008
313,4,0.01773952552760505,053,109,191,199
314,4,0.03602433191546417,108,031,173,035
315,4,0.030076611293773925,027,123,096,161
316,4,0.009337908783722981,177,012,031,067
317,4,0.03906849257227307,173,148,042,060
318,4,0.02818644581798735,043,150,136,035
319,4,0.015921505283536863,158,047,140,022
320,4,0.023616681438622278,024,001,050,102
321,4,0.009674698239165003,060,132,012,156
322,4,0.009847203533075222,094,026,175,053
323,4,0.02009781434080915,190,125,164,099
324,4,0.02032691091599137,195,176,110,007
325,4,0.04815637647135873,157,069,087,163
326,4,0.0045328412119309824,148,161,041,196
327,4,0.004710897198372144,059,108,080,174
328,4,0.007915295536057632,102,045,110,026
329,4,0.023536467817330653,097,089,143,195
330,4,0.011253461681991817,169,079,026,036
331,4,0.0057082118432556506,192,085,063,108
332,4,0.050516651777752,048,155,075,029
333,4,0.028614867254797116,110,074,016,033
334,4,0.019980037118385363,150,012,169,189
335,4,0.015196820087111318,089,097,118,134
336,4,0.013677791576564235,191,045,035,001
337,4,0.024254155638097852,036,177,123,016
338,4,0.020109897617871075,168,056,195,194
339,4,0.0178641669609354,082,001,142,138
340,4,0.02654131288246986,077,183,156,123
341,4,0.017003460863073472,150,081,039,170
342,4,0.01666662367771632,082,118,084,098
343,4,0.01638852720660966,029,042,088,063
344,4,0.005459680678632783,072,063,077,011
345,4,0.056840299328817956,051,157,004,105
346,4,0.012007322164860446,148,105,161,104
347,4,0.01812166383686431,191,121,150,063
348,4,0.010644558078856003,068,119,076,193
349,4,0.002403345094525111,138,068,046,080
350,4,0.054112804990461116,044,110,155,070
351,4,0.031147603091341347,191,044,133,055
352,4,0.018200959647597714,033,063,042,087
353,4,0.004683194169642468,138,187,035,065
354,4,0.019965970849085357,164,131,094,144
355,4,0.003907903833221482,056,182,048,080
356,4,0.017688783715864687,141,171,133,175
357,4,0.01923546147374189,040,005,073,118
358,4,0.02298423512914427,069,148,143,079
359,4,0.004659024140015733,036,192,113,185
360,4,0.02056165708832669,054,189,193,102
361,4,0.015048980046130866,176,036,181,040
362,4,0.005479837188003267,031,121,043,127
363,4,0.01928387857481184,174,036,053,034
364,4,0.010713220474738439,138,143,117,168
365,4,0.01994024636178071,044,196,117,169
366,4,0.0020712701284144597,036,032,160,077
367,4,0.015685647335381914,067,187,096,169
368,4,0.01520429885406216,174,032,041,136
369,4,0.009786857763713463,105,169,081,069
370,4,0.005216745944836676,190,194,178,015
371,4,0.0261291365050752,024,066,067,113
372,4,0.023073496591156428,004,141,187,034
373,4,0.02180748491738249,001,181,099,084
374,4,0.0023794191147656907,196,184,094,099
375,4,0.01309490895504184,056,138,075,067
376,4,0.0009932696047960654,016,184,152,125
377,4,0.02980442389286997,021,115,183,092
378,4,0.02326566350094994,153,150,029,169
379,4,0.020984136188134772,000,195,057,046
380,4,0.030808710985056442,046,025,151,057
381,4,0.003751612237214985,199,026,004,048
382,4,0.02138249166104933,022,067,056,040
383,4,0.03000104508203716,136,054,055,189
384,4,0.01751562805719198,023,133,092,053
385,4,0.014358985607086927,047,104,165,051
386,4,0.025769193854595085,079,074,193,070
387,4,0.013319394478649604,054,065,008,171
388,4,0.015886468876862958,143,097,013,016
389,4,0.00955156496096965,176,076,080,067
390,4,0.021812566415647328,164,075,121,080
391,4,0.007842524919319138,190,078,192,159
392,4,0.012563775838172697,177,019,098,036
393,4,0.03437543792625364,110,160,034,123
394,4,0.010337124275531795,000,118,104,078
395,4,0.014619291209459817,004,073,072,137
396,4,0.007309498977579598,012,194,090,018
397,4,0.016446317852887304,024,083,140,156
398,4,0.014722564756541545,114,193,060,189
399,4,0.003848971626439046,094,165,039,011
400,4,0.008821281658698554,114,159,158,048
401,4,0.03502838805293329,034,151,091,195
402,4,0.0245356802063722,120,106,098,018
403,4,0.011880485921245909,090,113,098,149
404,4,0.007793355083367315,103,072,168,117
405,4,0.021394423004040708,104,024,019,005
406,4,0.035154265441169175,187,046,054,115
407,4,0.020385202318016216,164,041,167,012
408,4,0.027685347317461972,160,115,076,092
409,4,0.018825318520636403,066,064,166,160
410,4,0.008041988232328934,105,007,138,127
411,4,0.0038384866510065008,192,161,172,035
412,4,0.013771415971299383,096,014,122,151
413,4,0.0026242418626386543,015,147,016,107
414,4,0.001841011429944972,068,159,052,138
415,4,0.03584461699397112,034,181,195,042
416,4,0.027314811600408828,092,027,123,052
417,4,0.03471582498823067,137,173,185,165
418,4,0.007875059731923484,137,196,142,007
419,4,0.009735716963570784,057,026,192,074
420,4,0.021537367959454046,120,048,122,151
421,4,0.013793780164410685,007,042,003,022
422,4,0.005634969393881861,153,114,106,113
423,4,0.027588283020033577,037,101,117,199
424,4,0.009902066926393394,134,080,039,168
425,4,0.04546022718512255,157,072,103,032
426,4,0.014324887684107446,114,143,069,056
427,4,0.012361681569976413,144,054,199,174
428,4,0.011852843220149789,097,071,019,099
429,4,0.01574429884663031,117,114,174,129
430,4,0.022183150325715606,132,181,166,117
431,4,0.010846370422454399,185,107,109,092
432,4,0.01519838918531935,077,073,061,160
433,4,0.012176568840724933,098,048,121,152
434,4,0.039629318927546175,155,167,172,052
435,4,0.009264187883582964,102,005,170,118
436,4,0.015596632879935735,196,049,053,078
437,4,0.023215124218135097,198,124,188,044
438,4,0.00891467621225317,161,070,014,056
439,4,0.028029741500469885,067,058,115,049
440,4,0.02727725355768229,109,166,060,150
441,4,0.043174240887909665,016,072,157,026
442,4,0.013489259688133637,037,106,004,001
443,4,0.025887951920788965,001,033,153,069
444,4,0.012151590863500705,196,084,141,039
445,4,0.018163590399257967,114,091,090,137
446,4,0.007358686606172227,071,191,060,027
447,4,0.05254104099391488,003,137,033,157
448,4,0.012068364141578414,099,075,070,103
449,4,0.012015419633862878,119,149,193,158
450,4,0.014700004698754654,005,062,177,058
451,4,0.018640109471601107,189,103,083,054
452,4,0.00977172952955696,084,015,151,176
453,4,0.00926398180813115,055,127,036,061
454,4,0.021620177489692693,073,004,190,110
455,4,0.00364666177120887,121,127,171,026
456,4,0.009992071803935243,141,089,182,080
457,4,0.04735418603505459,155,171,168,022
458,4,0.012727014501697331,137,133,042,067
459,4,0.028075003341137883,130,142,024,073
460,4,0.0060561310251411316,027,057,182,083
461,4,0.004271926476945742,161,147,000,040
462,4,0.020001639325133214,129,144,023,054
463,4,0.006717468749061206,039,060,005,094
464,4,0.010099115096132927,102,085,069,023
465,4,0.016591381635515656,022,199,023,108
466,4,0.016063042686754847,158,059,170,166
467,4,0.010861130002203345,082,015,090,078
468,4,0.00690093913170331,174,021,140,167
469,4,0.004921114965404261,165,057,148,003
470,4,0.015455387782951524,098,105,140,159
471,4,0.010454082177811408,012,084,107,050
472,4,0.009725959318950927,192,064,170,199
473,4,0.026651583482837582,045,062,132,017
474,4,0.029812208023948128,096,191,025,075
475,4,0.0028128674985477,011,015,177,014
476,4,0.02059708305884589,029,013,066,039
477,4,0.021568082185878246,074,023,136,176
478,4,0.046072452205176195,102,087,155,013
479,4,0.019273413684129714,040,142,109,079
480,4,0.02535596345485258,113,062,025,031
481,4,0.010361094042319219,142,167,119,107
482,4,0.019281727436438523,034,184,050,045
483,4,0.024402876686351993,048,194,075,195
484,4,0.01891148038380197,039,151,057,066
485,4,0.008188657984762093,061,047,142,170
486,4,0.0377799510886232,188,032,115,025
487,4,0.004801734992585294,087,045,043,187
488,4,0.013358828257678868,085,170,057,096
489,4,0.006860732203991415,153,116,085,094
490,4,0.007031414155140525,084,048,067,019
491,4,0.04112008700874248,157,167,026,183
492,4,0.036656358275127476,101,166,082,057
493,4,0.012743542368613858,159,151,056,059
494,4,0.01610380653885457,088,023,001,144
495,4,0.006929399327834207,055,043,182,089
496,4,0.007134917732760648,109,153,116,118
497,4,0.016167405786785993,019,181,109,144
498,4,0.0016529069259179074,048,065,184,137
499,4,0.01994714345591908,098,094,062,048
500,4,0.019921134571942778,136,059,183,062
501,4,0.021174491681201557,079,087,178,017
502,4,0.008003391762268719,184,189,080,196
503,4,0.017416183646906558,054,116,047,133
504,4,0.0055309199295051625,084,046,142,016
505,4,0.019876750033210655,051,116,141,087
506,4,0.019201533788290148,067,141,116,011
507,4,0.015524458519284412,181,159,059,083
508,4,0.0145642181291743,029,152,042,043
509,4,0.041930036305883656,157,075,071,047
510,4,0.009274622594058424,177,063,075,059
511,4,0.004022604436285104,035,061,169,027
512,4,0.011162400696635544,199,063,004,051
513,4,0.024662898189545368,069,152,195,096
514,4,0.04449438946302653,032,173,181,141
515,4,0.011125421154837833,061,041,129,071
516,4,0.00980467046325395,063,172,131,102
517,4,0.013956054934644135,161,019,082,012
518,4,0.0038835584551563107,172,147,148,045
519,4,0.010567805313322132,190,184,182,105
520,4,0.013022141995288283,092,006,007,151
521,4,0.016463337276452772,022,107,116,043
522,4,0.026503169420175943,101,037,098,161
523,4,0.028533934190246968,150,109,019,136
524,4,0.017254636775285492,071,079,087,117
525,4,0.009993005272390332,047,085,105,014
526,4,0.002845461842819641,140,130,039,108
527,4,0.006769961744950259,127,116,013,144
528,4,0.025845277258564003,120,101,058,177
529,4,0.0063779441215146004,057,152,109,118
530,4,0.004881989667022357,171,148,185,149
531,4,0.009908821436224846,138,096,103,194
532,4,0.021857265863008957,195,042,038,097
533,4,0.010137161744118828,191,035,174,075
534,4,0.014896268393696954,061,039,052,073
535,4,0.003385336433160413,160,071,193,048
536,4,0.005810135157365948,109,148,077,167
537,4,0.006475986656055754,085,170,149,065
538,4,0.04006377614714596,123,069,140,150
539,4,0.023776419811575855,091,141,051,003
540,4,0.01334019615681592,082,107,169,083
541,4,0.006477989631878622,140,171,170,176
542,4,0.009759498989260651,004,015,194,066
543,4,0.0035868124608248175,172,068,125,107
544,4,0.015628762961532372,124,032,053,081
545,4,0.009676958158358229,074,106,081,170
546,4,0.01363244711430911,165,062,192,003
547,4,0.0040135210532757926,193,106,026,182
548,4,0.0021747271524418244,106,004,032,048
549,4,0.01962463682030824,005,183,098,166
550,4,0.005775823014184112,003,160,092,013
551,4,0.016378098044668943,110,102,183,024
552,4,0.009523642659936327,041,078,172,019
553,4,0.016832908112889733,050,074,199,114
554,4,0.009498837792102366,083,013,085,144
555,4,0.009137882608745818,140,043,169,064
556,4,0.018703343176824094,027,120,061,088
557,4,0.01553370128339826,089,014,092,163
558,4,0.0009752975399942576,038,068,049,106
559,4,0.006688069616124892,169,103,076,077
560,4,0.010842149964984338,070,065,116,011
561,4,0.011482076406762687,130,137,144,070
562,4,0.022054130247495918,185,031,033,160
563,4,0.013137851264213074,055,092,121,174
564,4,0.011886786647886005,116,193,133,068
565,4,0.04018526939692613,155,026,117,138
566,4,0.0071688879743764256,176,137,171,069
567,4,0.0050992943227307075,023,042,081,130
568,4,0.004378459436672588,198,036,039,171
569,4,0.04620131657585169,045,157,151,013
570,4,0.010074648943640185,018,019,055,152
571,4,0.05231739610676511,155,198,164,027
572,4,0.0038531250254152383,090,125,000,190
573,4,0.03785186081228198,173,106,094,171
574,4,0.03699903090425061,075,083,173,065
575,4,0.05032040244575986,013,177,034,155
576,4,0.0009086563417348703,140,122,058,068
577,4,0.01810858431980733,102,054,083,161
578,4,0.01788311786732122,175,151,082,084
579,4,0.03258112333779217,044,141,131,195
580,4,0.0013647716654970887,175,036,167,152
581,4,0.02057995894990472,064,079,131,107
582,4,0.003464339940547956,190,108,004,052
583,4,0.02921524806869802,082,050,115,170
584,4,0.03827689390273581,006,155,077,196
585,4,0.03554786091161488,016,006,069,173
586,4,0.020477349608467255,119,049,150,125
587,4,0.03219571203950333,091,087,143,061
588,4,0.0334779381206638,171,159,123,141
589,4,0.013136639134491368,149,124,061,083
590,4,0.013689515994956158,143,142,191,013
591,4,0.023187448866824667,156,092,033,067
592,4,0.048652099420245176,052,087,044,155
593,4,0.020629088501552206,166,142,189,124
594,4,0.011576187166410068,177,196,098,042
595,4,0.010424341783700553,077,118,151,170
596,4,0.00938972065984256,148,040,075,178
597,4,0.028026713983123508,187,104,033,064
598,4,0.02217446029728798,171,006,033,075
599,4,0.009972445636768024,064,040,177,037
600,4,0.01562746123700698,031,189,060,102
601,4,0.020237169304287428,127,025,015,122
602,4,0.02638850172861007,025,053,077,000
603,4,0.010601480606921454,117,097,099,047
604,4,0.013473072067195058,057,001,063,068
605,4,0.01243712593232782,080,136,016,003
606,4,0.0077784955644171205,183,008,094,109
607,4,0.02190044798320434,015,117,164,023
608,4,0.028927142192263222,150,055,110,027
609,4,0.037529118246219406,146,115,037,049
610,4,0.023626185477717332,110,166,189,136
611,4,0.007242685742729016,074,118,099,125
612,4,0.03054566230975364,115,051,089,038
613,4,0.01262407707950719,133,109,056,172
614,4,0.005529731422648121,165,014,083,084
615,4,0.003076654719077254,016,174,087,099
616,4,0.0395913783680133,195,106,166,146
617,4,0.02568237447366495,161,166,076,034
618,4,0.015619318982575625,121,178,073,172
619,4,0.03958293850142802,136,191,051,123
620,4,0.023440489216864813,121,017,104,073
621,4,0.018744246097583073,005,079,032,158
622,4,0.041106390702141504,088,170,157,160
623,4,0.01864607853346323,172,120,018,116
624,4,0.01499079841317752,029,042,041,131
625,4,0.007517436019781054,068,171,189,043
626,4,0.019358216791978355,096,067,166,007
627,4,0.015890456637028705,118,006,060,120
628,4,0.012127799739898637,143,140,168,012
629,4,0.014088035834927348,080,031,055,083
630,4,0.030483559964848306,044,099,014,091
631,4,0.022876599195654213,065,071,115,132
632,4,0.023845687153719375,151,176,164,178
633,4,0.02579953504615251,012,142,103,025
634,4,0.01074686538915881,127,199,067,083
635,4,0.030012085464587668,164,034,063,130
636,4,0.01678360813331703,184,166,016,105
637,4,0.01513638625966307,087,091,142,023
638,4,0.020616119235918107,011,001,051,156
639,4,0.00945323944248666,198,104,035,063
640,4,0.030963992956109188,123,191,109,117
641,4,0.020188932777861823,087,176,117,195
642,4,0.0017590756520026174,125,032,016,118
643,4,0.02679798268121336,166,094,138,101
644,4,0.010270077993101423,127,052,107,143
645,4,0.005392377061812836,110,077,061,127
646,4,0.0530545562945427,016,172,001,157
647,4,0.031215764901821985,019,070,050,146
648,4,0.002065080597187685,099,147,046,058
649,4,0.021418247432964943,114,021,066,065
650,4,0.02455434196939066,120,070,022,133
651,4,0.023330804725264498,012,124,150,170
652,4,0.0216070318646574,024,082,035,105
653,4,0.011699108928590163,094,113,134,170
654,4,0.02026688883512684,074,087,167,073
655,4,0.022666283056186565,194,120,070,188
656,4,0.01270480067413804,061,071,001,007
657,4,0.015448218633644983,172,004,013,073
658,4,0.014396396692794133,102,054,038,159
659,4,0.02107609752736206,161,046,039,146
660,4,0.01979846791780826,106,024,032,053
661,4,0.004139735346034845,016,153,019,041
